,date,time,price,change,change(%),amount,volume
0,2023-10-26,15:30:00,181900,7200,-3.81%,55960,731421
1,2023-10-26,15:15:00,182500,7000,-3.69%,7989,675461
2,2023-10-26,15:10:00,182500,7000,-3.69%,12435,667472
3,2023-10-26,15:05:00,182700,6900,-3.64%,6753,655037
4,2023-10-26,15:00:00,182900,6700,-3.53%,8804,648284
5,2023-10-26,14:55:00,183200,6400,-3.38%,7656,639480
6,2023-10-26,14:50:00,183200,6100,-3.22%,8036,631812
7,2023-10-26,14:45:00,183100,6500,-3.43%,9121,623776
8,2023-10-26,14:40:00,182700,6700,-3.54%,5966,614655
9,2023-10-26,14:35:00,182500,6800,-3.59%,7933,608689
10,2023-10-26,14:30:00,182500,7000,-3.69%,4885,600756
11,2023-10-26,14:25:00,182500,7000,-3.69%,6938,595871
12,2023-10-26,14:20:00,182400,7000,-3.70%,4449,588933
13,2023-10-26,14:15:00,182500,7400,-3.90%,9653,584484
14,2023-10-26,14:10:00,182100,7300,-3.85%,6334,574831
15,2023-10-26,14:05:00,182600,7200,-3.79%,10341,568497
16,2023-10-26,14:00:00,182200,7200,-3.80%,5727,558156
17,2023-10-26,13:55:00,182400,7200,-3.80%,5672,552429
18,2023-10-26,13:50:00,182200,7300,-3.85%,9015,546757
19,2023-10-26,13:45:00,182500,7000,-3.69%,4772,537742
20,2023-10-26,13:40:00,182700,7000,-3.69%,8786,532970
21,2023-10-26,13:35:00,182600,7000,-3.69%,6041,524184
22,2023-10-26,13:30:00,182900,6700,-3.53%,6196,518143
23,2023-10-26,13:25:00,182700,6900,-3.64%,4689,511947
24,2023-10-26,13:20:00,182800,6700,-3.54%,2585,507258
25,2023-10-26,13:15:00,182900,6700,-3.53%,5679,504673
26,2023-10-26,13:10:00,182900,6600,-3.48%,4322,498994
27,2023-10-26,13:05:00,182800,7200,-3.79%,6698,494672
28,2023-10-26,13:00:00,182000,7500,-3.96%,5735,487974
29,2023-10-26,12:55:00,181900,7500,-3.96%,5707,482239
30,2023-10-26,12:50:00,181900,7700,-4.06%,11603,476532
31,2023-10-26,12:45:00,181700,7700,-4.07%,9446,464929
32,2023-10-26,12:40:00,181900,7500,-3.96%,5002,455483
33,2023-10-26,12:35:00,182100,7300,-3.85%,5252,450481
34,2023-10-26,12:30:00,182000,7400,-3.91%,5716,445229
35,2023-10-26,12:25:00,182200,7400,-3.90%,5028,439513
36,2023-10-26,12:20:00,181900,7400,-3.91%,3347,434485
37,2023-10-26,12:15:00,182300,7500,-3.95%,8255,431138
38,2023-10-26,12:10:00,182100,7500,-3.96%,5842,422883
39,2023-10-26,12:05:00,182100,7500,-3.96%,3941,417041
40,2023-10-26,12:00:00,182300,7500,-3.95%,4792,413100
41,2023-10-26,11:55:00,181900,7400,-3.91%,3355,408308
42,2023-10-26,11:50:00,182100,7300,-3.85%,3225,404953
43,2023-10-26,11:45:00,182300,7600,-4.00%,7605,401728
44,2023-10-26,11:40:00,182200,7300,-3.85%,8033,394123
45,2023-10-26,11:35:00,182000,7300,-3.86%,5440,386090
46,2023-10-26,11:30:00,182000,7400,-3.91%,5990,380650
47,2023-10-26,11:25:00,182100,7400,-3.91%,3833,374660
48,2023-10-26,11:20:00,182500,7800,-4.10%,18952,370827
49,2023-10-26,11:15:00,182900,6700,-3.53%,10050,351875
50,2023-10-26,11:10:00,183100,6400,-3.38%,19949,341825
51,2023-10-26,11:05:00,183300,6100,-3.22%,9282,321876
52,2023-10-26,11:00:00,183400,6000,-3.17%,5946,312594
53,2023-10-26,10:55:00,183500,5900,-3.12%,6253,306648
54,2023-10-26,10:50:00,184000,5900,-3.11%,12273,300395
55,2023-10-26,10:45:00,184500,5300,-2.79%,7257,288122
56,2023-10-26,10:40:00,184500,5400,-2.84%,4992,280865
57,2023-10-26,10:35:00,184200,6000,-3.15%,13538,275873
58,2023-10-26,10:30:00,183400,5900,-3.12%,10074,262335
59,2023-10-26,10:25:00,183800,5900,-3.11%,11073,252261
60,2023-10-26,10:20:00,183800,5600,-2.96%,5176,241188
61,2023-10-26,10:15:00,183900,5700,-3.01%,16716,236012
62,2023-10-26,10:10:00,184100,5500,-2.90%,16488,219296
63,2023-10-26,10:05:00,184400,5100,-2.69%,6780,202808
64,2023-10-26,10:00:00,184500,4800,-2.54%,4156,196028
65,2023-10-26,09:55:00,184700,4900,-2.58%,8138,191872
66,2023-10-26,09:50:00,185300,4500,-2.37%,5843,183734
67,2023-10-26,09:45:00,185700,4200,-2.21%,8991,177891
68,2023-10-26,09:40:00,185900,3800,-2.00%,5002,168900
69,2023-10-26,09:35:00,185700,4000,-2.11%,9318,163898
70,2023-10-26,09:30:00,186300,3600,-1.90%,9028,154580
71,2023-10-26,09:25:00,186500,3200,-1.69%,10125,145552
72,2023-10-26,09:20:00,186800,3600,-1.89%,10615,135427
73,2023-10-26,09:15:00,185700,4100,-2.16%,12401,124812
74,2023-10-26,09:10:00,185600,4100,-2.16%,11950,112411
75,2023-10-26,09:05:00,185200,5400,-2.83%,35341,100461
76,2023-10-26,09:00:00,186000,5100,-2.67%,65120,65120
