,date,time,price,change,change(%),amount,volume
0,2025-10-14,15:30:00,139100,5100,3.81%,21535,470883
1,2025-10-14,15:15:00,139200,5200,3.88%,5697,449348
2,2025-10-14,15:10:00,139300,5300,3.96%,5770,443651
3,2025-10-14,15:05:00,139200,5200,3.88%,5696,437881
4,2025-10-14,15:00:00,139300,5300,3.96%,6504,432185
5,2025-10-14,14:55:00,139500,5500,4.10%,6337,425681
6,2025-10-14,14:50:00,139500,5500,4.10%,10986,419344
7,2025-10-14,14:45:00,139300,5300,3.96%,6259,408358
8,2025-10-14,14:40:00,138900,4900,3.66%,7272,402099
9,2025-10-14,14:35:00,139300,5300,3.96%,7260,394827
10,2025-10-14,14:30:00,139400,5400,4.03%,7860,387567
11,2025-10-14,14:25:00,139400,5400,4.03%,6067,379707
12,2025-10-14,14:20:00,139300,5300,3.96%,8964,373640
13,2025-10-14,14:15:00,139300,5300,3.96%,7269,364676
14,2025-10-14,14:10:00,139000,5000,3.73%,6151,357407
15,2025-10-14,14:05:00,138600,4600,3.43%,4598,351256
16,2025-10-14,14:00:00,139100,5100,3.81%,8737,346658
17,2025-10-14,13:55:00,139200,5200,3.88%,8016,337921
18,2025-10-14,13:50:00,139400,5400,4.03%,12384,329905
19,2025-10-14,13:45:00,139300,5300,3.96%,10133,317521
20,2025-10-14,13:40:00,139300,5300,3.96%,13167,307388
21,2025-10-14,13:35:00,138500,4500,3.36%,7733,294221
22,2025-10-14,13:30:00,138500,4500,3.36%,6814,286488
23,2025-10-14,13:25:00,138500,4500,3.36%,10211,279674
24,2025-10-14,13:20:00,138400,4400,3.28%,7714,269463
25,2025-10-14,13:15:00,138000,4000,2.99%,5693,261749
26,2025-10-14,13:10:00,138000,4000,2.99%,3348,256056
27,2025-10-14,13:05:00,138500,4500,3.36%,11568,252708
28,2025-10-14,13:00:00,138700,4700,3.51%,8272,241140
29,2025-10-14,12:55:00,138600,4600,3.43%,4528,232868
30,2025-10-14,12:50:00,138600,4600,3.43%,3755,228340
31,2025-10-14,12:45:00,138600,4600,3.43%,4489,224585
32,2025-10-14,12:40:00,138600,4600,3.43%,5000,220096
33,2025-10-14,12:35:00,138200,4200,3.13%,4320,215096
34,2025-10-14,12:30:00,138100,4100,3.06%,3850,210776
35,2025-10-14,12:25:00,138000,4000,2.99%,4632,206926
36,2025-10-14,12:20:00,137800,3800,2.84%,3266,202294
37,2025-10-14,12:15:00,137600,3600,2.69%,3358,199028
38,2025-10-14,12:10:00,137600,3600,2.69%,2511,195670
39,2025-10-14,12:05:00,137400,3400,2.54%,4516,193159
40,2025-10-14,12:00:00,137500,3500,2.61%,3950,188643
41,2025-10-14,11:55:00,137600,3600,2.69%,4573,184693
42,2025-10-14,11:50:00,137600,3600,2.69%,3428,180120
43,2025-10-14,11:45:00,137600,3600,2.69%,3081,176692
44,2025-10-14,11:40:00,137400,3400,2.54%,2628,173611
45,2025-10-14,11:35:00,137600,3600,2.69%,4992,170983
46,2025-10-14,11:30:00,137600,3600,2.69%,3068,165991
47,2025-10-14,11:25:00,137700,3700,2.76%,4209,162923
48,2025-10-14,11:20:00,137800,3800,2.84%,3797,158714
49,2025-10-14,11:15:00,137700,3700,2.76%,3860,154917
50,2025-10-14,11:10:00,137700,3700,2.76%,10026,151057
51,2025-10-14,11:05:00,137100,3100,2.31%,4043,141031
52,2025-10-14,11:00:00,137100,3100,2.31%,2685,136988
53,2025-10-14,10:55:00,137100,3100,2.31%,3965,134303
54,2025-10-14,10:50:00,137000,3000,2.24%,5698,130338
55,2025-10-14,10:45:00,136800,2800,2.09%,4770,124640
56,2025-10-14,10:40:00,137000,3000,2.24%,6882,119870
57,2025-10-14,10:35:00,136700,2700,2.01%,3594,112988
58,2025-10-14,10:30:00,136700,2700,2.01%,4838,109394
59,2025-10-14,10:25:00,136800,2800,2.09%,3388,104556
60,2025-10-14,10:20:00,136700,2700,2.01%,7023,101168
61,2025-10-14,10:15:00,136200,2200,1.64%,3724,94145
62,2025-10-14,10:10:00,136000,2000,1.49%,3474,90421
63,2025-10-14,10:05:00,135900,1900,1.42%,5766,86947
64,2025-10-14,10:00:00,136100,2100,1.57%,3548,81181
65,2025-10-14,09:55:00,136200,2200,1.64%,4786,77633
66,2025-10-14,09:50:00,135900,1900,1.42%,5418,72847
67,2025-10-14,09:45:00,135400,1400,1.04%,3504,67429
68,2025-10-14,09:40:00,135200,1200,0.90%,7731,63925
69,2025-10-14,09:35:00,135400,1400,1.04%,3339,56194
70,2025-10-14,09:30:00,135000,1000,0.75%,6010,52855
71,2025-10-14,09:25:00,134400,400,0.30%,4146,46845
72,2025-10-14,09:20:00,134300,300,0.22%,5060,42699
73,2025-10-14,09:15:00,134400,400,0.30%,5874,37639
74,2025-10-14,09:10:00,134400,400,-0.30%,4852,31765
75,2025-10-14,09:05:00,134100,500,-0.37%,5013,26913
76,2025-10-14,09:00:00,133900,1600,-1.18%,21900,21900
