date,time,price,change,change(%),amount,volume
2022-11-08,15:50:00,170000,▲ 500,0.29,315,800854
2022-11-08,15:40:00,170000,▲ 500,0.29,1879,800539
2022-11-08,15:30:00,170000,▲ 500,0.29,41600,798660
2022-11-08,15:10:00,170000,▲ 500,0.29,28718,757060
2022-11-08,15:00:00,170000,▲ 500,0.29,17134,728342
2022-11-08,14:50:00,170000,▲ 500,0.29,6796,711208
2022-11-08,14:40:00,170000,▲ 500,0.29,33996,704412
2022-11-08,14:30:00,169500,0,0.0,7761,670416
2022-11-08,14:20:00,169500,0,0.0,7761,662655
2022-11-08,14:10:00,169500,0,0.0,7565,654894
2022-11-08,14:00:00,169000,▼ 500,-0.29,7162,647329
2022-11-08,13:50:00,169000,▼ 500,-0.29,9002,640167
2022-11-08,13:40:00,170000,▲ 500,0.29,20464,631165
2022-11-08,13:30:00,169000,▼ 500,-0.29,79723,610701
2022-11-08,13:20:00,170000,▲ 500,0.29,7086,530978
2022-11-08,13:10:00,170500,"▲ 1,000",0.59,6994,523892
2022-11-08,13:00:00,170500,"▲ 1,000",0.59,16284,516898
2022-11-08,12:50:00,170500,"▲ 1,000",0.59,3521,500614
2022-11-08,12:40:00,170000,▲ 500,0.29,2375,497093
2022-11-08,12:30:00,170000,▲ 500,0.29,4138,494718
2022-11-08,13:20:00,170000,▲ 500,0.29,7086,530978
2022-11-08,13:10:00,170500,"▲ 1,000",0.59,6994,523892
2022-11-08,13:00:00,170500,"▲ 1,000",0.59,16284,516898
2022-11-08,12:50:00,170500,"▲ 1,000",0.59,3521,500614
2022-11-08,12:40:00,170000,▲ 500,0.29,2375,497093
2022-11-08,12:30:00,170000,▲ 500,0.29,4138,494718
2022-11-08,12:20:00,170500,"▲ 1,000",0.59,4312,490580
2022-11-08,12:10:00,170000,▲ 500,0.29,3204,486268
2022-11-08,12:00:00,170500,"▲ 1,000",0.59,5730,483064
2022-11-08,11:50:00,170000,▲ 500,0.29,3101,477334
2022-11-08,11:40:00,170500,"▲ 1,000",0.59,2989,474233
2022-11-08,11:30:00,170000,▲ 500,0.29,4456,471244
2022-11-08,11:20:00,170000,▲ 500,0.29,4089,466788
2022-11-08,11:10:00,170000,▲ 500,0.29,4278,462699
2022-11-08,11:00:00,170500,"▲ 1,000",0.59,14196,458421
2022-11-08,10:50:00,170000,▲ 500,0.29,4644,444225
2022-11-08,10:40:00,170500,"▲ 1,000",0.59,4247,439581
2022-11-08,10:30:00,170500,"▲ 1,000",0.59,8116,435334
2022-11-08,10:20:00,170000,▲ 500,0.29,11900,427218
2022-11-08,10:10:00,170000,▲ 500,0.29,19824,415318
2022-11-08,10:00:00,170000,▲ 500,0.29,15399,395494
2022-11-08,09:50:00,170000,▲ 500,0.29,15313,380095
2022-11-08,09:40:00,169500,0,0.0,27508,364782
2022-11-08,09:30:00,170000,▲ 500,0.29,26974,337274
2022-11-08,09:20:00,169500,0,0.0,34548,310300
2022-11-08,09:10:00,170000,▲ 500,0.29,55515,275752
2022-11-08,09:00:00,169500,0,0.0,220186,220237
2022-11-08,08:30:00,169500,0,0.0,51,51
