date,time,price,change,change(%),amount,volume
2022-08-31,15:50:00,83200,▲ 200,0.24,56,411527
2022-08-31,15:40:00,83200,▲ 200,0.24,179,411471
2022-08-31,15:30:00,83200,▲ 200,0.24,165640,411292
2022-08-31,15:10:00,82900,▼ 100,-0.12,12484,245652
2022-08-31,15:00:00,82900,▼ 100,-0.12,9984,233168
2022-08-31,14:50:00,83100,▲ 100,0.12,8290,223184
2022-08-31,14:40:00,83000,0,0.0,14493,214894
2022-08-31,14:30:00,83100,▲ 100,0.12,12872,200401
2022-08-31,14:20:00,83000,0,0.0,23444,187529
2022-08-31,14:10:00,82700,▼ 300,-0.36,12608,164085
2022-08-31,14:00:00,82800,▼ 200,-0.24,14067,151477
2022-08-31,13:50:00,82900,▼ 100,-0.12,8308,137410
2022-08-31,13:40:00,83100,▲ 100,0.12,11490,129102
2022-08-31,13:30:00,82900,▼ 100,-0.12,2488,117612
2022-08-31,13:20:00,82900,▼ 100,-0.12,2864,115124
2022-08-31,13:10:00,82900,▼ 100,-0.12,1334,112260
2022-08-31,13:00:00,82900,▼ 100,-0.12,5514,110926
2022-08-31,12:50:00,83000,0,0.0,4117,105412
2022-08-31,12:40:00,82800,▼ 200,-0.24,8059,101295
2022-08-31,12:30:00,82900,▼ 100,-0.12,4341,93236
2022-08-31,13:20:00,82900,▼ 100,-0.12,2864,115124
2022-08-31,13:10:00,82900,▼ 100,-0.12,1334,112260
2022-08-31,13:00:00,82900,▼ 100,-0.12,5514,110926
2022-08-31,12:50:00,83000,0,0.0,4117,105412
2022-08-31,12:40:00,82800,▼ 200,-0.24,8059,101295
2022-08-31,12:30:00,82900,▼ 100,-0.12,4341,93236
2022-08-31,12:20:00,82900,▼ 100,-0.12,2723,88895
2022-08-31,12:10:00,82900,▼ 100,-0.12,2207,86172
2022-08-31,12:00:00,82800,▼ 200,-0.24,3197,83965
2022-08-31,11:50:00,82800,▼ 200,-0.24,5217,80768
2022-08-31,11:40:00,82900,▼ 100,-0.12,4367,75551
2022-08-31,11:30:00,82800,▼ 200,-0.24,1894,71184
2022-08-31,11:20:00,82900,▼ 100,-0.12,2282,69290
2022-08-31,11:10:00,82800,▼ 200,-0.24,2289,67008
2022-08-31,11:00:00,82800,▼ 200,-0.24,3989,64719
2022-08-31,10:50:00,82700,▼ 300,-0.36,1136,60730
2022-08-31,10:40:00,82600,▼ 400,-0.48,2501,59594
2022-08-31,10:30:00,82800,▼ 200,-0.24,4080,57093
2022-08-31,10:20:00,82600,▼ 400,-0.48,997,53013
2022-08-31,10:10:00,82700,▼ 300,-0.36,3761,52016
2022-08-31,10:00:00,82900,▼ 100,-0.12,6253,48255
2022-08-31,09:50:00,82700,▼ 300,-0.36,2908,42002
2022-08-31,09:40:00,82500,▼ 500,-0.6,5099,39094
2022-08-31,09:30:00,82400,▼ 600,-0.72,3966,33995
2022-08-31,09:20:00,82500,▼ 500,-0.6,2040,30029
2022-08-31,09:10:00,82400,▼ 600,-0.72,10316,27989
2022-08-31,09:00:00,82800,▼ 200,-0.24,17672,17673
2022-08-31,08:30:00,83000,0,0.0,1,1
