date,time,price,change,change(%),amount,volume
2023-01-04,15:50:00,88600,▼ 300,-0.34,25,201448
2023-01-04,15:40:00,88600,▼ 300,-0.34,50,201423
2023-01-04,15:30:00,88600,▼ 300,-0.34,17438,201373
2023-01-04,15:10:00,88400,▼ 500,-0.56,5963,183935
2023-01-04,15:00:00,88600,▼ 300,-0.34,11218,177972
2023-01-04,14:50:00,88600,▼ 300,-0.34,7036,166754
2023-01-04,14:40:00,88400,▼ 500,-0.56,4715,159718
2023-01-04,14:30:00,88400,▼ 500,-0.56,5373,155003
2023-01-04,14:20:00,88300,▼ 600,-0.67,6775,149630
2023-01-04,14:10:00,88500,▼ 400,-0.45,5171,142855
2023-01-04,14:00:00,88400,▼ 500,-0.56,3605,137684
2023-01-04,13:50:00,88500,▼ 400,-0.45,7284,134079
2023-01-04,13:40:00,88600,▼ 300,-0.34,3497,126795
2023-01-04,13:30:00,88600,▼ 300,-0.34,1764,123298
2023-01-04,13:20:00,88500,▼ 400,-0.45,3907,121534
2023-01-04,13:10:00,88500,▼ 400,-0.45,5455,117627
2023-01-04,13:00:00,88700,▼ 200,-0.22,1674,112172
2023-01-04,12:50:00,88700,▼ 200,-0.22,4158,110498
2023-01-04,12:40:00,88700,▼ 200,-0.22,3344,106340
2023-01-04,12:30:00,88700,▼ 200,-0.22,1826,102996
2023-01-04,13:20:00,88500,▼ 400,-0.45,3907,121534
2023-01-04,13:10:00,88500,▼ 400,-0.45,5455,117627
2023-01-04,13:00:00,88700,▼ 200,-0.22,1674,112172
2023-01-04,12:50:00,88700,▼ 200,-0.22,4158,110498
2023-01-04,12:40:00,88700,▼ 200,-0.22,3344,106340
2023-01-04,12:30:00,88700,▼ 200,-0.22,1826,102996
2023-01-04,12:20:00,88700,▼ 200,-0.22,2264,101170
2023-01-04,12:10:00,88800,▼ 100,-0.11,1480,98906
2023-01-04,12:00:00,88700,▼ 200,-0.22,4082,97426
2023-01-04,11:50:00,88800,▼ 100,-0.11,1322,93344
2023-01-04,11:40:00,88700,▼ 200,-0.22,2919,92022
2023-01-04,11:30:00,88700,▼ 200,-0.22,2499,89103
2023-01-04,11:20:00,88800,▼ 100,-0.11,3217,86604
2023-01-04,11:10:00,88700,▼ 200,-0.22,5772,83387
2023-01-04,11:00:00,88900,0,0.0,3064,77615
2023-01-04,10:50:00,88600,▼ 300,-0.34,3455,74551
2023-01-04,10:40:00,88400,▼ 500,-0.56,1827,71096
2023-01-04,10:30:00,88500,▼ 400,-0.45,3769,69269
2023-01-04,10:20:00,88600,▼ 300,-0.34,4425,65500
2023-01-04,10:10:00,88100,▼ 800,-0.9,2412,61075
2023-01-04,10:00:00,88200,▼ 700,-0.79,2779,58663
2023-01-04,09:50:00,88200,▼ 700,-0.79,4955,55884
2023-01-04,09:40:00,88500,▼ 400,-0.45,8035,50929
2023-01-04,09:30:00,87900,"▼ 1,000",-1.12,6710,42894
2023-01-04,09:20:00,88200,▼ 700,-0.79,12598,36184
2023-01-04,09:10:00,87600,"▼ 1,300",-1.46,11910,23586
2023-01-04,09:00:00,88100,▼ 800,-0.9,11538,11676
2023-01-04,08:30:00,88900,0,0.0,138,138
