,date,time,price,change,change(%),amount,volume
0,2023-10-26,15:30:00,66700,1300,-1.91%,1531866,14569860
1,2023-10-26,15:15:00,67000,1200,-1.76%,152651,13037994
2,2023-10-26,15:10:00,67000,1200,-1.76%,205819,12885343
3,2023-10-26,15:05:00,66900,1200,-1.76%,61433,12679524
4,2023-10-26,15:00:00,66900,1200,-1.76%,86142,12618091
5,2023-10-26,14:55:00,67000,1200,-1.76%,192424,12531949
6,2023-10-26,14:50:00,67000,1200,-1.76%,109872,12339475
7,2023-10-26,14:45:00,66900,1200,-1.76%,68284,12229603
8,2023-10-26,14:40:00,67000,1200,-1.76%,112496,12161319
9,2023-10-26,14:35:00,67000,1200,-1.76%,205033,12048823
10,2023-10-26,14:30:00,66900,1200,-1.76%,88142,11843790
11,2023-10-26,14:25:00,66900,1200,-1.76%,49002,11755648
12,2023-10-26,14:20:00,66900,1200,-1.76%,42835,11706646
13,2023-10-26,14:15:00,66900,1200,-1.76%,39923,11663811
14,2023-10-26,14:10:00,66900,1200,-1.76%,24758,11623888
15,2023-10-26,14:05:00,67000,1200,-1.76%,135689,11599130
16,2023-10-26,14:00:00,67000,1200,-1.76%,123793,11463441
17,2023-10-26,13:55:00,67000,1200,-1.76%,100931,11339648
18,2023-10-26,13:50:00,67000,1200,-1.76%,195427,11238717
19,2023-10-26,13:45:00,67000,1100,-1.62%,42773,11043290
20,2023-10-26,13:40:00,67000,1200,-1.76%,234599,11000517
21,2023-10-26,13:35:00,67000,1100,-1.62%,52960,10765918
22,2023-10-26,13:30:00,67000,1100,-1.62%,39856,10712958
23,2023-10-26,13:25:00,67000,1200,-1.76%,95837,10673102
24,2023-10-26,13:20:00,67000,1200,-1.76%,161588,10577265
25,2023-10-26,13:15:00,67000,1200,-1.76%,75364,10415677
26,2023-10-26,13:10:00,67000,1200,-1.76%,243532,10340313
27,2023-10-26,13:05:00,67000,1100,-1.62%,39537,10096781
28,2023-10-26,13:00:00,67000,1100,-1.62%,33550,10057244
29,2023-10-26,12:55:00,67000,1100,-1.62%,55950,10023694
30,2023-10-26,12:50:00,67000,1100,-1.62%,32868,9967744
31,2023-10-26,12:45:00,67000,1100,-1.62%,40658,9934876
32,2023-10-26,12:40:00,67000,1100,-1.62%,23089,9894218
33,2023-10-26,12:35:00,67000,1100,-1.62%,57786,9871129
34,2023-10-26,12:30:00,67000,1200,-1.76%,157717,9813343
35,2023-10-26,12:25:00,66900,1200,-1.76%,42438,9655626
36,2023-10-26,12:20:00,66900,1300,-1.91%,341943,9613188
37,2023-10-26,12:15:00,66900,1200,-1.76%,47349,9271245
38,2023-10-26,12:10:00,66900,1200,-1.76%,69023,9223896
39,2023-10-26,12:05:00,66900,1200,-1.76%,57908,9154873
40,2023-10-26,12:00:00,66900,1200,-1.76%,49811,9096965
41,2023-10-26,11:55:00,67000,1200,-1.76%,157268,9047154
42,2023-10-26,11:50:00,67000,1100,-1.62%,24924,8889886
43,2023-10-26,11:45:00,67000,1200,-1.76%,93077,8864962
44,2023-10-26,11:40:00,67000,1200,-1.76%,290761,8771885
45,2023-10-26,11:35:00,66900,1200,-1.76%,92514,8481124
46,2023-10-26,11:30:00,66900,1200,-1.76%,82436,8388610
47,2023-10-26,11:25:00,66900,1200,-1.76%,73315,8306174
48,2023-10-26,11:20:00,67000,1200,-1.76%,329681,8232859
49,2023-10-26,11:15:00,67000,1100,-1.62%,25069,7903178
50,2023-10-26,11:10:00,67100,1100,-1.61%,84803,7878109
51,2023-10-26,11:05:00,67100,1100,-1.61%,171806,7793306
52,2023-10-26,11:00:00,67100,1000,-1.47%,102839,7621500
53,2023-10-26,10:55:00,67200,1100,-1.61%,179491,7518661
54,2023-10-26,10:50:00,67200,1100,-1.61%,548146,7339170
55,2023-10-26,10:45:00,67300,900,-1.32%,115447,6791024
56,2023-10-26,10:40:00,67300,800,-1.17%,16979,6675577
57,2023-10-26,10:35:00,67300,900,-1.32%,194931,6658598
58,2023-10-26,10:30:00,67200,1000,-1.47%,164699,6463667
59,2023-10-26,10:25:00,67100,1000,-1.47%,38416,6298968
60,2023-10-26,10:20:00,67200,1000,-1.47%,158577,6260552
61,2023-10-26,10:15:00,67200,1000,-1.47%,280803,6101975
62,2023-10-26,10:10:00,67200,1000,-1.47%,170098,5821172
63,2023-10-26,10:05:00,67200,1000,-1.47%,233133,5651074
64,2023-10-26,10:00:00,67200,900,-1.32%,34100,5417941
65,2023-10-26,09:55:00,67300,900,-1.32%,294991,5383841
66,2023-10-26,09:50:00,67300,900,-1.32%,198673,5088850
67,2023-10-26,09:45:00,67300,900,-1.32%,221320,4890177
68,2023-10-26,09:40:00,67300,1000,-1.46%,230103,4668857
69,2023-10-26,09:35:00,67300,1000,-1.46%,537393,4438754
70,2023-10-26,09:30:00,67400,900,-1.32%,378796,3901361
71,2023-10-26,09:25:00,67400,800,-1.17%,207324,3522565
72,2023-10-26,09:20:00,67500,800,-1.17%,449444,3315241
73,2023-10-26,09:15:00,67700,700,-1.02%,392700,2865797
74,2023-10-26,09:10:00,67800,600,-0.88%,302601,2473097
75,2023-10-26,09:05:00,67900,700,-1.02%,624276,2170496
76,2023-10-26,09:00:00,67500,1000,-1.46%,1546220,1546220
