,date,time,price,change,change(%),amount,volume
0,2024-11-26,15:30:00,195600,2400,1.24%,26633,888194
1,2024-11-26,15:15:00,195800,2600,1.35%,10847,861561
2,2024-11-26,15:10:00,195900,2700,1.40%,13067,850706
3,2024-11-26,15:05:00,196000,2800,1.45%,17739,837639
4,2024-11-26,15:00:00,196000,2800,1.45%,11035,819900
5,2024-11-26,14:55:00,196000,2800,1.45%,12805,808865
6,2024-11-26,14:50:00,195900,2700,1.40%,6605,796060
7,2024-11-26,14:45:00,195800,2600,1.35%,8991,789455
8,2024-11-26,14:40:00,195700,2500,1.29%,5951,780464
9,2024-11-26,14:35:00,195600,2400,1.24%,4550,774513
10,2024-11-26,14:30:00,195600,2400,1.24%,3952,769963
11,2024-11-26,14:25:00,195500,2300,1.19%,5897,766011
12,2024-11-26,14:20:00,195700,2500,1.29%,7231,760114
13,2024-11-26,14:15:00,195600,2400,1.24%,7446,752883
14,2024-11-26,14:10:00,195800,2600,1.35%,8769,745437
15,2024-11-26,14:05:00,195900,2700,1.40%,8385,736668
16,2024-11-26,14:00:00,195900,2700,1.40%,8750,728283
17,2024-11-26,13:55:00,195700,2500,1.29%,5040,719533
18,2024-11-26,13:50:00,195500,2300,1.19%,6102,714463
19,2024-11-26,13:45:00,195500,2300,1.19%,14018,708361
20,2024-11-26,13:40:00,195900,2700,1.40%,14707,694343
21,2024-11-26,13:35:00,195900,2700,1.40%,17121,679636
22,2024-11-26,13:30:00,195900,2700,1.40%,6036,662515
23,2024-11-26,13:25:00,195900,2700,1.40%,16839,656479
24,2024-11-26,13:20:00,195700,2500,1.29%,3765,639640
25,2024-11-26,13:15:00,195700,2500,1.29%,6882,635875
26,2024-11-26,13:10:00,195800,2600,1.35%,5400,628993
27,2024-11-26,13:05:00,195700,2500,1.29%,7381,623593
28,2024-11-26,13:00:00,195600,2400,1.24%,6414,616212
29,2024-11-26,12:55:00,195600,2400,1.24%,3520,609798
30,2024-11-26,12:50:00,195800,2600,1.35%,6148,606278
31,2024-11-26,12:45:00,195800,2600,1.35%,4172,600130
32,2024-11-26,12:40:00,195800,2600,1.35%,6957,595958
33,2024-11-26,12:35:00,195900,2700,1.40%,6969,589001
34,2024-11-26,12:30:00,195800,2600,1.35%,6359,582032
35,2024-11-26,12:25:00,195800,2600,1.35%,5062,575673
36,2024-11-26,12:20:00,195600,2400,1.24%,6149,570611
37,2024-11-26,12:15:00,195600,2400,1.24%,3319,564462
38,2024-11-26,12:10:00,195500,2300,1.19%,9848,561143
39,2024-11-26,12:05:00,195600,2400,1.24%,8953,551295
40,2024-11-26,12:00:00,195800,2600,1.35%,9685,542342
41,2024-11-26,11:55:00,195900,2700,1.40%,14441,532657
42,2024-11-26,11:50:00,195700,2500,1.29%,18931,518216
43,2024-11-26,11:45:00,195500,2300,1.19%,21755,499285
44,2024-11-26,11:40:00,195300,2100,1.09%,4436,477530
45,2024-11-26,11:35:00,195300,2100,1.09%,6147,473094
46,2024-11-26,11:30:00,195300,2100,1.09%,4391,466947
47,2024-11-26,11:25:00,195300,2100,1.09%,14836,462556
48,2024-11-26,11:20:00,195100,1900,0.98%,4603,447720
49,2024-11-26,11:15:00,195100,1900,0.98%,3313,443117
50,2024-11-26,11:10:00,195200,2000,1.04%,6826,439804
51,2024-11-26,11:05:00,195200,2000,1.04%,8056,432978
52,2024-11-26,11:00:00,195100,1900,0.98%,7578,424922
53,2024-11-26,10:55:00,195100,1900,0.98%,8026,417344
54,2024-11-26,10:50:00,195000,1800,0.93%,5507,409318
55,2024-11-26,10:45:00,195000,1800,0.93%,5706,403811
56,2024-11-26,10:40:00,195000,1800,0.93%,4947,398105
57,2024-11-26,10:35:00,195100,1900,0.98%,7561,393158
58,2024-11-26,10:30:00,195100,1900,0.98%,5282,385597
59,2024-11-26,10:25:00,195300,2100,1.09%,14018,380315
60,2024-11-26,10:20:00,195400,2200,1.14%,24257,366297
61,2024-11-26,10:15:00,195300,2100,1.09%,50107,342040
62,2024-11-26,10:10:00,194700,1500,0.78%,11450,291933
63,2024-11-26,10:05:00,194500,1300,0.67%,13526,280483
64,2024-11-26,10:00:00,194700,1500,0.78%,11826,266957
65,2024-11-26,09:55:00,194900,1700,0.88%,13406,255131
66,2024-11-26,09:50:00,195000,1800,0.93%,63715,241725
67,2024-11-26,09:45:00,193700,500,0.26%,7386,178010
68,2024-11-26,09:40:00,193700,500,0.26%,9214,170624
69,2024-11-26,09:35:00,193800,600,0.31%,10379,161410
70,2024-11-26,09:30:00,193600,400,0.21%,18293,151031
71,2024-11-26,09:25:00,193600,400,0.21%,11495,132738
72,2024-11-26,09:20:00,193700,500,0.26%,12131,121243
73,2024-11-26,09:15:00,193700,500,0.26%,15719,109112
74,2024-11-26,09:10:00,193900,700,0.36%,12546,93393
75,2024-11-26,09:05:00,193900,700,0.36%,20474,80847
76,2024-11-26,09:00:00,194500,1300,-0.66%,60373,60373
