,date,time,price,change,change(%),amount,volume
0,2023-07-19,15:30:00,202000,500,0.25%,32822,489294
1,2023-07-19,15:15:00,202500,1000,0.50%,14231,456472
2,2023-07-19,15:10:00,202000,500,0.25%,3378,442241
3,2023-07-19,15:05:00,202500,1000,0.50%,10324,438863
4,2023-07-19,15:00:00,202000,500,0.00%,2207,428539
5,2023-07-19,14:55:00,202000,500,0.00%,3007,426332
6,2023-07-19,14:50:00,202000,500,0.25%,2896,423325
7,2023-07-19,14:45:00,202000,500,0.25%,3090,420429
8,2023-07-19,14:40:00,202000,500,0.00%,7806,417339
9,2023-07-19,14:35:00,201500,500,-0.25%,3616,409533
10,2023-07-19,14:30:00,201500,500,0.00%,2535,405917
11,2023-07-19,14:25:00,201500,500,0.00%,2282,403382
12,2023-07-19,14:20:00,201500,500,0.00%,6776,401100
13,2023-07-19,14:15:00,201500,500,0.00%,3231,394324
14,2023-07-19,14:10:00,201500,500,0.00%,1745,391093
15,2023-07-19,14:05:00,201500,500,-0.25%,2708,389348
16,2023-07-19,14:00:00,201500,500,-0.25%,3441,386640
17,2023-07-19,13:55:00,201500,500,-0.25%,2211,383199
18,2023-07-19,13:50:00,201500,500,-0.25%,3437,380988
19,2023-07-19,13:45:00,201500,1000,-0.49%,6793,377551
20,2023-07-19,13:40:00,201000,1000,-0.50%,2620,370758
21,2023-07-19,13:35:00,201000,1000,-0.50%,2775,368138
22,2023-07-19,13:30:00,201000,1000,-0.50%,2143,365363
23,2023-07-19,13:25:00,201500,1000,-0.49%,2605,363220
24,2023-07-19,13:20:00,201500,1000,0.00%,5249,360615
25,2023-07-19,13:15:00,201500,500,0.00%,2376,355366
26,2023-07-19,13:10:00,201500,500,-0.25%,3200,352990
27,2023-07-19,13:05:00,201500,500,-0.25%,1879,349790
28,2023-07-19,13:00:00,201500,1000,-0.49%,3556,347911
29,2023-07-19,12:55:00,201000,1000,-0.50%,2903,344355
30,2023-07-19,12:50:00,201000,1000,-0.50%,3891,341452
31,2023-07-19,12:45:00,201000,1000,-0.50%,1440,337561
32,2023-07-19,12:40:00,201000,1500,-0.74%,9404,336121
33,2023-07-19,12:35:00,201000,1000,-0.50%,1235,326717
34,2023-07-19,12:30:00,201000,1000,-0.50%,1952,325482
35,2023-07-19,12:25:00,201000,1000,-0.50%,1146,323530
36,2023-07-19,12:20:00,201000,1000,-0.50%,1045,322384
37,2023-07-19,12:15:00,201000,1500,-0.74%,24033,321339
38,2023-07-19,12:10:00,201000,1000,-0.50%,1365,297306
39,2023-07-19,12:05:00,201000,1000,-0.50%,1719,295941
40,2023-07-19,12:00:00,201000,1000,-0.50%,1562,294222
41,2023-07-19,11:55:00,201000,1000,-0.50%,1143,292660
42,2023-07-19,11:50:00,201000,1000,-0.50%,2827,291517
43,2023-07-19,11:45:00,201000,1000,-0.50%,1627,288690
44,2023-07-19,11:40:00,201000,1000,-0.50%,2108,287063
45,2023-07-19,11:35:00,201000,1000,-0.50%,2351,284955
46,2023-07-19,11:30:00,201500,1000,-0.49%,10773,282604
47,2023-07-19,11:25:00,201500,500,-0.25%,1847,271831
48,2023-07-19,11:20:00,202000,500,0.00%,6792,269984
49,2023-07-19,11:15:00,202000,500,0.00%,1804,263192
50,2023-07-19,11:10:00,202000,500,0.25%,2373,261388
51,2023-07-19,11:05:00,202500,1000,0.50%,7396,259015
52,2023-07-19,11:00:00,202500,1000,0.50%,2652,251619
53,2023-07-19,10:55:00,202500,1000,0.50%,1868,248967
54,2023-07-19,10:50:00,202500,1000,0.50%,2477,247099
55,2023-07-19,10:45:00,202500,1000,0.50%,1950,244622
56,2023-07-19,10:40:00,202500,1000,0.50%,2577,242672
57,2023-07-19,10:35:00,202500,1000,0.50%,4745,240095
58,2023-07-19,10:30:00,202000,500,0.00%,3078,235350
59,2023-07-19,10:25:00,202000,500,0.00%,5670,232272
60,2023-07-19,10:20:00,202000,500,0.25%,2869,226602
61,2023-07-19,10:15:00,202500,1000,0.50%,4169,223733
62,2023-07-19,10:10:00,202500,1000,0.50%,4538,219564
63,2023-07-19,10:05:00,202500,1000,0.50%,4503,215026
64,2023-07-19,10:00:00,203000,1500,0.74%,14595,210523
65,2023-07-19,09:55:00,203500,2000,0.99%,25584,195928
66,2023-07-19,09:50:00,203000,1500,0.74%,10665,170344
67,2023-07-19,09:45:00,203000,1500,0.74%,17175,159679
68,2023-07-19,09:40:00,202000,500,-0.25%,13688,142504
69,2023-07-19,09:35:00,201500,500,-0.25%,4356,128816
70,2023-07-19,09:30:00,201500,1000,-0.49%,16415,124460
71,2023-07-19,09:25:00,201000,1500,-0.74%,7481,108045
72,2023-07-19,09:20:00,201000,1500,-0.74%,16409,100564
73,2023-07-19,09:15:00,201000,1500,-0.74%,22727,84155
74,2023-07-19,09:10:00,201000,1000,-0.50%,10233,61428
75,2023-07-19,09:05:00,202000,1000,0.50%,30126,51195
76,2023-07-19,09:00:00,202500,1000,0.00%,21069,21069
