date,time,price,change,change(%),amount,volume
2022-11-02,15:50:00,59600,▼ 400,-0.67,4795,13121630
2022-11-02,15:40:00,59600,▼ 400,-0.67,13292,13116835
2022-11-02,15:30:00,59600,▼ 400,-0.67,1140613,13103543
2022-11-02,15:10:00,59500,▼ 500,-0.83,233963,11962930
2022-11-02,15:00:00,59600,▼ 400,-0.67,401407,11728967
2022-11-02,14:50:00,59600,▼ 400,-0.67,259329,11327560
2022-11-02,14:40:00,59600,▼ 400,-0.67,120512,11068231
2022-11-02,14:30:00,59500,▼ 500,-0.83,391917,10947719
2022-11-02,14:20:00,59700,▼ 300,-0.5,331426,10555802
2022-11-02,14:10:00,59600,▼ 400,-0.67,64737,10224376
2022-11-02,14:00:00,59500,▼ 500,-0.83,252993,10159639
2022-11-02,13:50:00,59400,▼ 600,-1.0,90205,9906646
2022-11-02,13:40:00,59400,▼ 600,-1.0,123153,9816441
2022-11-02,13:30:00,59500,▼ 500,-0.83,216628,9693288
2022-11-02,13:20:00,59500,▼ 500,-0.83,298893,9476660
2022-11-02,13:10:00,59500,▼ 500,-0.83,171941,9177767
2022-11-02,13:00:00,59500,▼ 500,-0.83,494871,9005826
2022-11-02,12:50:00,59700,▼ 300,-0.5,73822,8510955
2022-11-02,12:40:00,59700,▼ 300,-0.5,84525,8437133
2022-11-02,12:30:00,59600,▼ 400,-0.67,225815,8352608
2022-11-02,13:40:00,59400,▼ 600,-1.0,123153,9816441
2022-11-02,13:30:00,59500,▼ 500,-0.83,216628,9693288
2022-11-02,13:20:00,59500,▼ 500,-0.83,298893,9476660
2022-11-02,13:10:00,59500,▼ 500,-0.83,171941,9177767
2022-11-02,13:00:00,59500,▼ 500,-0.83,494871,9005826
2022-11-02,12:50:00,59700,▼ 300,-0.5,73822,8510955
2022-11-02,12:40:00,59700,▼ 300,-0.5,84525,8437133
2022-11-02,12:30:00,59600,▼ 400,-0.67,225815,8352608
2022-11-02,12:20:00,59800,▼ 200,-0.33,281173,8126793
2022-11-02,12:10:00,59700,▼ 300,-0.5,148395,7845620
2022-11-02,12:00:00,59800,▼ 200,-0.33,232606,7697225
2022-11-02,11:50:00,59800,▼ 200,-0.33,143300,7464619
2022-11-02,11:40:00,59700,▼ 300,-0.5,241431,7321319
2022-11-02,11:30:00,59700,▼ 300,-0.5,95665,7079888
2022-11-02,11:20:00,59800,▼ 200,-0.33,196724,6984223
2022-11-02,11:10:00,59700,▼ 300,-0.5,67323,6787499
2022-11-02,11:00:00,59700,▼ 300,-0.5,246220,6720176
2022-11-02,10:50:00,60000,0,0.0,237647,6473956
2022-11-02,10:40:00,59900,▼ 100,-0.17,494544,6236309
2022-11-02,10:30:00,59800,▼ 200,-0.33,356047,5741765
2022-11-02,10:20:00,59900,▼ 100,-0.17,278861,5385718
2022-11-02,10:10:00,59700,▼ 300,-0.5,317426,5106857
2022-11-02,10:00:00,59500,▼ 500,-0.83,276800,4789431
2022-11-02,09:50:00,59400,▼ 600,-1.0,433004,4512631
2022-11-02,09:40:00,59500,▼ 500,-0.83,292839,4079627
2022-11-02,09:30:00,59500,▼ 500,-0.83,472493,3786788
2022-11-02,09:20:00,59400,▼ 600,-1.0,331139,3314295
2022-11-02,09:10:00,59400,▼ 600,-1.0,862736,2983156
2022-11-02,09:00:00,59400,▼ 600,-1.0,2115296,2120420
2022-11-02,08:30:00,60000,0,0.0,5124,5124
