,date,time,price,change,change(%),amount,volume
0,2025-12-10,15:30:00,302500,4500,-1.47%,47783,1173142
1,2025-12-10,15:15:00,302500,5000,-1.63%,9096,1125359
2,2025-12-10,15:10:00,302500,5000,-1.63%,8271,1116263
3,2025-12-10,15:05:00,302500,5000,-1.63%,9177,1107992
4,2025-12-10,15:00:00,302500,5000,-1.63%,9459,1098815
5,2025-12-10,14:55:00,303000,5000,-1.62%,12228,1089356
6,2025-12-10,14:50:00,303000,4500,-1.46%,7487,1077128
7,2025-12-10,14:45:00,303000,5000,-1.62%,8727,1069641
8,2025-12-10,14:40:00,303000,5000,-1.62%,9969,1060914
9,2025-12-10,14:35:00,303000,4500,-1.46%,9476,1050945
10,2025-12-10,14:30:00,303000,5000,-1.62%,8315,1041469
11,2025-12-10,14:25:00,303000,5000,-1.62%,8022,1033154
12,2025-12-10,14:20:00,303000,5000,-1.62%,7618,1025132
13,2025-12-10,14:15:00,303000,5000,-1.62%,10838,1017514
14,2025-12-10,14:10:00,302500,5000,-1.63%,9428,1006676
15,2025-12-10,14:05:00,303000,5000,-1.62%,11236,997248
16,2025-12-10,14:00:00,303000,4500,-1.46%,8230,986012
17,2025-12-10,13:55:00,303000,4500,-1.46%,6309,977782
18,2025-12-10,13:50:00,303000,5000,-1.62%,6897,971473
19,2025-12-10,13:45:00,302500,5000,-1.63%,10712,964576
20,2025-12-10,13:40:00,302500,5250,-1.71%,10816,953864
21,2025-12-10,13:35:00,302500,5500,-1.79%,9450,943048
22,2025-12-10,13:30:00,302500,5000,-1.63%,8132,933598
23,2025-12-10,13:25:00,303000,5000,-1.62%,10083,925466
24,2025-12-10,13:20:00,303000,5000,-1.62%,9778,915383
25,2025-12-10,13:15:00,303000,5000,-1.62%,9315,905605
26,2025-12-10,13:10:00,303000,4500,-1.46%,8379,896290
27,2025-12-10,13:05:00,305000,5000,-1.61%,21063,887911
28,2025-12-10,13:00:00,305000,2500,-0.81%,7230,866848
29,2025-12-10,12:55:00,305500,2500,-0.81%,8576,859618
30,2025-12-10,12:50:00,306000,2500,-0.81%,11765,851042
31,2025-12-10,12:45:00,305500,2500,-0.81%,15789,839277
32,2025-12-10,12:40:00,305000,4000,-1.29%,18660,823488
33,2025-12-10,12:35:00,303500,4500,-1.46%,5884,804828
34,2025-12-10,12:30:00,303500,5000,-1.62%,8714,798944
35,2025-12-10,12:25:00,303000,4500,-1.46%,2871,790230
36,2025-12-10,12:20:00,303000,4500,-1.46%,5242,787359
37,2025-12-10,12:15:00,303000,4500,-1.46%,2613,782117
38,2025-12-10,12:10:00,303000,4500,-1.46%,2691,779504
39,2025-12-10,12:05:00,303500,4500,-1.46%,6404,776813
40,2025-12-10,12:00:00,303500,4000,-1.30%,2404,770409
41,2025-12-10,11:55:00,303500,4000,-1.30%,4269,768005
42,2025-12-10,11:50:00,303500,4000,-1.30%,3969,763736
43,2025-12-10,11:45:00,303500,4000,-1.30%,3766,759767
44,2025-12-10,11:40:00,303750,4500,-1.46%,15984,756001
45,2025-12-10,11:35:00,304000,3500,-1.14%,5823,740017
46,2025-12-10,11:30:00,304500,3500,-1.14%,7508,734194
47,2025-12-10,11:25:00,304500,3500,-1.14%,23228,726686
48,2025-12-10,11:20:00,304500,4000,-1.30%,9665,703458
49,2025-12-10,11:15:00,304000,4000,-1.30%,5835,693793
50,2025-12-10,11:10:00,304000,4000,-1.30%,15218,687958
51,2025-12-10,11:05:00,304000,5000,-1.62%,15918,672740
52,2025-12-10,11:00:00,302500,5000,-1.63%,5827,656822
53,2025-12-10,10:55:00,302500,5000,-1.63%,4947,650995
54,2025-12-10,10:50:00,302500,6000,-1.94%,13213,646048
55,2025-12-10,10:45:00,302000,5500,-1.79%,3347,632835
56,2025-12-10,10:40:00,302500,6000,-1.94%,12661,629488
57,2025-12-10,10:35:00,302500,5000,-1.63%,5065,616827
58,2025-12-10,10:30:00,302500,5000,-1.63%,7952,611762
59,2025-12-10,10:25:00,302500,6000,-1.94%,8980,603810
60,2025-12-10,10:20:00,302000,6000,-1.95%,6162,594830
61,2025-12-10,10:15:00,302000,6000,-1.95%,7348,588668
62,2025-12-10,10:10:00,302000,7000,-2.27%,23763,581320
63,2025-12-10,10:05:00,300500,7000,-2.28%,10445,557557
64,2025-12-10,10:00:00,301000,7000,-2.27%,10325,547112
65,2025-12-10,09:55:00,301000,7000,-2.27%,8317,536787
66,2025-12-10,09:50:00,301750,7000,-2.27%,13334,528470
67,2025-12-10,09:45:00,302000,7500,-2.42%,18188,515136
68,2025-12-10,09:40:00,301500,9500,-3.05%,44193,496948
69,2025-12-10,09:35:00,299500,9500,-3.07%,57207,452755
70,2025-12-10,09:30:00,302500,8000,-2.58%,46331,395548
71,2025-12-10,09:25:00,302000,6000,-1.95%,17075,349217
72,2025-12-10,09:20:00,302000,6500,-2.11%,25961,332142
73,2025-12-10,09:15:00,301000,7500,-2.43%,40190,306181
74,2025-12-10,09:10:00,302000,8000,-2.58%,93585,265991
75,2025-12-10,09:05:00,302500,6500,-2.10%,73649,172406
76,2025-12-10,09:00:00,305000,5500,-1.77%,98757,98757
