,date,time,price,change,change(%),amount,volume
0,2023-12-18,15:30:00,223000,3000,-1.33%,43133,550045
1,2023-12-18,15:15:00,223000,4000,-1.76%,16392,506912
2,2023-12-18,15:10:00,222500,4000,-1.77%,7880,490520
3,2023-12-18,15:05:00,222500,4000,-1.77%,5401,482640
4,2023-12-18,15:00:00,222500,4000,-1.77%,7237,477239
5,2023-12-18,14:55:00,222500,4000,-1.77%,7418,470002
6,2023-12-18,14:50:00,222500,4000,-1.77%,3337,462584
7,2023-12-18,14:45:00,222500,4000,-1.77%,3598,459247
8,2023-12-18,14:40:00,222500,4000,-1.77%,6129,455649
9,2023-12-18,14:35:00,222500,4000,-1.77%,3102,449520
10,2023-12-18,14:30:00,222500,4000,-1.77%,3037,446418
11,2023-12-18,14:25:00,222500,4000,-1.77%,2460,443381
12,2023-12-18,14:20:00,222500,4000,-1.77%,3000,440921
13,2023-12-18,14:15:00,223000,4000,-1.76%,14594,437921
14,2023-12-18,14:10:00,222500,4000,-1.77%,2658,423327
15,2023-12-18,14:05:00,222500,4000,-1.77%,1976,420669
16,2023-12-18,14:00:00,222500,4000,-1.77%,3254,418693
17,2023-12-18,13:55:00,222500,4000,-1.77%,4402,415439
18,2023-12-18,13:50:00,222500,4000,-1.77%,5864,411037
19,2023-12-18,13:45:00,222500,4000,-1.77%,2732,405173
20,2023-12-18,13:40:00,222500,4000,-1.77%,9029,402441
21,2023-12-18,13:35:00,222500,4000,-1.77%,5514,393412
22,2023-12-18,13:30:00,222500,4000,-1.77%,6269,387898
23,2023-12-18,13:25:00,222500,4000,-1.77%,2264,381629
24,2023-12-18,13:20:00,223000,4000,-1.76%,3369,379365
25,2023-12-18,13:15:00,222500,4000,-1.77%,5516,375996
26,2023-12-18,13:10:00,222500,4000,-1.77%,3719,370480
27,2023-12-18,13:05:00,223000,4000,-1.76%,10413,366761
28,2023-12-18,13:00:00,223000,3500,-1.55%,7584,356348
29,2023-12-18,12:55:00,223000,3500,-1.55%,2038,348764
30,2023-12-18,12:50:00,223000,3500,-1.55%,4042,346726
31,2023-12-18,12:45:00,223000,3500,-1.55%,3366,342684
32,2023-12-18,12:40:00,223000,3500,-1.55%,2966,339318
33,2023-12-18,12:35:00,223000,3500,-1.55%,2326,336352
34,2023-12-18,12:30:00,223000,3500,-1.55%,2864,334026
35,2023-12-18,12:25:00,223000,3500,-1.55%,2072,331162
36,2023-12-18,12:20:00,223000,3500,-1.55%,1753,329090
37,2023-12-18,12:15:00,223000,3500,-1.55%,2266,327337
38,2023-12-18,12:10:00,223500,3500,-1.54%,10392,325071
39,2023-12-18,12:05:00,224000,3000,-1.32%,6903,314679
40,2023-12-18,12:00:00,223500,3000,-1.32%,3004,307776
41,2023-12-18,11:55:00,223500,3000,-1.32%,1603,304772
42,2023-12-18,11:50:00,223500,3500,-1.54%,7789,303169
43,2023-12-18,11:45:00,223000,3500,-1.55%,1842,295380
44,2023-12-18,11:40:00,223000,3500,-1.55%,2399,293538
45,2023-12-18,11:35:00,223000,3500,-1.55%,2475,291139
46,2023-12-18,11:30:00,223000,3500,-1.55%,3436,288664
47,2023-12-18,11:25:00,223000,3500,-1.55%,3707,285228
48,2023-12-18,11:20:00,223000,3500,-1.55%,4017,281521
49,2023-12-18,11:15:00,223000,3500,-1.55%,2324,277504
50,2023-12-18,11:10:00,223000,4000,-1.76%,6159,275180
51,2023-12-18,11:05:00,222500,4000,-1.77%,1336,269021
52,2023-12-18,11:00:00,222500,4000,-1.77%,3519,267685
53,2023-12-18,10:55:00,222500,4000,-1.77%,5294,264166
54,2023-12-18,10:50:00,222500,4000,-1.77%,5574,258872
55,2023-12-18,10:45:00,222500,4000,-1.77%,6448,253298
56,2023-12-18,10:40:00,223000,4000,-1.76%,13011,246850
57,2023-12-18,10:35:00,223000,3500,-1.55%,16008,233839
58,2023-12-18,10:30:00,224000,3500,-1.54%,14075,217831
59,2023-12-18,10:25:00,224000,2500,-1.10%,2035,203756
60,2023-12-18,10:20:00,224000,3000,-1.32%,5165,201721
61,2023-12-18,10:15:00,223500,3500,-1.54%,4830,196556
62,2023-12-18,10:10:00,223500,3500,-1.54%,17552,191726
63,2023-12-18,10:05:00,224000,3000,-1.32%,5406,174174
64,2023-12-18,10:00:00,224000,2500,-1.10%,6070,168768
65,2023-12-18,09:55:00,224000,3000,-1.32%,5523,162698
66,2023-12-18,09:50:00,224000,3000,-1.32%,11994,157175
67,2023-12-18,09:45:00,224000,2500,-1.10%,1411,145181
68,2023-12-18,09:40:00,225000,2500,-1.10%,12413,143770
69,2023-12-18,09:35:00,225000,2000,-0.88%,6083,131357
70,2023-12-18,09:30:00,224500,2500,-1.10%,15485,125274
71,2023-12-18,09:25:00,224000,2500,-1.10%,3547,109789
72,2023-12-18,09:20:00,224000,2500,-1.10%,3489,106242
73,2023-12-18,09:15:00,224000,3000,-1.32%,19158,102753
74,2023-12-18,09:10:00,224500,2500,-1.10%,12253,83595
75,2023-12-18,09:05:00,224500,3000,-1.32%,13991,71342
76,2023-12-18,09:00:00,226500,3000,0.00%,57351,57351
