date,time,price,change,change(%),amount,volume
2022-12-02,15:50:00,97300,▼ 300,-0.31,6,338621
2022-12-02,15:40:00,97300,▼ 300,-0.31,23,338615
2022-12-02,15:30:00,97300,▼ 300,-0.31,38723,338592
2022-12-02,15:10:00,97100,▼ 500,-0.51,15443,299869
2022-12-02,15:00:00,97000,▼ 600,-0.61,11344,284426
2022-12-02,14:50:00,97300,▼ 300,-0.31,14672,273082
2022-12-02,14:40:00,96900,▼ 700,-0.72,7404,258410
2022-12-02,14:30:00,97100,▼ 500,-0.51,8494,251006
2022-12-02,14:20:00,97000,▼ 600,-0.61,7025,242512
2022-12-02,14:10:00,97300,▼ 300,-0.31,8069,235487
2022-12-02,14:00:00,97300,▼ 300,-0.31,8811,227418
2022-12-02,13:50:00,97600,0,0.0,3795,218607
2022-12-02,13:40:00,97800,▲ 200,0.2,7162,214812
2022-12-02,13:30:00,97900,▲ 300,0.31,4855,207650
2022-12-02,13:20:00,97800,▲ 200,0.2,5633,202795
2022-12-02,13:10:00,98100,▲ 500,0.51,5158,197162
2022-12-02,13:00:00,98100,▲ 500,0.51,4169,192004
2022-12-02,12:50:00,98100,▲ 500,0.51,4012,187835
2022-12-02,12:40:00,98100,▲ 500,0.51,4690,183823
2022-12-02,12:30:00,98100,▲ 500,0.51,4348,179133
2022-12-02,13:20:00,97800,▲ 200,0.2,5633,202795
2022-12-02,13:10:00,98100,▲ 500,0.51,5158,197162
2022-12-02,13:00:00,98100,▲ 500,0.51,4169,192004
2022-12-02,12:50:00,98100,▲ 500,0.51,4012,187835
2022-12-02,12:40:00,98100,▲ 500,0.51,4690,183823
2022-12-02,12:30:00,98100,▲ 500,0.51,4348,179133
2022-12-02,12:20:00,98000,▲ 400,0.41,4819,174785
2022-12-02,12:10:00,98000,▲ 400,0.41,5221,169966
2022-12-02,12:00:00,98000,▲ 400,0.41,7578,164745
2022-12-02,11:50:00,98000,▲ 400,0.41,4506,157167
2022-12-02,11:40:00,98100,▲ 500,0.51,3866,152661
2022-12-02,11:30:00,98000,▲ 400,0.41,6967,148795
2022-12-02,11:20:00,97800,▲ 200,0.2,6259,141828
2022-12-02,11:10:00,98000,▲ 400,0.41,4546,135569
2022-12-02,11:00:00,98100,▲ 500,0.51,4417,131023
2022-12-02,10:50:00,98200,▲ 600,0.61,9838,126606
2022-12-02,10:40:00,97800,▲ 200,0.2,11037,116768
2022-12-02,10:30:00,97500,▼ 100,-0.1,6434,105731
2022-12-02,10:20:00,97800,▲ 200,0.2,8599,99297
2022-12-02,10:10:00,97600,0,0.0,7994,90698
2022-12-02,10:00:00,97500,▼ 100,-0.1,6009,82704
2022-12-02,09:50:00,97200,▼ 400,-0.41,9022,76695
2022-12-02,09:40:00,96900,▼ 700,-0.72,12572,67673
2022-12-02,09:30:00,97200,▼ 400,-0.41,5867,55101
2022-12-02,09:20:00,97400,▼ 200,-0.2,10136,49234
2022-12-02,09:10:00,96900,▼ 700,-0.72,13885,39098
2022-12-02,09:00:00,96100,"▼ 1,500",-1.54,25213,25213
