,date,time,price,change,change(%),amount,volume
0,2025-11-26,15:30:00,142600,2400,1.71%,43109,260343
1,2025-11-26,15:15:00,142500,2300,1.64%,5715,217234
2,2025-11-26,15:10:00,142400,2200,1.57%,3532,211519
3,2025-11-26,15:05:00,142300,2100,1.50%,4763,207987
4,2025-11-26,15:00:00,142200,2000,1.43%,4448,203224
5,2025-11-26,14:55:00,142100,1900,1.36%,4889,198776
6,2025-11-26,14:50:00,142000,1800,1.28%,3309,193887
7,2025-11-26,14:45:00,142000,1800,1.28%,3759,190578
8,2025-11-26,14:40:00,142200,2000,1.43%,4380,186819
9,2025-11-26,14:35:00,142300,2100,1.50%,4526,182439
10,2025-11-26,14:30:00,142400,2200,1.57%,5581,177913
11,2025-11-26,14:25:00,142200,2000,1.43%,2691,172332
12,2025-11-26,14:20:00,142300,2100,1.50%,2704,169641
13,2025-11-26,14:15:00,142200,2000,1.43%,7043,166937
14,2025-11-26,14:10:00,141900,1700,1.21%,2257,159894
15,2025-11-26,14:05:00,142000,1800,1.28%,3281,157637
16,2025-11-26,14:00:00,141700,1500,1.07%,1737,154356
17,2025-11-26,13:55:00,141900,1700,1.21%,2086,152619
18,2025-11-26,13:50:00,142000,1800,1.28%,2331,150533
19,2025-11-26,13:45:00,142000,1800,1.28%,2646,148202
20,2025-11-26,13:40:00,142100,1900,1.36%,2467,145556
21,2025-11-26,13:35:00,142100,1900,1.36%,2274,143089
22,2025-11-26,13:30:00,142000,1800,1.28%,1680,140815
23,2025-11-26,13:25:00,142100,1900,1.36%,1777,139135
24,2025-11-26,13:20:00,142200,2000,1.43%,2434,137358
25,2025-11-26,13:15:00,142200,2000,1.43%,3749,134924
26,2025-11-26,13:10:00,142200,2000,1.43%,1194,131175
27,2025-11-26,13:05:00,142400,2200,1.57%,1971,129981
28,2025-11-26,13:00:00,142500,2300,1.64%,3212,128010
29,2025-11-26,12:55:00,142500,2300,1.64%,855,124798
30,2025-11-26,12:50:00,142500,2300,1.64%,1052,123943
31,2025-11-26,12:45:00,142700,2500,1.78%,2158,122891
32,2025-11-26,12:40:00,142700,2500,1.78%,1652,120733
33,2025-11-26,12:35:00,142600,2400,1.71%,921,119081
34,2025-11-26,12:30:00,142600,2400,1.71%,2888,118160
35,2025-11-26,12:25:00,142300,2100,1.50%,941,115272
36,2025-11-26,12:20:00,142300,2100,1.50%,654,114331
37,2025-11-26,12:15:00,142300,2100,1.50%,1263,113677
38,2025-11-26,12:10:00,142200,2000,1.43%,915,112414
39,2025-11-26,12:05:00,142400,2200,1.57%,1179,111499
40,2025-11-26,12:00:00,142300,2100,1.50%,1211,110320
41,2025-11-26,11:55:00,142200,2000,1.43%,7189,109109
42,2025-11-26,11:50:00,141700,1500,1.07%,1235,101920
43,2025-11-26,11:45:00,141600,1400,1.00%,1218,100685
44,2025-11-26,11:40:00,141600,1400,1.00%,1515,99467
45,2025-11-26,11:35:00,141500,1300,0.93%,1289,97952
46,2025-11-26,11:30:00,141650,1450,1.03%,849,96663
47,2025-11-26,11:25:00,141900,1700,1.21%,5219,95814
48,2025-11-26,11:20:00,141500,1300,0.93%,3486,90595
49,2025-11-26,11:15:00,141400,1200,0.86%,795,87109
50,2025-11-26,11:10:00,141500,1300,0.93%,3661,86314
51,2025-11-26,11:05:00,141300,1100,0.78%,1206,82653
52,2025-11-26,11:00:00,141300,1100,0.78%,2410,81447
53,2025-11-26,10:55:00,141200,1000,0.71%,1498,79037
54,2025-11-26,10:50:00,141200,1000,0.71%,2653,77539
55,2025-11-26,10:45:00,141050,850,0.61%,1559,74886
56,2025-11-26,10:40:00,141100,900,0.64%,2310,73327
57,2025-11-26,10:35:00,141500,1300,0.93%,1745,71017
58,2025-11-26,10:30:00,141500,1300,0.93%,1919,69272
59,2025-11-26,10:25:00,141600,1400,1.00%,3295,67353
60,2025-11-26,10:20:00,141600,1400,1.00%,1964,64058
61,2025-11-26,10:15:00,141500,1300,0.93%,1213,62094
62,2025-11-26,10:10:00,141600,1400,1.00%,2356,60881
63,2025-11-26,10:05:00,141800,1600,1.14%,1893,58525
64,2025-11-26,10:00:00,142000,1800,1.28%,1779,56632
65,2025-11-26,09:55:00,142100,1900,1.36%,1979,54853
66,2025-11-26,09:50:00,142400,2200,1.57%,2713,52874
67,2025-11-26,09:45:00,142300,2100,1.50%,2606,50161
68,2025-11-26,09:40:00,142400,2200,1.57%,5297,47555
69,2025-11-26,09:35:00,142400,2200,1.57%,2350,42258
70,2025-11-26,09:30:00,142400,2200,1.57%,6026,39908
71,2025-11-26,09:25:00,141900,1700,1.21%,2100,33882
72,2025-11-26,09:20:00,141800,1600,1.14%,6253,31782
73,2025-11-26,09:15:00,141500,1300,0.93%,4305,25529
74,2025-11-26,09:10:00,141300,1100,0.78%,3890,21224
75,2025-11-26,09:05:00,141200,1000,0.71%,4586,17334
76,2025-11-26,09:00:00,141900,1700,1.21%,12748,12748
