,date,time,price,change,change(%),amount,volume
0,2024-02-19,15:30:00,73800,1000,1.37%,499683,12140390
1,2024-02-19,15:15:00,73800,1000,1.37%,153476,11640707
2,2024-02-19,15:10:00,73900,1100,1.51%,208228,11483781
3,2024-02-19,15:05:00,73900,1100,1.51%,90726,11275075
4,2024-02-19,15:00:00,73900,1100,1.51%,57114,11184349
5,2024-02-19,14:55:00,73900,1100,1.51%,139387,11127153
6,2024-02-19,14:50:00,73900,1100,1.51%,262941,10987766
7,2024-02-19,14:45:00,73900,1100,1.51%,81450,10724825
8,2024-02-19,14:40:00,73900,1100,1.51%,220789,10643375
9,2024-02-19,14:35:00,73800,1000,1.37%,126004,10422586
10,2024-02-19,14:30:00,73700,900,1.24%,47970,10296582
11,2024-02-19,14:25:00,73800,1000,1.37%,262772,10248612
12,2024-02-19,14:20:00,73800,1000,1.37%,42180,9985471
13,2024-02-19,14:15:00,73800,1000,1.37%,56095,9943291
14,2024-02-19,14:10:00,73900,1100,1.51%,360438,9887196
15,2024-02-19,14:05:00,73800,1000,1.37%,59770,9526758
16,2024-02-19,14:00:00,73800,1000,1.37%,38379,9466988
17,2024-02-19,13:55:00,73800,1000,1.37%,38095,9428609
18,2024-02-19,13:50:00,73900,1100,1.51%,219261,9390514
19,2024-02-19,13:45:00,73900,1100,1.51%,34795,9171253
20,2024-02-19,13:40:00,73900,1100,1.51%,286785,9136458
21,2024-02-19,13:35:00,73800,1000,1.37%,49446,8849673
22,2024-02-19,13:30:00,73800,1000,1.37%,47825,8800227
23,2024-02-19,13:25:00,73800,1000,1.37%,35630,8752402
24,2024-02-19,13:20:00,73900,1100,1.51%,108729,8716772
25,2024-02-19,13:15:00,73900,1100,1.51%,72904,8608043
26,2024-02-19,13:10:00,73900,1100,1.51%,412505,8535139
27,2024-02-19,13:05:00,73800,1000,1.37%,26843,8122634
28,2024-02-19,13:00:00,73800,1000,1.37%,125770,8095791
29,2024-02-19,12:55:00,73700,900,1.24%,33333,7970021
30,2024-02-19,12:50:00,73700,900,1.24%,33558,7936688
31,2024-02-19,12:45:00,73700,900,1.24%,33403,7903130
32,2024-02-19,12:40:00,73800,1000,1.37%,140317,7869727
33,2024-02-19,12:35:00,73800,1000,1.37%,36479,7729410
34,2024-02-19,12:30:00,73800,1000,1.37%,34987,7692931
35,2024-02-19,12:25:00,73800,1000,1.37%,28918,7657944
36,2024-02-19,12:20:00,73800,1000,1.37%,189582,7629026
37,2024-02-19,12:15:00,73800,1000,1.37%,207057,7439444
38,2024-02-19,12:10:00,73700,900,1.24%,158773,7232387
39,2024-02-19,12:05:00,73700,900,1.24%,137920,7073614
40,2024-02-19,12:00:00,73600,800,1.10%,28124,6935694
41,2024-02-19,11:55:00,73600,800,1.10%,38370,6907570
42,2024-02-19,11:50:00,73600,800,1.10%,32932,6869200
43,2024-02-19,11:45:00,73600,800,1.10%,30111,6836268
44,2024-02-19,11:40:00,73600,800,1.10%,27202,6806157
45,2024-02-19,11:35:00,73600,800,1.10%,310541,6778955
46,2024-02-19,11:30:00,73500,700,0.96%,33840,6468414
47,2024-02-19,11:25:00,73600,800,1.10%,203194,6434574
48,2024-02-19,11:20:00,73600,800,1.10%,27055,6231380
49,2024-02-19,11:15:00,73600,800,1.10%,30411,6204325
50,2024-02-19,11:10:00,73700,900,1.24%,230721,6173914
51,2024-02-19,11:05:00,73700,900,1.24%,134766,5943193
52,2024-02-19,11:00:00,73700,900,1.24%,40490,5808427
53,2024-02-19,10:55:00,73700,900,1.24%,36080,5767937
54,2024-02-19,10:50:00,73700,900,1.24%,34180,5731857
55,2024-02-19,10:45:00,73800,1000,1.37%,158549,5697677
56,2024-02-19,10:40:00,73700,900,1.24%,330096,5539128
57,2024-02-19,10:35:00,73800,1000,1.37%,116790,5209032
58,2024-02-19,10:30:00,73800,1000,1.37%,151418,5092242
59,2024-02-19,10:25:00,73900,1100,1.51%,403110,4940824
60,2024-02-19,10:20:00,73900,1100,1.51%,451838,4537714
61,2024-02-19,10:15:00,73800,1000,1.37%,244551,4085876
62,2024-02-19,10:10:00,73700,900,1.24%,115692,3841325
63,2024-02-19,10:05:00,73700,900,1.24%,144485,3725633
64,2024-02-19,10:00:00,73700,900,1.24%,51318,3581148
65,2024-02-19,09:55:00,73700,900,1.24%,131647,3529830
66,2024-02-19,09:50:00,73700,900,1.24%,377511,3398183
67,2024-02-19,09:45:00,73700,900,1.24%,102738,3020672
68,2024-02-19,09:40:00,73700,900,1.24%,235649,2917934
69,2024-02-19,09:35:00,73600,800,1.10%,247475,2682285
70,2024-02-19,09:30:00,73600,800,1.10%,288646,2434810
71,2024-02-19,09:25:00,73600,800,1.10%,246097,2146164
72,2024-02-19,09:20:00,73600,800,1.10%,300148,1900067
73,2024-02-19,09:15:00,73500,700,0.96%,219843,1599919
74,2024-02-19,09:10:00,73500,700,0.96%,296378,1380076
75,2024-02-19,09:05:00,73400,600,0.82%,423945,1083698
76,2024-02-19,09:00:00,73200,400,0.00%,659753,659753
