,date,time,price,change,change(%),amount,volume
0,2024-07-05,15:30:00,281000,3500,1.26%,27519,581096
1,2024-07-05,15:15:00,281000,3500,1.26%,6368,553577
2,2024-07-05,15:10:00,281000,3500,1.26%,10446,547195
3,2024-07-05,15:05:00,281000,3500,1.26%,13676,536749
4,2024-07-05,15:00:00,280500,3000,1.08%,3227,523073
5,2024-07-05,14:55:00,280500,3000,1.08%,3545,519820
6,2024-07-05,14:50:00,280500,3000,1.08%,6448,516275
7,2024-07-05,14:45:00,280500,3000,1.08%,14433,509827
8,2024-07-05,14:40:00,280000,2500,0.90%,5780,495394
9,2024-07-05,14:35:00,279500,2000,0.72%,4864,489613
10,2024-07-05,14:30:00,279000,1500,0.54%,5172,484749
11,2024-07-05,14:25:00,279000,1500,0.54%,7351,479577
12,2024-07-05,14:20:00,278500,1000,0.36%,3169,472226
13,2024-07-05,14:15:00,278500,1000,0.36%,3487,469057
14,2024-07-05,14:10:00,278500,1000,0.36%,3082,465570
15,2024-07-05,14:05:00,278500,1000,0.36%,3477,462488
16,2024-07-05,14:00:00,280000,2500,0.90%,12889,459006
17,2024-07-05,13:55:00,280000,2500,0.90%,4645,442222
18,2024-07-05,13:50:00,279500,2000,0.72%,4856,437577
19,2024-07-05,13:45:00,279500,2000,0.72%,4291,432721
20,2024-07-05,13:40:00,280500,3000,1.08%,13981,428430
21,2024-07-05,13:35:00,280500,3000,1.08%,3188,414449
22,2024-07-05,13:30:00,280500,3000,1.08%,4152,411261
23,2024-07-05,13:25:00,280500,3000,1.08%,2667,407109
24,2024-07-05,13:20:00,280500,3000,1.08%,1927,404442
25,2024-07-05,13:15:00,280500,3000,1.08%,5707,402515
26,2024-07-05,13:10:00,281000,3500,1.26%,4925,396808
27,2024-07-05,13:05:00,281000,3500,1.26%,5721,391883
28,2024-07-05,13:00:00,281000,3500,1.26%,6789,386162
29,2024-07-05,12:55:00,281000,3500,1.26%,13203,379373
30,2024-07-05,12:50:00,280000,2500,0.90%,3063,366170
31,2024-07-05,12:45:00,280000,2500,0.90%,1834,363107
32,2024-07-05,12:40:00,280000,2500,0.90%,2773,361273
33,2024-07-05,12:35:00,280000,2500,0.90%,4643,358500
34,2024-07-05,12:30:00,280000,2500,0.90%,6831,353857
35,2024-07-05,12:25:00,280000,2500,0.90%,7864,347026
36,2024-07-05,12:20:00,280000,2500,0.90%,2003,339162
37,2024-07-05,12:15:00,280500,3000,1.08%,2681,337159
38,2024-07-05,12:10:00,280500,3000,1.08%,7025,334478
39,2024-07-05,12:05:00,281000,3500,1.26%,9049,327453
40,2024-07-05,12:00:00,281000,3500,1.26%,2090,318404
41,2024-07-05,11:55:00,281000,3500,1.26%,5078,316314
42,2024-07-05,11:50:00,281000,3500,1.26%,3160,311236
43,2024-07-05,11:45:00,282000,4500,1.62%,12431,308076
44,2024-07-05,11:40:00,282000,4500,1.62%,20933,295645
45,2024-07-05,11:35:00,281000,3500,1.26%,35736,274712
46,2024-07-05,11:30:00,279500,2000,0.72%,4082,238976
47,2024-07-05,11:25:00,279500,2000,0.72%,3828,234894
48,2024-07-05,11:20:00,279500,2000,0.72%,5187,231066
49,2024-07-05,11:15:00,279500,2000,0.72%,7876,225879
50,2024-07-05,11:10:00,279500,2000,0.72%,7401,218003
51,2024-07-05,11:05:00,279000,1500,0.54%,3255,210602
52,2024-07-05,11:00:00,279000,1500,0.54%,2551,207347
53,2024-07-05,10:55:00,279000,1500,0.54%,2910,204796
54,2024-07-05,10:50:00,279500,2000,0.72%,7456,201886
55,2024-07-05,10:45:00,279500,2000,0.72%,6802,194430
56,2024-07-05,10:40:00,279000,1500,0.54%,1942,187628
57,2024-07-05,10:35:00,279000,1500,0.54%,1865,185686
58,2024-07-05,10:30:00,279500,2000,0.72%,11915,183821
59,2024-07-05,10:25:00,279500,2000,0.72%,1930,171906
60,2024-07-05,10:20:00,279500,2000,0.72%,2562,169976
61,2024-07-05,10:15:00,279500,2000,0.72%,4356,167414
62,2024-07-05,10:10:00,279500,2000,0.72%,10194,163058
63,2024-07-05,10:05:00,279000,1500,0.54%,17992,152864
64,2024-07-05,10:00:00,278000,500,0.18%,5038,134872
65,2024-07-05,09:55:00,278000,500,0.18%,10585,129834
66,2024-07-05,09:50:00,278500,1000,0.36%,6730,119249
67,2024-07-05,09:45:00,279500,2000,0.72%,17986,112519
68,2024-07-05,09:40:00,279500,2000,0.72%,3733,94533
69,2024-07-05,09:35:00,279500,2000,0.72%,5083,90800
70,2024-07-05,09:30:00,279000,1500,0.54%,6168,85717
71,2024-07-05,09:25:00,279000,1500,0.54%,6933,79549
72,2024-07-05,09:20:00,280000,2500,0.90%,13506,72616
73,2024-07-05,09:15:00,280000,2500,0.90%,8654,59110
74,2024-07-05,09:10:00,279500,2000,0.72%,4760,50456
75,2024-07-05,09:05:00,280000,2500,0.90%,17773,45696
76,2024-07-05,09:00:00,280500,3000,0.00%,27923,27923
