date,time,price,change,change(%),amount,volume
2022-11-15,15:50:00,62400,▲ 500,0.81,1556,12207263
2022-11-15,15:40:00,62400,▲ 500,0.81,15583,12205707
2022-11-15,15:30:00,62400,▲ 500,0.81,1107023,12190124
2022-11-15,15:10:00,62200,▲ 300,0.48,232936,11083101
2022-11-15,15:00:00,62200,▲ 300,0.48,340917,10850165
2022-11-15,14:50:00,62200,▲ 300,0.48,318943,10509248
2022-11-15,14:40:00,62100,▲ 200,0.32,156219,10190305
2022-11-15,14:30:00,62200,▲ 300,0.48,341276,10034086
2022-11-15,14:20:00,62200,▲ 300,0.48,245235,9692810
2022-11-15,14:10:00,62200,▲ 300,0.48,110918,9447575
2022-11-15,14:00:00,62300,▲ 400,0.65,433556,9336657
2022-11-15,13:50:00,62200,▲ 300,0.48,119084,8903101
2022-11-15,13:40:00,62100,▲ 200,0.32,165571,8784017
2022-11-15,13:30:00,62300,▲ 400,0.65,69206,8618446
2022-11-15,13:20:00,62300,▲ 400,0.65,218754,8549240
2022-11-15,13:10:00,62200,▲ 300,0.48,62602,8330486
2022-11-15,13:00:00,62300,▲ 400,0.65,210999,8267884
2022-11-15,12:50:00,62200,▲ 300,0.48,270744,8056885
2022-11-15,12:40:00,62200,▲ 300,0.48,199350,7786141
2022-11-15,12:30:00,62300,▲ 400,0.65,150086,7586791
2022-11-15,13:20:00,62300,▲ 400,0.65,218754,8549240
2022-11-15,13:10:00,62200,▲ 300,0.48,62602,8330486
2022-11-15,13:00:00,62300,▲ 400,0.65,210999,8267884
2022-11-15,12:50:00,62200,▲ 300,0.48,270744,8056885
2022-11-15,12:40:00,62200,▲ 300,0.48,199350,7786141
2022-11-15,12:30:00,62300,▲ 400,0.65,150086,7586791
2022-11-15,12:20:00,62100,▲ 200,0.32,227608,7436705
2022-11-15,12:10:00,61900,0,0.0,83800,7209097
2022-11-15,12:00:00,62000,▲ 100,0.16,99135,7125297
2022-11-15,11:50:00,61900,0,0.0,216866,7026162
2022-11-15,11:40:00,62000,▲ 100,0.16,186802,6809296
2022-11-15,11:30:00,62000,▲ 100,0.16,318378,6622494
2022-11-15,11:20:00,62000,▲ 100,0.16,193303,6304116
2022-11-15,11:10:00,62000,▲ 100,0.16,207192,6110813
2022-11-15,11:00:00,61800,▼ 100,-0.16,72652,5903621
2022-11-15,10:50:00,61800,▼ 100,-0.16,236270,5830969
2022-11-15,10:40:00,61700,▼ 200,-0.32,116231,5594699
2022-11-15,10:30:00,61800,▼ 100,-0.16,262189,5478468
2022-11-15,10:20:00,61800,▼ 100,-0.16,281603,5216279
2022-11-15,10:10:00,61900,0,0.0,297767,4934676
2022-11-15,10:00:00,61700,▼ 200,-0.32,307358,4636909
2022-11-15,09:50:00,61700,▼ 200,-0.32,371131,4329551
2022-11-15,09:40:00,61700,▼ 200,-0.32,591124,3958420
2022-11-15,09:30:00,61900,0,0.0,458578,3367296
2022-11-15,09:20:00,61800,▼ 100,-0.16,896817,2908718
2022-11-15,09:10:00,62000,▲ 100,0.16,616821,2011901
2022-11-15,09:00:00,62100,▲ 200,0.32,1391593,1395080
2022-11-15,08:30:00,61900,0,0.0,3487,3487
