,date,time,price,change,change(%),amount,volume
0,2024-06-11,15:30:00,271000,3500,1.31%,47104,961995
1,2024-06-11,15:15:00,272000,4500,1.68%,11766,914891
2,2024-06-11,15:10:00,272500,5000,1.87%,13027,902140
3,2024-06-11,15:05:00,272500,5000,1.87%,13876,889104
4,2024-06-11,15:00:00,272500,5000,1.87%,18588,875220
5,2024-06-11,14:55:00,272500,5000,1.87%,9160,856632
6,2024-06-11,14:50:00,272500,5000,1.87%,6533,847472
7,2024-06-11,14:45:00,272500,5000,1.87%,10191,840939
8,2024-06-11,14:40:00,272500,5000,1.87%,8368,830444
9,2024-06-11,14:35:00,272500,5000,1.87%,11109,822076
10,2024-06-11,14:30:00,272000,4500,1.68%,5512,810967
11,2024-06-11,14:25:00,272000,4500,1.68%,5569,805455
12,2024-06-11,14:20:00,272500,5000,1.87%,13800,799886
13,2024-06-11,14:15:00,272000,4500,1.68%,5030,786086
14,2024-06-11,14:10:00,271500,4000,1.50%,13481,781056
15,2024-06-11,14:05:00,271500,4000,1.50%,3463,767575
16,2024-06-11,14:00:00,272000,4500,1.68%,14900,764112
17,2024-06-11,13:55:00,272000,4500,1.68%,12671,749212
18,2024-06-11,13:50:00,272500,5000,1.87%,8027,736541
19,2024-06-11,13:45:00,272500,5000,1.87%,7664,728514
20,2024-06-11,13:40:00,272000,4500,1.68%,5781,720850
21,2024-06-11,13:35:00,272000,4500,1.68%,20342,715069
22,2024-06-11,13:30:00,273500,6000,2.24%,64278,694727
23,2024-06-11,13:25:00,273000,5500,2.06%,13872,630449
24,2024-06-11,13:20:00,273000,5500,2.06%,62645,616577
25,2024-06-11,13:15:00,272000,4500,1.68%,4091,553932
26,2024-06-11,13:10:00,272000,4500,1.68%,30177,549841
27,2024-06-11,13:05:00,271000,3500,1.31%,4165,519664
28,2024-06-11,13:00:00,271000,3500,1.31%,5239,515499
29,2024-06-11,12:55:00,271000,3500,1.31%,10003,510260
30,2024-06-11,12:50:00,271000,3500,1.31%,1821,500257
31,2024-06-11,12:45:00,271000,3500,1.31%,2804,498436
32,2024-06-11,12:40:00,271000,3500,1.31%,2357,495632
33,2024-06-11,12:35:00,271000,3500,1.31%,2590,493275
34,2024-06-11,12:30:00,271000,3500,1.31%,2546,490685
35,2024-06-11,12:25:00,271000,3500,1.31%,7486,488139
36,2024-06-11,12:20:00,270500,3000,1.12%,5341,480653
37,2024-06-11,12:15:00,270000,2500,0.93%,2923,475312
38,2024-06-11,12:10:00,270000,2500,0.93%,1669,472389
39,2024-06-11,12:05:00,270000,2500,0.93%,1220,470720
40,2024-06-11,12:00:00,270500,3000,1.12%,5616,469500
41,2024-06-11,11:55:00,271000,3500,1.31%,12820,463884
42,2024-06-11,11:50:00,271000,3500,1.31%,5600,451064
43,2024-06-11,11:45:00,270500,3000,1.12%,2443,445464
44,2024-06-11,11:40:00,270500,3000,1.12%,2184,443021
45,2024-06-11,11:35:00,270500,3000,1.12%,3300,440837
46,2024-06-11,11:30:00,270500,3000,1.12%,6234,437537
47,2024-06-11,11:25:00,270500,3000,1.12%,10054,431303
48,2024-06-11,11:20:00,270000,2500,0.93%,2140,421249
49,2024-06-11,11:15:00,270000,2500,0.93%,3419,419109
50,2024-06-11,11:10:00,270000,2500,0.93%,2182,415690
51,2024-06-11,11:05:00,270000,2500,0.93%,3009,413508
52,2024-06-11,11:00:00,270000,2500,0.93%,20581,410499
53,2024-06-11,10:55:00,270000,2500,0.93%,8337,389918
54,2024-06-11,10:50:00,272000,4500,1.68%,53345,381581
55,2024-06-11,10:45:00,271500,4000,1.50%,5196,328236
56,2024-06-11,10:40:00,271500,4000,1.50%,10452,323040
57,2024-06-11,10:35:00,271000,3500,1.31%,12855,312588
58,2024-06-11,10:30:00,271000,3500,1.31%,3840,299733
59,2024-06-11,10:25:00,271000,3500,1.31%,13184,295893
60,2024-06-11,10:20:00,270500,3000,1.12%,10495,282709
61,2024-06-11,10:15:00,270000,2500,0.93%,8023,272214
62,2024-06-11,10:10:00,269500,2000,0.75%,9408,264191
63,2024-06-11,10:05:00,268500,1000,0.37%,4348,254783
64,2024-06-11,10:00:00,268500,1000,0.37%,6606,250435
65,2024-06-11,09:55:00,269000,1500,0.56%,9242,243829
66,2024-06-11,09:50:00,269000,1500,0.56%,15099,234587
67,2024-06-11,09:45:00,269500,2000,0.75%,10561,219488
68,2024-06-11,09:40:00,270500,3000,1.12%,16578,208927
69,2024-06-11,09:35:00,271000,3500,1.31%,8570,192349
70,2024-06-11,09:30:00,270500,3000,1.12%,7634,183779
71,2024-06-11,09:25:00,271500,4000,1.50%,18814,176145
72,2024-06-11,09:20:00,271000,3500,1.31%,13447,157331
73,2024-06-11,09:15:00,270500,3000,1.12%,14934,143884
74,2024-06-11,09:10:00,270500,3000,1.12%,30783,128950
75,2024-06-11,09:05:00,272000,4500,1.68%,30744,98167
76,2024-06-11,09:00:00,272500,5000,1.87%,67423,67423
