,date,time,price,change,change(%),amount,volume
0,2023-07-24,15:30:00,70400,100,0.14%,846757,13240464
1,2023-07-24,15:15:00,70600,300,0.43%,138997,12393707
2,2023-07-24,15:10:00,70600,300,0.43%,55729,12254710
3,2023-07-24,15:05:00,70700,400,0.57%,256725,12198981
4,2023-07-24,15:00:00,70800,500,0.71%,215266,11942256
5,2023-07-24,14:55:00,70800,500,0.71%,241477,11726990
6,2023-07-24,14:50:00,70700,400,0.57%,136874,11485513
7,2023-07-24,14:45:00,70700,400,0.57%,72978,11348639
8,2023-07-24,14:40:00,70700,400,0.57%,93366,11275661
9,2023-07-24,14:35:00,70700,400,0.57%,161187,11182295
10,2023-07-24,14:30:00,70700,400,0.57%,48551,11021108
11,2023-07-24,14:25:00,70700,400,0.57%,51811,10972557
12,2023-07-24,14:20:00,70700,400,0.57%,65745,10920746
13,2023-07-24,14:15:00,70700,400,0.57%,67215,10855001
14,2023-07-24,14:10:00,70700,400,0.57%,42447,10787786
15,2023-07-24,14:05:00,70700,400,0.57%,48249,10745339
16,2023-07-24,14:00:00,70700,400,0.57%,176177,10697090
17,2023-07-24,13:55:00,70600,300,0.43%,199480,10520913
18,2023-07-24,13:50:00,70600,300,0.43%,35097,10321433
19,2023-07-24,13:45:00,70600,300,0.43%,58512,10286336
20,2023-07-24,13:40:00,70600,300,0.43%,210645,10227824
21,2023-07-24,13:35:00,70500,200,0.28%,333012,10017179
22,2023-07-24,13:30:00,70500,200,0.28%,360747,9684167
23,2023-07-24,13:25:00,70500,200,0.28%,32991,9323420
24,2023-07-24,13:20:00,70500,200,0.28%,46288,9290429
25,2023-07-24,13:15:00,70600,300,0.43%,231646,9244141
26,2023-07-24,13:10:00,70500,200,0.28%,61349,9012495
27,2023-07-24,13:05:00,70600,300,0.43%,119746,8951146
28,2023-07-24,13:00:00,70600,300,0.43%,22819,8831400
29,2023-07-24,12:55:00,70600,300,0.43%,101257,8808581
30,2023-07-24,12:50:00,70600,300,0.43%,104904,8707324
31,2023-07-24,12:45:00,70600,300,0.43%,197077,8602420
32,2023-07-24,12:40:00,70700,400,0.57%,176048,8405343
33,2023-07-24,12:35:00,70700,400,0.57%,42994,8229295
34,2023-07-24,12:30:00,70700,400,0.57%,43152,8186301
35,2023-07-24,12:25:00,70800,500,0.71%,152133,8143149
36,2023-07-24,12:20:00,70800,500,0.71%,143822,7991016
37,2023-07-24,12:15:00,70800,500,0.71%,45989,7847194
38,2023-07-24,12:10:00,70800,500,0.71%,71510,7801205
39,2023-07-24,12:05:00,70800,500,0.71%,49328,7729695
40,2023-07-24,12:00:00,70800,500,0.71%,65936,7680367
41,2023-07-24,11:55:00,70800,500,0.71%,110047,7614431
42,2023-07-24,11:50:00,70800,500,0.71%,55435,7504384
43,2023-07-24,11:45:00,70800,500,0.71%,53423,7448949
44,2023-07-24,11:40:00,70800,500,0.71%,51022,7395526
45,2023-07-24,11:35:00,70800,500,0.71%,66859,7344504
46,2023-07-24,11:30:00,70800,500,0.71%,48215,7277645
47,2023-07-24,11:25:00,70900,600,0.85%,448915,7229430
48,2023-07-24,11:20:00,70600,300,0.43%,290486,6780515
49,2023-07-24,11:15:00,70600,300,0.43%,63133,6490029
50,2023-07-24,11:10:00,70600,300,0.43%,69615,6426896
51,2023-07-24,11:05:00,70600,300,0.43%,70301,6357281
52,2023-07-24,11:00:00,70600,300,0.43%,321019,6286980
53,2023-07-24,10:55:00,70500,200,0.28%,62741,5965961
54,2023-07-24,10:50:00,70500,200,0.28%,77805,5903220
55,2023-07-24,10:45:00,70600,300,0.43%,140284,5825415
56,2023-07-24,10:40:00,70600,300,0.43%,252490,5685131
57,2023-07-24,10:35:00,70500,200,0.28%,57135,5432641
58,2023-07-24,10:30:00,70500,200,0.28%,280392,5375506
59,2023-07-24,10:25:00,70400,100,0.14%,50097,5095114
60,2023-07-24,10:20:00,70500,200,0.28%,187515,5045017
61,2023-07-24,10:15:00,70500,200,0.28%,46766,4857502
62,2023-07-24,10:10:00,70500,200,0.28%,277168,4810736
63,2023-07-24,10:05:00,70400,100,0.14%,77952,4533568
64,2023-07-24,10:00:00,70400,100,0.14%,43350,4455616
65,2023-07-24,09:55:00,70400,100,0.14%,44190,4412266
66,2023-07-24,09:50:00,70500,200,0.28%,343747,4368076
67,2023-07-24,09:45:00,70600,300,0.43%,185760,4024329
68,2023-07-24,09:40:00,70600,300,0.43%,106999,3838569
69,2023-07-24,09:35:00,70700,400,0.57%,248177,3731570
70,2023-07-24,09:30:00,70700,400,0.57%,803405,3483393
71,2023-07-24,09:25:00,70200,200,-0.28%,87894,2679988
72,2023-07-24,09:20:00,70200,300,-0.43%,263020,2592094
73,2023-07-24,09:15:00,70100,300,-0.43%,166986,2329074
74,2023-07-24,09:10:00,70200,400,-0.57%,529792,2162088
75,2023-07-24,09:05:00,70300,300,0.00%,545316,1632296
76,2023-07-24,09:00:00,70300,300,-0.42%,1086980,1086980
