date,time,price,change,change(%),amount,volume
2022-08-19,15:50:00,60900,▼ 600,-0.98,3077,6882431
2022-08-19,15:40:00,60900,▼ 600,-0.98,12507,6879354
2022-08-19,15:30:00,60900,▼ 600,-0.98,397082,6866847
2022-08-19,15:10:00,60900,▼ 600,-0.98,298359,6469765
2022-08-19,15:00:00,60900,▼ 600,-0.98,131033,6171406
2022-08-19,14:50:00,60900,▼ 600,-0.98,172238,6040373
2022-08-19,14:40:00,60900,▼ 600,-0.98,85065,5868135
2022-08-19,14:30:00,60800,▼ 700,-1.14,90387,5783070
2022-08-19,14:20:00,60900,▼ 600,-0.98,58136,5692683
2022-08-19,14:10:00,60900,▼ 600,-0.98,56841,5634547
2022-08-19,14:00:00,60800,▼ 700,-1.14,159754,5577706
2022-08-19,13:50:00,60800,▼ 700,-1.14,298302,5417952
2022-08-19,13:40:00,60900,▼ 600,-0.98,66126,5119650
2022-08-19,13:30:00,60900,▼ 600,-0.98,89666,5053524
2022-08-19,13:20:00,60900,▼ 600,-0.98,69377,4963858
2022-08-19,13:10:00,60900,▼ 600,-0.98,67761,4894481
2022-08-19,13:00:00,60900,▼ 600,-0.98,41760,4826720
2022-08-19,12:50:00,60900,▼ 600,-0.98,42321,4784960
2022-08-19,12:40:00,60800,▼ 700,-1.14,148485,4742639
2022-08-19,12:30:00,61000,▼ 500,-0.81,44811,4594154
2022-08-19,13:20:00,60900,▼ 600,-0.98,69377,4963858
2022-08-19,13:10:00,60900,▼ 600,-0.98,67761,4894481
2022-08-19,13:00:00,60900,▼ 600,-0.98,41760,4826720
2022-08-19,12:50:00,60900,▼ 600,-0.98,42321,4784960
2022-08-19,12:40:00,60800,▼ 700,-1.14,148485,4742639
2022-08-19,12:30:00,61000,▼ 500,-0.81,44811,4594154
2022-08-19,12:20:00,61000,▼ 500,-0.81,47028,4549343
2022-08-19,12:10:00,60900,▼ 600,-0.98,40921,4502315
2022-08-19,12:00:00,61000,▼ 500,-0.81,42621,4461394
2022-08-19,11:50:00,61000,▼ 500,-0.81,118385,4418773
2022-08-19,11:40:00,61000,▼ 500,-0.81,79528,4300388
2022-08-19,11:30:00,60900,▼ 600,-0.98,55481,4220860
2022-08-19,11:20:00,61000,▼ 500,-0.81,54499,4165379
2022-08-19,11:10:00,61000,▼ 500,-0.81,111852,4110880
2022-08-19,11:00:00,61000,▼ 500,-0.81,147872,3999028
2022-08-19,10:50:00,60900,▼ 600,-0.98,249927,3851156
2022-08-19,10:40:00,60800,▼ 700,-1.14,43058,3601229
2022-08-19,10:30:00,60900,▼ 600,-0.98,133174,3558171
2022-08-19,10:20:00,60900,▼ 600,-0.98,112871,3424997
2022-08-19,10:10:00,60800,▼ 700,-1.14,204093,3312126
2022-08-19,10:00:00,60800,▼ 700,-1.14,145804,3108033
2022-08-19,09:50:00,60800,▼ 700,-1.14,79180,2962229
2022-08-19,09:40:00,60700,▼ 800,-1.3,172957,2883049
2022-08-19,09:30:00,60800,▼ 700,-1.14,305288,2710092
2022-08-19,09:20:00,60800,▼ 700,-1.14,571906,2404804
2022-08-19,09:10:00,60900,▼ 600,-0.98,299716,1832898
2022-08-19,09:00:00,61000,▼ 500,-0.81,1532257,1533182
2022-08-19,08:30:00,61500,0,0.0,925,925
