,date,time,price,change,change(%),amount,volume
0,2024-08-30,15:30:00,255500,3000,-1.16%,290841,1095158
1,2024-08-30,15:15:00,258000,1000,-0.39%,6218,804317
2,2024-08-30,15:10:00,258000,1500,-0.58%,8665,798099
3,2024-08-30,15:05:00,257500,1500,-0.58%,5506,789434
4,2024-08-30,15:00:00,258000,1500,-0.58%,13573,783928
5,2024-08-30,14:55:00,258000,1000,-0.39%,12442,770355
6,2024-08-30,14:50:00,258500,1000,0.00%,11520,757913
7,2024-08-30,14:45:00,258500,500,0.00%,5318,746393
8,2024-08-30,14:40:00,258500,1000,0.00%,6617,741075
9,2024-08-30,14:35:00,258500,1000,0.00%,11295,734458
10,2024-08-30,14:30:00,259000,1000,0.39%,36760,723163
11,2024-08-30,14:25:00,259000,500,0.19%,9283,686403
12,2024-08-30,14:20:00,259500,1000,0.39%,7505,677120
13,2024-08-30,14:15:00,259500,1000,0.39%,7117,669615
14,2024-08-30,14:10:00,259000,500,0.19%,3242,662498
15,2024-08-30,14:05:00,259500,1000,0.39%,3956,659256
16,2024-08-30,14:00:00,259500,1000,0.39%,11891,655300
17,2024-08-30,13:55:00,259500,1000,0.39%,6056,643409
18,2024-08-30,13:50:00,259500,1000,0.39%,7088,637353
19,2024-08-30,13:45:00,259500,1000,0.39%,7632,630265
20,2024-08-30,13:40:00,259000,500,0.19%,2429,622633
21,2024-08-30,13:35:00,259500,1000,0.39%,3275,620204
22,2024-08-30,13:30:00,259500,1000,0.39%,10699,616929
23,2024-08-30,13:25:00,259500,1000,0.39%,2072,606230
24,2024-08-30,13:20:00,259500,1000,0.39%,2438,604158
25,2024-08-30,13:15:00,260000,1500,0.58%,5759,601720
26,2024-08-30,13:10:00,260000,1500,0.58%,4182,595961
27,2024-08-30,13:05:00,260000,1500,0.58%,9263,591779
28,2024-08-30,13:00:00,260000,1500,0.58%,2368,582516
29,2024-08-30,12:55:00,260000,1500,0.58%,2888,580148
30,2024-08-30,12:50:00,260000,1500,0.58%,7131,577260
31,2024-08-30,12:45:00,260000,1500,0.58%,7005,570129
32,2024-08-30,12:40:00,260000,1500,0.58%,15460,563124
33,2024-08-30,12:35:00,260500,2000,0.77%,9596,547664
34,2024-08-30,12:30:00,260500,2000,0.77%,3107,538068
35,2024-08-30,12:25:00,260500,2000,0.77%,4537,534961
36,2024-08-30,12:20:00,260500,2000,0.77%,5865,530424
37,2024-08-30,12:15:00,260500,2000,0.77%,5063,524559
38,2024-08-30,12:10:00,261000,2500,0.97%,8413,519496
39,2024-08-30,12:05:00,261000,2500,0.97%,1761,511083
40,2024-08-30,12:00:00,261000,2500,0.97%,1621,509322
41,2024-08-30,11:55:00,261000,2500,0.97%,2013,507701
42,2024-08-30,11:50:00,261000,2500,0.97%,2081,505688
43,2024-08-30,11:45:00,261000,2500,0.97%,6901,503607
44,2024-08-30,11:40:00,260500,2000,0.77%,2925,496706
45,2024-08-30,11:35:00,261000,2500,0.97%,16867,493781
46,2024-08-30,11:30:00,261000,2500,0.97%,1994,476914
47,2024-08-30,11:25:00,261000,2500,0.97%,3420,474920
48,2024-08-30,11:20:00,261000,2500,0.97%,9945,471500
49,2024-08-30,11:15:00,261000,2500,0.97%,2389,461555
50,2024-08-30,11:10:00,261000,2500,0.97%,3620,459166
51,2024-08-30,11:05:00,261000,2500,0.97%,3120,455546
52,2024-08-30,11:00:00,261500,3000,1.16%,3874,452426
53,2024-08-30,10:55:00,262000,3500,1.35%,12918,448552
54,2024-08-30,10:50:00,262000,3500,1.35%,2447,435634
55,2024-08-30,10:45:00,262000,3500,1.35%,3782,433187
56,2024-08-30,10:40:00,262000,3500,1.35%,2856,429405
57,2024-08-30,10:35:00,262500,4000,1.55%,5630,426549
58,2024-08-30,10:30:00,262500,4000,1.55%,2676,420919
59,2024-08-30,10:25:00,262500,4000,1.55%,4948,418243
60,2024-08-30,10:20:00,263000,4500,1.74%,5445,413295
61,2024-08-30,10:15:00,263000,4500,1.74%,15601,407850
62,2024-08-30,10:10:00,262000,3500,1.35%,14791,392249
63,2024-08-30,10:05:00,261000,2500,0.97%,2507,377458
64,2024-08-30,10:00:00,261000,2500,0.97%,26157,374951
65,2024-08-30,09:55:00,262000,3500,1.35%,24649,348794
66,2024-08-30,09:50:00,261000,2500,0.97%,3367,324145
67,2024-08-30,09:45:00,261500,3000,1.16%,11684,320778
68,2024-08-30,09:40:00,262000,3500,1.35%,9769,309094
69,2024-08-30,09:35:00,262500,4000,1.55%,9344,299325
70,2024-08-30,09:30:00,263500,5000,1.93%,32316,289981
71,2024-08-30,09:25:00,264000,5500,2.13%,33389,257665
72,2024-08-30,09:20:00,263000,4500,1.74%,12001,224276
73,2024-08-30,09:15:00,263500,5000,1.93%,22930,212275
74,2024-08-30,09:10:00,264000,5500,2.13%,27137,189345
75,2024-08-30,09:05:00,264000,5500,2.13%,54147,162208
76,2024-08-30,09:00:00,265500,7000,2.71%,108061,108061
