,date,time,price,change,change(%),amount,volume
0,2025-09-17,15:30:00,136800,1700,1.26%,23219,233968
1,2025-09-17,15:15:00,136900,1800,1.33%,9288,210749
2,2025-09-17,15:10:00,136900,1800,1.33%,10472,201461
3,2025-09-17,15:05:00,136600,1500,1.11%,2407,190989
4,2025-09-17,15:00:00,136800,1700,1.26%,5301,188582
5,2025-09-17,14:55:00,136800,1700,1.26%,4126,183281
6,2025-09-17,14:50:00,136800,1700,1.26%,2478,179155
7,2025-09-17,14:45:00,136800,1700,1.26%,2246,176677
8,2025-09-17,14:40:00,136800,1700,1.26%,2592,174431
9,2025-09-17,14:35:00,136600,1500,1.11%,2203,171839
10,2025-09-17,14:30:00,136800,1700,1.26%,2861,169636
11,2025-09-17,14:25:00,136700,1600,1.18%,2188,166775
12,2025-09-17,14:20:00,136700,1600,1.18%,2644,164587
13,2025-09-17,14:15:00,136800,1700,1.26%,4394,161943
14,2025-09-17,14:10:00,136900,1800,1.33%,2625,157549
15,2025-09-17,14:05:00,136700,1600,1.18%,2503,154924
16,2025-09-17,14:00:00,136900,1800,1.33%,2685,152421
17,2025-09-17,13:55:00,136800,1700,1.26%,1958,149736
18,2025-09-17,13:50:00,136800,1700,1.26%,1704,147778
19,2025-09-17,13:45:00,136700,1600,1.18%,2180,146074
20,2025-09-17,13:40:00,136800,1700,1.26%,1554,143894
21,2025-09-17,13:35:00,136700,1600,1.18%,2485,142340
22,2025-09-17,13:30:00,136600,1500,1.11%,3746,139855
23,2025-09-17,13:25:00,136200,1100,0.81%,3263,136109
24,2025-09-17,13:20:00,136200,1100,0.81%,2253,132846
25,2025-09-17,13:15:00,136300,1200,0.89%,1985,130593
26,2025-09-17,13:10:00,136200,1100,0.81%,2407,128608
27,2025-09-17,13:05:00,136300,1200,0.89%,1981,126201
28,2025-09-17,13:00:00,136300,1200,0.89%,1877,124220
29,2025-09-17,12:55:00,136100,1000,0.74%,2152,122343
30,2025-09-17,12:50:00,136100,1000,0.74%,1593,120191
31,2025-09-17,12:45:00,136000,900,0.67%,1270,118598
32,2025-09-17,12:40:00,136200,1100,0.81%,2615,117328
33,2025-09-17,12:35:00,136200,1100,0.81%,1217,114713
34,2025-09-17,12:30:00,136200,1100,0.81%,1741,113496
35,2025-09-17,12:25:00,136100,1000,0.74%,1234,111755
36,2025-09-17,12:20:00,136200,1100,0.81%,3885,110521
37,2025-09-17,12:15:00,136200,1100,0.81%,3004,106636
38,2025-09-17,12:10:00,136100,1000,0.74%,2656,103632
39,2025-09-17,12:05:00,136100,1000,0.74%,1106,100976
40,2025-09-17,12:00:00,136200,1100,0.81%,2691,99870
41,2025-09-17,11:55:00,136400,1300,0.96%,1639,97179
42,2025-09-17,11:50:00,136200,1100,0.81%,871,95540
43,2025-09-17,11:45:00,136200,1100,0.81%,1943,94669
44,2025-09-17,11:40:00,136100,1000,0.74%,1505,92726
45,2025-09-17,11:35:00,136100,1000,0.74%,1651,91221
46,2025-09-17,11:30:00,136000,900,0.67%,1792,89570
47,2025-09-17,11:25:00,136000,900,0.67%,1312,87778
48,2025-09-17,11:20:00,136200,1100,0.81%,2523,86466
49,2025-09-17,11:15:00,136200,1100,0.81%,1266,83943
50,2025-09-17,11:10:00,136500,1400,1.04%,2481,82677
51,2025-09-17,11:05:00,136500,1400,1.04%,1842,80196
52,2025-09-17,11:00:00,136600,1500,1.11%,2008,78354
53,2025-09-17,10:55:00,136500,1400,1.04%,4468,76346
54,2025-09-17,10:50:00,137000,1900,1.41%,5376,71878
55,2025-09-17,10:45:00,137100,2000,1.48%,6178,66502
56,2025-09-17,10:40:00,136500,1400,1.04%,2247,60324
57,2025-09-17,10:35:00,136400,1300,0.96%,1867,58077
58,2025-09-17,10:30:00,136400,1300,0.96%,1464,56210
59,2025-09-17,10:25:00,136300,1200,0.89%,1505,54746
60,2025-09-17,10:20:00,136200,1100,0.81%,2552,53241
61,2025-09-17,10:15:00,136300,1200,0.89%,2734,50689
62,2025-09-17,10:10:00,136400,1300,0.96%,2052,47955
63,2025-09-17,10:05:00,136800,1700,1.26%,4842,45903
64,2025-09-17,10:00:00,136900,1800,1.33%,2502,41061
65,2025-09-17,09:55:00,136900,1800,1.33%,5814,38559
66,2025-09-17,09:50:00,136500,1400,1.04%,3089,32745
67,2025-09-17,09:45:00,136000,900,0.67%,1301,29656
68,2025-09-17,09:40:00,135900,800,0.59%,1345,28355
69,2025-09-17,09:35:00,135900,800,0.59%,2574,27010
70,2025-09-17,09:30:00,135400,300,0.22%,3672,24436
71,2025-09-17,09:25:00,135800,700,0.52%,3540,20764
72,2025-09-17,09:20:00,135900,800,0.59%,1574,17224
73,2025-09-17,09:15:00,136300,1200,0.89%,4626,15650
74,2025-09-17,09:10:00,136200,1100,-0.80%,4113,11024
75,2025-09-17,09:05:00,135500,400,0.30%,1545,6911
76,2025-09-17,09:00:00,135500,400,-0.29%,5366,5366
