date,time,price,change,change(%),amount,volume
2023-01-09,15:50:00,196500,"▲ 11,500",6.22,2104,1112091
2023-01-09,15:40:00,196500,"▲ 11,500",6.22,1429,1109987
2023-01-09,15:30:00,196500,"▲ 11,500",6.22,61847,1108558
2023-01-09,15:10:00,196000,"▲ 11,000",5.95,36135,1046711
2023-01-09,15:00:00,195000,"▲ 10,000",5.41,50983,1010576
2023-01-09,14:50:00,195500,"▲ 10,500",5.68,62708,959593
2023-01-09,14:40:00,195000,"▲ 10,000",5.41,18646,896885
2023-01-09,14:30:00,194500,"▲ 9,500",5.14,10828,878239
2023-01-09,14:20:00,195000,"▲ 10,000",5.41,19510,867411
2023-01-09,14:10:00,194500,"▲ 9,500",5.14,12805,847901
2023-01-09,14:00:00,195000,"▲ 10,000",5.41,14826,835096
2023-01-09,13:50:00,195000,"▲ 10,000",5.41,16288,820270
2023-01-09,13:40:00,195000,"▲ 10,000",5.41,26433,803982
2023-01-09,13:30:00,194500,"▲ 9,500",5.14,11270,777549
2023-01-09,13:20:00,194500,"▲ 9,500",5.14,23025,766279
2023-01-09,13:10:00,194000,"▲ 9,000",4.86,21514,743254
2023-01-09,13:00:00,194000,"▲ 9,000",4.86,6863,721740
2023-01-09,12:50:00,193500,"▲ 8,500",4.59,32195,714877
2023-01-09,12:40:00,194000,"▲ 9,000",4.86,85772,682682
2023-01-09,12:30:00,193000,"▲ 8,000",4.32,10313,596910
2023-01-09,13:20:00,194500,"▲ 9,500",5.14,23025,766279
2023-01-09,13:10:00,194000,"▲ 9,000",4.86,21514,743254
2023-01-09,13:00:00,194000,"▲ 9,000",4.86,6863,721740
2023-01-09,12:50:00,193500,"▲ 8,500",4.59,32195,714877
2023-01-09,12:40:00,194000,"▲ 9,000",4.86,85772,682682
2023-01-09,12:30:00,193000,"▲ 8,000",4.32,10313,596910
2023-01-09,12:20:00,193000,"▲ 8,000",4.32,7683,586597
2023-01-09,12:10:00,192500,"▲ 7,500",4.05,10925,578914
2023-01-09,12:00:00,192500,"▲ 7,500",4.05,9444,567989
2023-01-09,11:50:00,193000,"▲ 8,000",4.32,22268,558545
2023-01-09,11:40:00,193000,"▲ 8,000",4.32,11726,536277
2023-01-09,11:30:00,193000,"▲ 8,000",4.32,17253,524551
2023-01-09,11:20:00,192500,"▲ 7,500",4.05,8469,507298
2023-01-09,11:10:00,193000,"▲ 8,000",4.32,12520,498829
2023-01-09,11:00:00,193000,"▲ 8,000",4.32,10930,486309
2023-01-09,10:50:00,192500,"▲ 7,500",4.05,8450,475379
2023-01-09,10:40:00,193000,"▲ 8,000",4.32,14409,466929
2023-01-09,10:30:00,193000,"▲ 8,000",4.32,12968,452520
2023-01-09,10:20:00,192500,"▲ 7,500",4.05,10581,439552
2023-01-09,10:10:00,193000,"▲ 8,000",4.32,11992,428971
2023-01-09,10:00:00,192500,"▲ 7,500",4.05,25546,416979
2023-01-09,09:50:00,192500,"▲ 7,500",4.05,25967,391433
2023-01-09,09:40:00,192500,"▲ 7,500",4.05,30366,365466
2023-01-09,09:30:00,192500,"▲ 7,500",4.05,45744,335100
2023-01-09,09:20:00,192000,"▲ 7,000",3.78,54002,289356
2023-01-09,09:10:00,191000,"▲ 6,000",3.24,86247,235354
2023-01-09,09:00:00,190500,"▲ 5,500",2.97,149006,149107
2023-01-09,08:30:00,185000,0,0.0,101,101
