,date,time,price,change,change(%),amount,volume
0,2024-06-28,15:30:00,166900,1500,0.91%,73024,705037
1,2024-06-28,15:15:00,166700,1300,0.79%,10375,632013
2,2024-06-28,15:10:00,166700,1300,0.79%,10211,621633
3,2024-06-28,15:05:00,166500,1100,0.67%,7517,611422
4,2024-06-28,15:00:00,166500,1100,0.67%,7906,603905
5,2024-06-28,14:55:00,166200,800,0.48%,6612,595999
6,2024-06-28,14:50:00,166300,900,0.54%,4649,589387
7,2024-06-28,14:45:00,166300,900,0.54%,5900,584738
8,2024-06-28,14:40:00,166100,700,0.42%,4254,578838
9,2024-06-28,14:35:00,166200,800,0.48%,15010,574584
10,2024-06-28,14:30:00,166300,900,0.54%,6560,559574
11,2024-06-28,14:25:00,166300,900,0.54%,3580,553014
12,2024-06-28,14:20:00,166300,900,0.54%,4467,549434
13,2024-06-28,14:15:00,166400,1000,0.60%,15261,544967
14,2024-06-28,14:10:00,166600,1200,0.73%,3466,529706
15,2024-06-28,14:05:00,166600,1200,0.73%,4397,526240
16,2024-06-28,14:00:00,166700,1300,0.79%,4615,521843
17,2024-06-28,13:55:00,166700,1300,0.79%,2852,517228
18,2024-06-28,13:50:00,166700,1300,0.79%,2439,514376
19,2024-06-28,13:45:00,166900,1500,0.91%,1765,511937
20,2024-06-28,13:40:00,166900,1500,0.91%,7031,510172
21,2024-06-28,13:35:00,166800,1400,0.85%,4510,503141
22,2024-06-28,13:30:00,166800,1400,0.85%,2566,498631
23,2024-06-28,13:25:00,167000,1600,0.97%,3457,496065
24,2024-06-28,13:20:00,167000,1600,0.97%,1969,492608
25,2024-06-28,13:15:00,167000,1600,0.97%,8330,490639
26,2024-06-28,13:10:00,166800,1400,0.85%,2842,482309
27,2024-06-28,13:05:00,166900,1500,0.91%,2567,479467
28,2024-06-28,13:00:00,167000,1600,0.97%,3139,476900
29,2024-06-28,12:55:00,167000,1600,0.97%,2285,473761
30,2024-06-28,12:50:00,167100,1700,1.03%,2399,471476
31,2024-06-28,12:45:00,167200,1800,1.09%,4311,469077
32,2024-06-28,12:40:00,167300,1900,1.15%,3319,464766
33,2024-06-28,12:35:00,167400,2000,1.21%,8849,461447
34,2024-06-28,12:30:00,166900,1500,0.91%,2227,452598
35,2024-06-28,12:25:00,166900,1500,0.91%,3066,450371
36,2024-06-28,12:20:00,166800,1400,0.85%,1967,447305
37,2024-06-28,12:15:00,166800,1400,0.85%,2914,445338
38,2024-06-28,12:10:00,166700,1300,0.79%,1976,442424
39,2024-06-28,12:05:00,166700,1300,0.79%,1978,440448
40,2024-06-28,12:00:00,166800,1400,0.85%,2464,438470
41,2024-06-28,11:55:00,166800,1400,0.85%,3356,436006
42,2024-06-28,11:50:00,166400,1000,0.60%,2005,432650
43,2024-06-28,11:45:00,166400,1000,0.60%,2987,430645
44,2024-06-28,11:40:00,166300,900,0.54%,2820,427658
45,2024-06-28,11:35:00,166300,900,0.54%,4852,424838
46,2024-06-28,11:30:00,166400,1000,0.60%,5956,419986
47,2024-06-28,11:25:00,166400,1000,0.60%,1852,414030
48,2024-06-28,11:20:00,166400,1000,0.60%,3114,412178
49,2024-06-28,11:15:00,166400,1000,0.60%,3355,409064
50,2024-06-28,11:10:00,166400,1000,0.60%,4814,405709
51,2024-06-28,11:05:00,166400,1000,0.60%,2963,400895
52,2024-06-28,11:00:00,166400,1000,0.60%,2409,397932
53,2024-06-28,10:55:00,166600,1200,0.73%,3353,395523
54,2024-06-28,10:50:00,166500,1100,0.67%,4786,392170
55,2024-06-28,10:45:00,166400,1000,0.60%,7500,387384
56,2024-06-28,10:40:00,166700,1300,0.79%,10620,379884
57,2024-06-28,10:35:00,166800,1400,0.85%,8820,369264
58,2024-06-28,10:30:00,166800,1400,0.85%,4255,360444
59,2024-06-28,10:25:00,166900,1500,0.91%,2688,356189
60,2024-06-28,10:20:00,167000,1600,0.97%,3826,353501
61,2024-06-28,10:15:00,167200,1800,1.09%,7337,349675
62,2024-06-28,10:10:00,167300,1900,1.15%,2456,342338
63,2024-06-28,10:05:00,167300,1900,1.15%,3384,339882
64,2024-06-28,10:00:00,167700,2300,1.39%,15748,336498
65,2024-06-28,09:55:00,167800,2400,1.45%,7985,320750
66,2024-06-28,09:50:00,167800,2400,1.45%,5242,312765
67,2024-06-28,09:45:00,167800,2400,1.45%,5664,307523
68,2024-06-28,09:40:00,168000,2600,1.57%,8693,301859
69,2024-06-28,09:35:00,169000,3600,2.18%,43754,293166
70,2024-06-28,09:30:00,168700,3300,2.00%,50170,249412
71,2024-06-28,09:25:00,167800,2400,1.45%,18506,199242
72,2024-06-28,09:20:00,167300,1900,1.15%,13954,180736
73,2024-06-28,09:15:00,167100,1700,1.03%,11318,166782
74,2024-06-28,09:10:00,167300,1900,1.15%,10324,155464
75,2024-06-28,09:05:00,167500,2100,1.27%,35681,145140
76,2024-06-28,09:00:00,168300,2900,1.75%,109459,109459
