date,time,price,change,change(%),amount,volume
2022-11-14,15:50:00,93000,▲ 400,0.43,1,523564
2022-11-14,15:40:00,93000,▲ 400,0.43,3,523563
2022-11-14,15:30:00,93000,▲ 400,0.43,55553,523560
2022-11-14,15:10:00,93000,▲ 400,0.43,15589,468007
2022-11-14,15:00:00,93100,▲ 500,0.54,13189,452418
2022-11-14,14:50:00,93100,▲ 500,0.54,14209,439229
2022-11-14,14:40:00,93200,▲ 600,0.65,8688,425020
2022-11-14,14:30:00,93200,▲ 600,0.65,15229,416332
2022-11-14,14:20:00,93300,▲ 700,0.76,12327,401103
2022-11-14,14:10:00,93400,▲ 800,0.86,11906,388776
2022-11-14,14:00:00,93400,▲ 800,0.86,6425,376870
2022-11-14,13:50:00,93300,▲ 700,0.76,16414,370445
2022-11-14,13:40:00,93500,▲ 900,0.97,3663,354031
2022-11-14,13:30:00,93500,▲ 900,0.97,16940,350368
2022-11-14,13:20:00,93300,▲ 700,0.76,7389,333428
2022-11-14,13:10:00,93200,▲ 600,0.65,15429,326039
2022-11-14,13:00:00,93200,▲ 600,0.65,11952,310610
2022-11-14,12:50:00,93100,▲ 500,0.54,12724,298658
2022-11-14,12:40:00,93300,▲ 700,0.76,10590,285934
2022-11-14,12:30:00,93500,▲ 900,0.97,3910,275344
2022-11-14,13:40:00,93500,▲ 900,0.97,3663,354031
2022-11-14,13:30:00,93500,▲ 900,0.97,16940,350368
2022-11-14,13:20:00,93300,▲ 700,0.76,7389,333428
2022-11-14,13:10:00,93200,▲ 600,0.65,15429,326039
2022-11-14,13:00:00,93200,▲ 600,0.65,11952,310610
2022-11-14,12:50:00,93100,▲ 500,0.54,12724,298658
2022-11-14,12:40:00,93300,▲ 700,0.76,10590,285934
2022-11-14,12:30:00,93500,▲ 900,0.97,3910,275344
2022-11-14,12:20:00,93500,▲ 900,0.97,9081,271434
2022-11-14,12:10:00,93500,▲ 900,0.97,8794,262353
2022-11-14,12:00:00,93200,▲ 600,0.65,10429,253559
2022-11-14,11:50:00,93100,▲ 500,0.54,5954,243130
2022-11-14,11:40:00,93100,▲ 500,0.54,3776,237176
2022-11-14,11:30:00,93300,▲ 700,0.76,6265,233400
2022-11-14,11:20:00,93300,▲ 700,0.76,12600,227135
2022-11-14,11:10:00,93100,▲ 500,0.54,3710,214535
2022-11-14,11:00:00,93000,▲ 400,0.43,10078,210825
2022-11-14,10:50:00,92800,▲ 200,0.22,7870,200747
2022-11-14,10:40:00,92700,▲ 100,0.11,12165,192877
2022-11-14,10:30:00,92800,▲ 200,0.22,18413,180712
2022-11-14,10:20:00,93200,▲ 600,0.65,11236,162299
2022-11-14,10:10:00,93100,▲ 500,0.54,5939,151063
2022-11-14,10:00:00,93200,▲ 600,0.65,24801,145124
2022-11-14,09:50:00,92800,▲ 200,0.22,18115,120323
2022-11-14,09:40:00,92900,▲ 300,0.32,8455,102208
2022-11-14,09:30:00,92700,▲ 100,0.11,19990,93753
2022-11-14,09:20:00,92600,0,0.0,16145,73763
2022-11-14,09:10:00,92500,▼ 100,-0.11,19188,57618
2022-11-14,09:00:00,92500,▼ 100,-0.11,38309,38430
2022-11-14,08:30:00,92600,0,0.0,121,121
