,date,time,price,change,change(%),amount,volume
0,2025-05-12,15:30:00,190200,800,-0.42%,36862,436665
1,2025-05-12,15:15:00,190100,1200,-0.63%,8158,399803
2,2025-05-12,15:10:00,190100,1300,-0.68%,13567,391645
3,2025-05-12,15:05:00,190200,1100,-0.58%,10315,378078
4,2025-05-12,15:00:00,190000,1200,-0.63%,2169,367763
5,2025-05-12,14:55:00,190200,1200,-0.63%,11631,365594
6,2025-05-12,14:50:00,190200,1000,-0.52%,5390,353963
7,2025-05-12,14:45:00,190300,900,-0.47%,3367,348573
8,2025-05-12,14:40:00,190400,800,-0.42%,3010,345206
9,2025-05-12,14:35:00,190500,1000,-0.52%,5120,342196
10,2025-05-12,14:30:00,190300,1100,-0.57%,4223,337076
11,2025-05-12,14:25:00,190300,1100,-0.57%,5158,332853
12,2025-05-12,14:20:00,190300,1300,-0.68%,12678,327695
13,2025-05-12,14:15:00,190700,800,-0.42%,15681,315017
14,2025-05-12,14:10:00,190700,400,-0.21%,2949,299336
15,2025-05-12,14:05:00,190900,400,-0.21%,5096,296387
16,2025-05-12,14:00:00,191000,200,-0.10%,4883,291291
17,2025-05-12,13:55:00,191000,200,-0.10%,5928,286408
18,2025-05-12,13:50:00,191100,100,0.00%,3662,280480
19,2025-05-12,13:45:00,191100,100,0.05%,2666,276818
20,2025-05-12,13:40:00,191200,200,0.10%,6644,274152
21,2025-05-12,13:35:00,191300,300,0.16%,3030,267508
22,2025-05-12,13:30:00,191600,600,0.31%,2041,264478
23,2025-05-12,13:25:00,191600,600,0.31%,2731,262437
24,2025-05-12,13:20:00,191600,600,0.31%,1826,259706
25,2025-05-12,13:15:00,191500,500,0.26%,2263,257880
26,2025-05-12,13:10:00,191400,400,0.21%,1561,255617
27,2025-05-12,13:05:00,191400,400,0.21%,3120,254056
28,2025-05-12,13:00:00,191200,200,0.10%,2009,250936
29,2025-05-12,12:55:00,191200,200,0.10%,3242,248927
30,2025-05-12,12:50:00,191200,200,0.10%,1657,245685
31,2025-05-12,12:45:00,191200,200,0.10%,1557,244028
32,2025-05-12,12:40:00,191300,300,0.16%,2785,242471
33,2025-05-12,12:35:00,191300,300,0.16%,1116,239686
34,2025-05-12,12:30:00,191300,300,0.16%,2434,238570
35,2025-05-12,12:25:00,191200,200,0.10%,1068,236136
36,2025-05-12,12:20:00,191200,200,0.10%,751,235068
37,2025-05-12,12:15:00,191200,200,0.10%,2438,234317
38,2025-05-12,12:10:00,191100,100,0.05%,947,231879
39,2025-05-12,12:05:00,191100,200,0.10%,4471,230932
40,2025-05-12,12:00:00,191200,200,0.10%,11808,226461
41,2025-05-12,11:55:00,191300,300,0.16%,3402,214653
42,2025-05-12,11:50:00,191300,300,0.16%,701,211251
43,2025-05-12,11:45:00,191300,300,0.16%,3080,210550
44,2025-05-12,11:40:00,191300,300,0.16%,5907,207470
45,2025-05-12,11:35:00,191400,400,0.21%,1384,201563
46,2025-05-12,11:30:00,191500,500,0.26%,2450,200179
47,2025-05-12,11:25:00,191500,500,0.26%,1968,197729
48,2025-05-12,11:20:00,191600,600,0.31%,2642,195761
49,2025-05-12,11:15:00,191900,900,0.47%,6125,193119
50,2025-05-12,11:10:00,192300,1300,0.68%,4494,186994
51,2025-05-12,11:05:00,192400,1400,0.73%,5791,182500
52,2025-05-12,11:00:00,192100,1100,0.58%,1158,176709
53,2025-05-12,10:55:00,192000,1000,0.52%,2982,175551
54,2025-05-12,10:50:00,191900,900,0.47%,1926,172569
55,2025-05-12,10:45:00,191800,800,0.42%,5606,170643
56,2025-05-12,10:40:00,192000,1000,0.52%,2242,165037
57,2025-05-12,10:35:00,192300,1300,0.68%,4999,162795
58,2025-05-12,10:30:00,192100,1100,0.58%,1725,157796
59,2025-05-12,10:25:00,192100,1100,0.58%,3795,156071
60,2025-05-12,10:20:00,192100,1100,0.58%,4718,152276
61,2025-05-12,10:15:00,191400,400,0.21%,4418,147558
62,2025-05-12,10:10:00,191900,900,0.47%,10601,143140
63,2025-05-12,10:05:00,192700,1700,0.89%,6154,132539
64,2025-05-12,10:00:00,192600,1600,0.84%,3982,126385
65,2025-05-12,09:55:00,193000,2000,1.05%,11372,122403
66,2025-05-12,09:50:00,193000,2000,1.05%,1592,111031
67,2025-05-12,09:45:00,193000,2000,1.05%,2558,109439
68,2025-05-12,09:40:00,193000,2000,1.05%,4990,106881
69,2025-05-12,09:35:00,193300,2300,1.20%,5613,101891
70,2025-05-12,09:30:00,193700,2700,1.41%,5304,96278
71,2025-05-12,09:25:00,194100,3100,1.62%,17811,90974
72,2025-05-12,09:20:00,193300,2300,1.20%,9684,73163
73,2025-05-12,09:15:00,193000,2000,1.05%,6563,63479
74,2025-05-12,09:10:00,192900,1900,0.99%,8834,56916
75,2025-05-12,09:05:00,193100,2100,1.10%,7744,48082
76,2025-05-12,09:00:00,194300,3300,1.73%,40338,40338
