,date,time,price,change,change(%),amount,volume
0,2025-09-15,15:30:00,234000,2000,-0.85%,52140,710790
1,2025-09-15,15:15:00,234000,3000,-1.27%,6972,658650
2,2025-09-15,15:10:00,234000,3500,-1.47%,20715,651678
3,2025-09-15,15:05:00,234000,2500,-1.06%,6984,630963
4,2025-09-15,15:00:00,234000,2500,-1.06%,7334,623979
5,2025-09-15,14:55:00,234000,2500,-1.06%,5011,616645
6,2025-09-15,14:50:00,234000,2500,-1.06%,4720,611634
7,2025-09-15,14:45:00,234500,2500,-1.05%,7810,606914
8,2025-09-15,14:40:00,234500,2000,-0.85%,4776,599104
9,2025-09-15,14:35:00,234500,2000,-0.85%,3261,594328
10,2025-09-15,14:30:00,234500,2000,-0.85%,4391,591067
11,2025-09-15,14:25:00,234500,2000,-0.85%,3768,586676
12,2025-09-15,14:20:00,234500,2000,-0.85%,5480,582908
13,2025-09-15,14:15:00,234500,2000,-0.85%,3081,577428
14,2025-09-15,14:10:00,234500,2250,-0.95%,4925,574347
15,2025-09-15,14:05:00,234500,2500,-1.05%,10982,569422
16,2025-09-15,14:00:00,234500,2500,-1.05%,6710,558440
17,2025-09-15,13:55:00,234250,2500,-1.06%,5992,551730
18,2025-09-15,13:50:00,234500,2500,-1.05%,6354,545738
19,2025-09-15,13:45:00,234500,2500,-1.05%,8587,539384
20,2025-09-15,13:40:00,234500,2500,-1.05%,3903,530797
21,2025-09-15,13:35:00,234500,2500,-1.05%,7596,526894
22,2025-09-15,13:30:00,234500,2000,-0.85%,3180,519298
23,2025-09-15,13:25:00,234500,2500,-1.05%,7038,516118
24,2025-09-15,13:20:00,234500,2500,-1.05%,8551,509080
25,2025-09-15,13:15:00,234500,2000,-0.85%,5567,500529
26,2025-09-15,13:10:00,234500,2000,-0.85%,3430,494962
27,2025-09-15,13:05:00,234500,2000,-0.85%,2702,491532
28,2025-09-15,13:00:00,234500,2000,-0.85%,4451,488830
29,2025-09-15,12:55:00,234500,2000,-0.85%,2820,484379
30,2025-09-15,12:50:00,235000,2000,-0.84%,6709,481559
31,2025-09-15,12:45:00,234500,2000,-0.85%,2524,474850
32,2025-09-15,12:40:00,234500,2000,-0.85%,5564,472326
33,2025-09-15,12:35:00,234500,2000,-0.85%,2744,466762
34,2025-09-15,12:30:00,234500,2000,-0.85%,2483,464018
35,2025-09-15,12:25:00,234500,2000,-0.85%,2734,461535
36,2025-09-15,12:20:00,234500,2000,-0.85%,3322,458801
37,2025-09-15,12:15:00,234500,2000,-0.85%,2541,455479
38,2025-09-15,12:10:00,234500,2000,-0.85%,3011,452938
39,2025-09-15,12:05:00,234500,2000,-0.85%,4094,449927
40,2025-09-15,12:00:00,234500,2000,-0.85%,4694,445833
41,2025-09-15,11:55:00,234500,2000,-0.85%,3557,441139
42,2025-09-15,11:50:00,234500,2000,-0.85%,3175,437582
43,2025-09-15,11:45:00,234500,2000,-0.85%,5103,434407
44,2025-09-15,11:40:00,234500,2000,-0.85%,3347,429304
45,2025-09-15,11:35:00,234500,2500,-1.05%,4551,425957
46,2025-09-15,11:30:00,234500,2500,-1.05%,5434,421406
47,2025-09-15,11:25:00,235000,3000,-1.26%,13365,415972
48,2025-09-15,11:20:00,233500,3000,-1.27%,3115,402607
49,2025-09-15,11:15:00,234000,3000,-1.27%,5872,399492
50,2025-09-15,11:10:00,234000,3000,-1.27%,7221,393620
51,2025-09-15,11:05:00,233500,4000,-1.68%,12313,386399
52,2025-09-15,11:00:00,232500,4000,-1.69%,4534,374086
53,2025-09-15,10:55:00,232500,4500,-1.90%,11798,369552
54,2025-09-15,10:50:00,232000,4500,-1.90%,6199,357754
55,2025-09-15,10:45:00,232500,4500,-1.90%,10680,351555
56,2025-09-15,10:40:00,232500,4000,-1.69%,9827,340875
57,2025-09-15,10:35:00,233000,4000,-1.69%,8658,331048
58,2025-09-15,10:30:00,233000,4000,-1.69%,10575,322390
59,2025-09-15,10:25:00,233000,4000,-1.69%,22883,311815
60,2025-09-15,10:20:00,233000,3500,-1.48%,3974,288932
61,2025-09-15,10:15:00,233500,3500,-1.48%,13977,284958
62,2025-09-15,10:10:00,233500,3000,-1.27%,2926,270981
63,2025-09-15,10:05:00,233500,3000,-1.27%,3827,268055
64,2025-09-15,10:00:00,233500,3000,-1.27%,3710,264228
65,2025-09-15,09:55:00,233500,3500,-1.48%,12047,260518
66,2025-09-15,09:50:00,233500,3500,-1.48%,13437,248471
67,2025-09-15,09:45:00,233500,3000,-1.27%,3723,235034
68,2025-09-15,09:40:00,234000,3000,-1.27%,11007,231311
69,2025-09-15,09:35:00,234500,2500,-1.05%,6669,220304
70,2025-09-15,09:30:00,234500,3000,-1.26%,9744,213635
71,2025-09-15,09:25:00,233500,3500,-1.48%,11239,203891
72,2025-09-15,09:20:00,233500,3500,-1.48%,16529,192652
73,2025-09-15,09:15:00,233500,3500,-1.48%,14051,176123
74,2025-09-15,09:10:00,234000,3500,-1.47%,33093,162072
75,2025-09-15,09:05:00,234000,4000,-1.68%,37432,128979
76,2025-09-15,09:00:00,236000,4000,0.00%,91547,91547
