,date,time,price,change,change(%),amount,volume
0,2023-08-14,15:30:00,188800,1700,-0.89%,25434,294558
1,2023-08-14,15:15:00,188600,2000,-1.05%,4415,269124
2,2023-08-14,15:10:00,188600,2000,-1.05%,3244,264709
3,2023-08-14,15:05:00,188600,2000,-1.05%,3698,261465
4,2023-08-14,15:00:00,188600,2000,-1.05%,2800,257767
5,2023-08-14,14:55:00,188600,2000,-1.05%,2114,254967
6,2023-08-14,14:50:00,188600,2000,-1.05%,1580,252853
7,2023-08-14,14:45:00,188600,2100,-1.10%,2330,251273
8,2023-08-14,14:40:00,188600,2100,-1.10%,2672,248943
9,2023-08-14,14:35:00,188600,2100,-1.10%,3923,246271
10,2023-08-14,14:30:00,188600,2000,-1.05%,2644,242348
11,2023-08-14,14:25:00,188600,2000,-1.05%,1399,239704
12,2023-08-14,14:20:00,188600,2100,-1.10%,4717,238305
13,2023-08-14,14:15:00,188600,2000,-1.05%,3230,233588
14,2023-08-14,14:10:00,188600,2000,-1.05%,2778,230358
15,2023-08-14,14:05:00,188600,2000,-1.05%,2903,227580
16,2023-08-14,14:00:00,188600,2000,-1.05%,2693,224677
17,2023-08-14,13:55:00,188600,2000,-1.05%,2521,221984
18,2023-08-14,13:50:00,188600,2000,-1.05%,3231,219463
19,2023-08-14,13:45:00,188700,2000,-1.05%,2739,216232
20,2023-08-14,13:40:00,188700,1900,-1.00%,2710,213493
21,2023-08-14,13:35:00,188800,1900,-1.00%,1766,210783
22,2023-08-14,13:30:00,188800,1800,-0.94%,2616,209017
23,2023-08-14,13:25:00,188900,1800,-0.94%,2074,206401
24,2023-08-14,13:20:00,189100,1700,-0.89%,2988,204327
25,2023-08-14,13:15:00,189300,1500,-0.79%,1991,201339
26,2023-08-14,13:10:00,189200,1500,-0.79%,1461,199348
27,2023-08-14,13:05:00,189300,1400,-0.73%,1385,197887
28,2023-08-14,13:00:00,189300,1500,-0.79%,1472,196502
29,2023-08-14,12:55:00,189400,1400,-0.73%,1519,195030
30,2023-08-14,12:50:00,189400,1400,-0.73%,1908,193511
31,2023-08-14,12:45:00,189600,1300,-0.68%,1118,191603
32,2023-08-14,12:40:00,189600,1200,-0.63%,1497,190485
33,2023-08-14,12:35:00,189700,1000,-0.52%,1152,188988
34,2023-08-14,12:30:00,189900,900,-0.47%,1244,187836
35,2023-08-14,12:25:00,190000,1100,-0.58%,3538,186592
36,2023-08-14,12:20:00,189500,1500,-0.79%,3100,183054
37,2023-08-14,12:15:00,189300,1800,-0.94%,2133,179954
38,2023-08-14,12:10:00,188900,1800,-0.94%,2615,177821
39,2023-08-14,12:05:00,188900,1800,-0.94%,1723,175206
40,2023-08-14,12:00:00,189100,1800,-0.94%,6529,173483
41,2023-08-14,11:55:00,189400,1500,-0.79%,2127,166954
42,2023-08-14,11:50:00,189400,1500,-0.79%,3315,164827
43,2023-08-14,11:45:00,189300,1500,-0.79%,3987,161512
44,2023-08-14,11:40:00,189500,1300,-0.68%,2971,157525
45,2023-08-14,11:35:00,189600,1100,-0.58%,1874,154554
46,2023-08-14,11:30:00,189700,1000,-0.52%,1452,152680
47,2023-08-14,11:25:00,189800,1000,-0.52%,3043,151228
48,2023-08-14,11:20:00,189700,1000,-0.52%,2260,148185
49,2023-08-14,11:15:00,189800,1000,-0.52%,3199,145925
50,2023-08-14,11:10:00,190000,1100,-0.58%,9366,142726
51,2023-08-14,11:05:00,189900,1200,-0.63%,3395,133360
52,2023-08-14,11:00:00,189800,1200,-0.63%,2997,129965
53,2023-08-14,10:55:00,189800,900,-0.47%,1171,126968
54,2023-08-14,10:50:00,190000,900,-0.47%,8091,125797
55,2023-08-14,10:45:00,189800,1000,-0.52%,2481,117706
56,2023-08-14,10:40:00,189800,1100,-0.58%,2422,115225
57,2023-08-14,10:35:00,189800,1200,-0.63%,3165,112803
58,2023-08-14,10:30:00,189800,1000,-0.52%,2153,109638
59,2023-08-14,10:25:00,190000,900,-0.47%,2837,107485
60,2023-08-14,10:20:00,189900,1400,-0.73%,4712,104648
61,2023-08-14,10:15:00,190000,900,-0.47%,3664,99936
62,2023-08-14,10:10:00,189800,1200,-0.63%,3237,96272
63,2023-08-14,10:05:00,189600,1400,-0.73%,3174,93035
64,2023-08-14,10:00:00,189300,1500,-0.79%,5183,89861
65,2023-08-14,09:55:00,189900,1300,-0.68%,3151,84678
66,2023-08-14,09:50:00,189900,1300,-0.68%,3477,81527
67,2023-08-14,09:45:00,189600,1300,-0.68%,2064,78050
68,2023-08-14,09:40:00,189900,1200,-0.63%,5875,75986
69,2023-08-14,09:35:00,189900,1400,-0.73%,9152,70111
70,2023-08-14,09:30:00,190200,1100,-0.58%,8362,60959
71,2023-08-14,09:25:00,190000,700,-0.37%,2652,52597
72,2023-08-14,09:20:00,190000,1400,-0.73%,10489,49945
73,2023-08-14,09:15:00,189300,1900,-0.99%,4222,39456
74,2023-08-14,09:10:00,189000,2100,-1.10%,8879,35234
75,2023-08-14,09:05:00,189300,2200,-1.15%,10450,26355
76,2023-08-14,09:00:00,190500,1700,-0.88%,15905,15905
