,date,time,price,change,change(%),amount,volume
0,2023-09-21,15:30:00,68900,700,-1.01%,1120552,10702629
1,2023-09-21,15:15:00,68900,800,-1.15%,132470,9582077
2,2023-09-21,15:10:00,68900,800,-1.15%,104292,9449607
3,2023-09-21,15:05:00,68900,800,-1.15%,51208,9345315
4,2023-09-21,15:00:00,68900,800,-1.15%,68188,9294107
5,2023-09-21,14:55:00,68900,800,-1.15%,173155,9225919
6,2023-09-21,14:50:00,69000,800,-1.15%,268390,9052764
7,2023-09-21,14:45:00,69000,700,-1.00%,98906,8784374
8,2023-09-21,14:40:00,69000,700,-1.00%,58239,8685468
9,2023-09-21,14:35:00,69000,700,-1.00%,59507,8627229
10,2023-09-21,14:30:00,69000,700,-1.00%,97200,8567722
11,2023-09-21,14:25:00,69000,700,-1.00%,45182,8470522
12,2023-09-21,14:20:00,69000,700,-1.00%,44595,8425340
13,2023-09-21,14:15:00,69000,700,-1.00%,25978,8380745
14,2023-09-21,14:10:00,69000,700,-1.00%,24353,8354767
15,2023-09-21,14:05:00,69000,700,-1.00%,38191,8330414
16,2023-09-21,14:00:00,69000,700,-1.00%,17924,8292223
17,2023-09-21,13:55:00,69000,700,-1.00%,26902,8274299
18,2023-09-21,13:50:00,69000,700,-1.00%,90534,8247397
19,2023-09-21,13:45:00,69000,700,-1.00%,22872,8156863
20,2023-09-21,13:40:00,69000,700,-1.00%,28199,8133991
21,2023-09-21,13:35:00,69000,700,-1.00%,45039,8105792
22,2023-09-21,13:30:00,69000,700,-1.00%,23947,8060753
23,2023-09-21,13:25:00,69100,800,-1.14%,462382,8036806
24,2023-09-21,13:20:00,68900,800,-1.15%,34040,7574424
25,2023-09-21,13:15:00,68900,800,-1.15%,37413,7540384
26,2023-09-21,13:10:00,68900,800,-1.15%,28213,7502971
27,2023-09-21,13:05:00,68900,800,-1.15%,131290,7474758
28,2023-09-21,13:00:00,69000,800,-1.15%,359829,7343468
29,2023-09-21,12:55:00,69000,700,-1.00%,50526,6983639
30,2023-09-21,12:50:00,69000,700,-1.00%,19552,6933113
31,2023-09-21,12:45:00,69000,700,-1.00%,42636,6913561
32,2023-09-21,12:40:00,69100,700,-1.00%,284604,6870925
33,2023-09-21,12:35:00,69100,600,-0.86%,113078,6586321
34,2023-09-21,12:30:00,69100,600,-0.86%,38695,6473243
35,2023-09-21,12:25:00,69100,600,-0.86%,35561,6434548
36,2023-09-21,12:20:00,69100,600,-0.86%,62738,6398987
37,2023-09-21,12:15:00,69100,600,-0.86%,82667,6336249
38,2023-09-21,12:10:00,69100,600,-0.86%,43464,6253582
39,2023-09-21,12:05:00,69100,600,-0.86%,37556,6210118
40,2023-09-21,12:00:00,69100,600,-0.86%,56637,6172562
41,2023-09-21,11:55:00,69100,600,-0.86%,105247,6115925
42,2023-09-21,11:50:00,69100,600,-0.86%,50450,6010678
43,2023-09-21,11:45:00,69100,600,-0.86%,53570,5960228
44,2023-09-21,11:40:00,69200,600,-0.86%,272317,5906658
45,2023-09-21,11:35:00,69200,500,-0.72%,66354,5634341
46,2023-09-21,11:30:00,69200,500,-0.72%,36062,5567987
47,2023-09-21,11:25:00,69200,500,-0.72%,21670,5531925
48,2023-09-21,11:20:00,69200,500,-0.72%,28805,5510255
49,2023-09-21,11:15:00,69200,500,-0.72%,16666,5481450
50,2023-09-21,11:10:00,69200,500,-0.72%,24804,5464784
51,2023-09-21,11:05:00,69200,500,-0.72%,23254,5439980
52,2023-09-21,11:00:00,69300,500,-0.72%,206537,5416726
53,2023-09-21,10:55:00,69300,400,-0.57%,35022,5210189
54,2023-09-21,10:50:00,69300,400,-0.57%,38306,5175167
55,2023-09-21,10:45:00,69300,500,-0.72%,119119,5136861
56,2023-09-21,10:40:00,69200,500,-0.72%,230846,5017742
57,2023-09-21,10:35:00,69200,500,-0.72%,23253,4786896
58,2023-09-21,10:30:00,69200,500,-0.72%,42925,4763643
59,2023-09-21,10:25:00,69200,500,-0.72%,59760,4720718
60,2023-09-21,10:20:00,69200,500,-0.72%,38362,4660958
61,2023-09-21,10:15:00,69300,500,-0.72%,135498,4622596
62,2023-09-21,10:10:00,69300,400,-0.57%,20853,4487098
63,2023-09-21,10:05:00,69400,400,-0.57%,118059,4466245
64,2023-09-21,10:00:00,69400,400,-0.57%,62812,4348186
65,2023-09-21,09:55:00,69400,500,-0.72%,213698,4285374
66,2023-09-21,09:50:00,69300,500,-0.72%,153064,4071676
67,2023-09-21,09:45:00,69300,600,-0.86%,481929,3918612
68,2023-09-21,09:40:00,69300,500,-0.72%,332274,3436683
69,2023-09-21,09:35:00,69500,400,-0.57%,230391,3104409
70,2023-09-21,09:30:00,69600,300,0.00%,277515,2874018
71,2023-09-21,09:25:00,69600,100,0.00%,118343,2596503
72,2023-09-21,09:20:00,69700,100,0.14%,119225,2478160
73,2023-09-21,09:15:00,69800,200,0.29%,284915,2358935
74,2023-09-21,09:10:00,69700,100,0.14%,426520,2074020
75,2023-09-21,09:05:00,69800,200,0.29%,593090,1647500
76,2023-09-21,09:00:00,69600,400,-0.57%,1054410,1054410
