,date,time,price,change,change(%),amount,volume
0,2024-05-28,15:30:00,86100,100,-0.12%,13918,154476
1,2024-05-28,15:15:00,86000,400,-0.46%,3247,140558
2,2024-05-28,15:10:00,85900,400,-0.46%,2659,137311
3,2024-05-28,15:05:00,85900,400,-0.46%,2754,134652
4,2024-05-28,15:00:00,85900,400,-0.46%,3191,131898
5,2024-05-28,14:55:00,85900,400,-0.46%,2326,128698
6,2024-05-28,14:50:00,85900,400,-0.46%,4413,126372
7,2024-05-28,14:45:00,85900,400,-0.46%,1993,121959
8,2024-05-28,14:40:00,86000,400,-0.46%,1188,119966
9,2024-05-28,14:35:00,86000,400,-0.46%,4004,118778
10,2024-05-28,14:30:00,86000,400,-0.46%,4540,114774
11,2024-05-28,14:25:00,86000,300,-0.35%,1108,110234
12,2024-05-28,14:20:00,86000,300,-0.35%,802,109126
13,2024-05-28,14:15:00,86000,300,-0.35%,1825,108324
14,2024-05-28,14:10:00,86000,300,-0.35%,2971,106499
15,2024-05-28,14:05:00,86000,300,-0.35%,1163,103528
16,2024-05-28,14:00:00,86100,300,-0.35%,14506,102365
17,2024-05-28,13:55:00,86100,200,-0.23%,1286,87859
18,2024-05-28,13:50:00,86100,200,-0.23%,1449,86573
19,2024-05-28,13:45:00,86100,200,-0.23%,1075,85124
20,2024-05-28,13:40:00,86100,200,-0.23%,1472,84049
21,2024-05-28,13:35:00,86100,200,-0.23%,829,82577
22,2024-05-28,13:30:00,86100,200,-0.23%,1613,81748
23,2024-05-28,13:25:00,86100,200,-0.23%,835,80135
24,2024-05-28,13:20:00,86200,200,0.00%,2988,79300
25,2024-05-28,13:15:00,86200,100,0.00%,987,76312
26,2024-05-28,13:10:00,86200,100,0.00%,1064,75325
27,2024-05-28,13:05:00,86200,100,-0.12%,1204,74261
28,2024-05-28,13:00:00,86200,100,0.00%,970,73057
29,2024-05-28,12:55:00,86200,100,-0.12%,746,72087
30,2024-05-28,12:50:00,86200,100,-0.12%,2029,71341
31,2024-05-28,12:45:00,86200,100,-0.12%,626,69312
32,2024-05-28,12:40:00,86200,100,0.00%,795,68686
33,2024-05-28,12:35:00,86200,100,-0.12%,597,67891
34,2024-05-28,12:30:00,86200,100,-0.12%,556,67294
35,2024-05-28,12:25:00,86200,100,-0.12%,244,66738
36,2024-05-28,12:20:00,86200,100,-0.12%,305,66494
37,2024-05-28,12:15:00,86200,100,-0.12%,1999,66189
38,2024-05-28,12:10:00,86200,100,-0.12%,449,64190
39,2024-05-28,12:05:00,86200,100,0.00%,1096,63741
40,2024-05-28,12:00:00,86200,100,0.00%,611,62645
41,2024-05-28,11:55:00,86200,100,-0.12%,805,62034
42,2024-05-28,11:50:00,86200,100,0.00%,955,61229
43,2024-05-28,11:45:00,86200,100,-0.12%,695,60274
44,2024-05-28,11:40:00,86200,100,0.00%,261,59579
45,2024-05-28,11:35:00,86200,100,-0.12%,233,59318
46,2024-05-28,11:30:00,86200,100,0.00%,589,59085
47,2024-05-28,11:25:00,86200,100,0.00%,1308,58496
48,2024-05-28,11:20:00,86200,100,-0.12%,414,57188
49,2024-05-28,11:15:00,86200,100,0.00%,444,56774
50,2024-05-28,11:10:00,86200,100,0.00%,383,56330
51,2024-05-28,11:05:00,86200,100,-0.12%,595,55947
52,2024-05-28,11:00:00,86200,100,0.00%,645,55352
53,2024-05-28,10:55:00,86200,100,-0.12%,553,54707
54,2024-05-28,10:50:00,86200,100,0.00%,524,54154
55,2024-05-28,10:45:00,86200,100,-0.12%,289,53630
56,2024-05-28,10:40:00,86100,200,-0.23%,2106,53341
57,2024-05-28,10:35:00,86200,200,-0.23%,4901,51235
58,2024-05-28,10:30:00,86300,100,0.00%,3338,46334
59,2024-05-28,10:25:00,86300,100,0.00%,521,42996
60,2024-05-28,10:20:00,86300,100,0.00%,752,42475
61,2024-05-28,10:15:00,86300,100,0.00%,503,41723
62,2024-05-28,10:10:00,86300,100,0.12%,325,41220
63,2024-05-28,10:05:00,86300,100,0.12%,505,40895
64,2024-05-28,10:00:00,86300,100,0.12%,816,40390
65,2024-05-28,09:55:00,86300,100,-0.12%,1910,39574
66,2024-05-28,09:50:00,86300,100,0.00%,963,37664
67,2024-05-28,09:45:00,86200,100,0.00%,1149,36701
68,2024-05-28,09:40:00,86300,100,0.00%,1067,35552
69,2024-05-28,09:35:00,86200,100,-0.12%,1846,34485
70,2024-05-28,09:30:00,86300,200,-0.23%,1440,32639
71,2024-05-28,09:25:00,86200,400,-0.46%,6572,31199
72,2024-05-28,09:20:00,85900,400,-0.46%,1526,24627
73,2024-05-28,09:15:00,85900,400,-0.46%,1090,23101
74,2024-05-28,09:10:00,86000,500,-0.58%,6643,22011
75,2024-05-28,09:05:00,86000,500,-0.58%,2678,15368
76,2024-05-28,09:00:00,86400,500,-0.58%,12690,12690
