,date,time,price,change,change(%),amount,volume
0,2025-08-21,15:30:00,70600,100,0.14%,1069173,18353382
1,2025-08-21,15:15:00,71100,600,0.85%,154269,17284209
2,2025-08-21,15:10:00,71100,600,0.85%,149622,17129940
3,2025-08-21,15:05:00,71000,500,0.71%,206057,16980318
4,2025-08-21,15:00:00,71100,600,0.85%,131607,16774261
5,2025-08-21,14:55:00,71100,600,0.85%,211848,16642654
6,2025-08-21,14:50:00,70950,450,0.64%,197650,16430806
7,2025-08-21,14:45:00,70950,450,0.64%,183299,16233156
8,2025-08-21,14:40:00,71100,600,0.85%,94615,16049857
9,2025-08-21,14:35:00,71100,600,0.85%,164904,15955242
10,2025-08-21,14:30:00,71100,600,0.85%,198342,15790338
11,2025-08-21,14:25:00,71100,600,0.85%,149780,15591996
12,2025-08-21,14:20:00,71100,600,0.85%,489441,15442216
13,2025-08-21,14:15:00,71100,600,0.85%,91580,14952775
14,2025-08-21,14:10:00,71200,700,0.99%,190583,14861195
15,2025-08-21,14:05:00,71300,800,1.13%,199476,14670612
16,2025-08-21,14:00:00,71300,800,1.13%,155590,14471136
17,2025-08-21,13:55:00,71200,700,0.99%,55824,14315546
18,2025-08-21,13:50:00,71300,800,1.13%,186262,14259722
19,2025-08-21,13:45:00,71400,900,1.28%,190017,14073460
20,2025-08-21,13:40:00,71400,900,1.28%,100411,13883443
21,2025-08-21,13:35:00,71400,900,1.28%,166746,13783032
22,2025-08-21,13:30:00,71300,800,1.13%,137545,13616286
23,2025-08-21,13:25:00,71350,850,1.21%,174216,13478741
24,2025-08-21,13:20:00,71400,900,1.28%,343189,13304525
25,2025-08-21,13:15:00,71600,1100,1.56%,407686,12961336
26,2025-08-21,13:10:00,71600,1100,1.56%,193696,12553650
27,2025-08-21,13:05:00,71700,1200,1.70%,326555,12359954
28,2025-08-21,13:00:00,71800,1300,1.84%,194976,12033399
29,2025-08-21,12:55:00,71800,1300,1.84%,81779,11838423
30,2025-08-21,12:50:00,71800,1300,1.84%,203656,11756644
31,2025-08-21,12:45:00,71700,1200,1.70%,37605,11552988
32,2025-08-21,12:40:00,71800,1300,1.84%,259583,11515383
33,2025-08-21,12:35:00,71700,1200,1.70%,66679,11255800
34,2025-08-21,12:30:00,71700,1200,1.70%,32005,11189121
35,2025-08-21,12:25:00,71800,1300,1.84%,414928,11157116
36,2025-08-21,12:20:00,71800,1300,1.84%,150253,10742188
37,2025-08-21,12:15:00,71800,1300,1.84%,86211,10591935
38,2025-08-21,12:10:00,71800,1300,1.84%,157608,10505724
39,2025-08-21,12:05:00,71800,1300,1.84%,103301,10348116
40,2025-08-21,12:00:00,71800,1300,1.84%,62087,10244815
41,2025-08-21,11:55:00,71800,1300,1.84%,94375,10182728
42,2025-08-21,11:50:00,71800,1300,1.84%,70953,10088353
43,2025-08-21,11:45:00,71900,1400,1.99%,99950,10017400
44,2025-08-21,11:40:00,71900,1400,1.99%,221701,9917450
45,2025-08-21,11:35:00,71800,1300,1.84%,63268,9695749
46,2025-08-21,11:30:00,71800,1300,1.84%,249801,9632481
47,2025-08-21,11:25:00,71700,1200,1.70%,128707,9382680
48,2025-08-21,11:20:00,71700,1200,1.70%,149937,9253973
49,2025-08-21,11:15:00,71700,1200,1.70%,74110,9104036
50,2025-08-21,11:10:00,71700,1200,1.70%,83144,9029926
51,2025-08-21,11:05:00,71700,1200,1.70%,61770,8946782
52,2025-08-21,11:00:00,71800,1300,1.84%,202845,8885012
53,2025-08-21,10:55:00,71800,1300,1.84%,141201,8682167
54,2025-08-21,10:50:00,71900,1400,1.99%,285723,8540966
55,2025-08-21,10:45:00,71900,1400,1.99%,226645,8255243
56,2025-08-21,10:40:00,71800,1300,1.84%,219468,8028598
57,2025-08-21,10:35:00,71700,1200,1.70%,73221,7809130
58,2025-08-21,10:30:00,71700,1200,1.70%,84852,7735909
59,2025-08-21,10:25:00,71700,1200,1.70%,123348,7651057
60,2025-08-21,10:20:00,71700,1200,1.70%,468974,7527709
61,2025-08-21,10:15:00,71800,1300,1.84%,476240,7058735
62,2025-08-21,10:10:00,71900,1400,1.99%,405298,6582495
63,2025-08-21,10:05:00,71900,1400,1.99%,340153,6177197
64,2025-08-21,10:00:00,71700,1200,1.70%,139805,5837044
65,2025-08-21,09:55:00,71700,1200,1.70%,195236,5697239
66,2025-08-21,09:50:00,71700,1200,1.70%,157726,5502003
67,2025-08-21,09:45:00,71800,1300,1.84%,336283,5344277
68,2025-08-21,09:40:00,71900,1400,1.99%,271765,5007994
69,2025-08-21,09:35:00,71900,1400,1.99%,188665,4736229
70,2025-08-21,09:30:00,71900,1400,1.99%,356251,4547564
71,2025-08-21,09:25:00,71800,1300,1.84%,290151,4191313
72,2025-08-21,09:20:00,71700,1200,1.70%,451847,3901162
73,2025-08-21,09:15:00,71900,1400,1.99%,465582,3449315
74,2025-08-21,09:10:00,71900,1400,1.99%,748857,2983733
75,2025-08-21,09:05:00,71500,1000,1.42%,498742,2234876
76,2025-08-21,09:00:00,71600,1100,1.56%,1736134,1736134
