,date,time,price,change,change(%),amount,volume
0,2023-07-24,15:30:00,82000,300,-0.36%,22696,257802
1,2023-07-24,15:15:00,82100,300,-0.36%,1573,235106
2,2023-07-24,15:10:00,82100,300,-0.36%,1281,233533
3,2023-07-24,15:05:00,82100,300,-0.36%,3732,232252
4,2023-07-24,15:00:00,82100,300,-0.36%,1685,228520
5,2023-07-24,14:55:00,82100,300,-0.36%,1562,226835
6,2023-07-24,14:50:00,82100,300,-0.36%,1544,225273
7,2023-07-24,14:45:00,82100,300,-0.36%,829,223729
8,2023-07-24,14:40:00,82200,200,-0.24%,7945,222900
9,2023-07-24,14:35:00,82200,200,-0.24%,898,214955
10,2023-07-24,14:30:00,82200,200,-0.24%,1321,214057
11,2023-07-24,14:25:00,82200,200,-0.24%,884,212736
12,2023-07-24,14:20:00,82200,200,-0.24%,2800,211852
13,2023-07-24,14:15:00,82200,200,-0.24%,871,209052
14,2023-07-24,14:10:00,82200,200,-0.24%,1280,208181
15,2023-07-24,14:05:00,82200,200,-0.24%,880,206901
16,2023-07-24,14:00:00,82200,200,-0.24%,833,206021
17,2023-07-24,13:55:00,82200,200,-0.24%,730,205188
18,2023-07-24,13:50:00,82200,200,-0.24%,1505,204458
19,2023-07-24,13:45:00,82200,200,-0.24%,5481,202953
20,2023-07-24,13:40:00,82200,200,-0.24%,1000,197472
21,2023-07-24,13:35:00,82200,300,-0.36%,5141,196472
22,2023-07-24,13:30:00,82200,300,-0.36%,2600,191331
23,2023-07-24,13:25:00,82100,400,-0.48%,10764,188731
24,2023-07-24,13:20:00,82000,400,-0.49%,1601,177967
25,2023-07-24,13:15:00,82100,400,-0.48%,11576,176366
26,2023-07-24,13:10:00,82100,300,-0.36%,1377,164790
27,2023-07-24,13:05:00,82100,300,-0.36%,2728,163413
28,2023-07-24,13:00:00,82100,300,-0.36%,1300,160685
29,2023-07-24,12:55:00,82100,300,-0.36%,5229,159385
30,2023-07-24,12:50:00,82100,300,-0.36%,1035,154156
31,2023-07-24,12:45:00,82100,300,-0.36%,782,153121
32,2023-07-24,12:40:00,82100,300,-0.36%,642,152339
33,2023-07-24,12:35:00,82200,300,-0.36%,4943,151697
34,2023-07-24,12:30:00,82200,200,-0.24%,1383,146754
35,2023-07-24,12:25:00,82200,200,-0.24%,535,145371
36,2023-07-24,12:20:00,82200,200,-0.24%,750,144836
37,2023-07-24,12:15:00,82200,200,-0.24%,622,144086
38,2023-07-24,12:10:00,82200,200,-0.24%,786,143464
39,2023-07-24,12:05:00,82200,300,-0.36%,7478,142678
40,2023-07-24,12:00:00,82300,300,-0.36%,9544,135200
41,2023-07-24,11:55:00,82300,100,0.00%,686,125656
42,2023-07-24,11:50:00,82300,100,0.00%,1511,124970
43,2023-07-24,11:45:00,82300,100,0.00%,1305,123459
44,2023-07-24,11:40:00,82300,100,-0.12%,1168,122154
45,2023-07-24,11:35:00,82300,100,0.00%,1149,120986
46,2023-07-24,11:30:00,82300,100,0.00%,698,119837
47,2023-07-24,11:25:00,82300,100,0.00%,791,119139
48,2023-07-24,11:20:00,82300,100,0.00%,2401,118348
49,2023-07-24,11:15:00,82300,100,0.00%,624,115947
50,2023-07-24,11:10:00,82300,100,0.00%,850,115323
51,2023-07-24,11:05:00,82300,100,0.00%,343,114473
52,2023-07-24,11:00:00,82300,100,0.00%,504,114130
53,2023-07-24,10:55:00,82300,100,-0.12%,1116,113626
54,2023-07-24,10:50:00,82300,100,-0.12%,1229,112510
55,2023-07-24,10:45:00,82300,200,-0.24%,1749,111281
56,2023-07-24,10:40:00,82400,300,-0.36%,17860,109532
57,2023-07-24,10:35:00,82100,300,-0.36%,961,91672
58,2023-07-24,10:30:00,82100,300,-0.36%,1609,90711
59,2023-07-24,10:25:00,82100,300,-0.36%,330,89102
60,2023-07-24,10:20:00,82100,300,-0.36%,1183,88772
61,2023-07-24,10:15:00,82100,300,-0.36%,320,87589
62,2023-07-24,10:10:00,82100,300,-0.36%,1222,87269
63,2023-07-24,10:05:00,82100,300,-0.36%,3275,86047
64,2023-07-24,10:00:00,82100,300,-0.36%,2229,82772
65,2023-07-24,09:55:00,82100,300,-0.36%,3184,80543
66,2023-07-24,09:50:00,82100,300,-0.36%,1206,77359
67,2023-07-24,09:45:00,82100,300,-0.36%,1411,76153
68,2023-07-24,09:40:00,82100,500,-0.61%,9451,74742
69,2023-07-24,09:35:00,82100,400,-0.48%,9437,65291
70,2023-07-24,09:30:00,82200,300,-0.36%,6618,55854
71,2023-07-24,09:25:00,82200,200,-0.24%,597,49236
72,2023-07-24,09:20:00,82200,200,-0.24%,510,48639
73,2023-07-24,09:15:00,82200,300,-0.36%,3231,48129
74,2023-07-24,09:10:00,82300,300,-0.36%,10617,44898
75,2023-07-24,09:05:00,82300,300,-0.36%,18265,34281
76,2023-07-24,09:00:00,82500,200,-0.24%,16016,16016
