date,time,price,change,change(%),amount,volume
2022-07-19,15:50:00,188500,"▲ 3,000",1.62,115,811446
2022-07-19,15:40:00,188500,"▲ 3,000",1.62,1014,811331
2022-07-19,15:30:00,188500,"▲ 3,000",1.62,52145,810317
2022-07-19,15:10:00,188500,"▲ 3,000",1.62,48897,758172
2022-07-19,15:00:00,188500,"▲ 3,000",1.62,36025,709275
2022-07-19,14:50:00,188000,"▲ 2,500",1.35,31792,673250
2022-07-19,14:40:00,188000,"▲ 2,500",1.35,10327,641458
2022-07-19,14:30:00,188500,"▲ 3,000",1.62,11465,631131
2022-07-19,14:20:00,188500,"▲ 3,000",1.62,7385,619666
2022-07-19,14:10:00,188000,"▲ 2,500",1.35,46343,612281
2022-07-19,14:00:00,187500,"▲ 2,000",1.08,47110,565938
2022-07-19,13:50:00,187500,"▲ 2,000",1.08,4742,518828
2022-07-19,13:40:00,187500,"▲ 2,000",1.08,13755,514086
2022-07-19,13:30:00,186500,"▲ 1,000",0.54,4073,500331
2022-07-19,13:20:00,187000,"▲ 1,500",0.81,10284,496258
2022-07-19,13:10:00,187000,"▲ 1,500",0.81,4045,485974
2022-07-19,13:00:00,187500,"▲ 2,000",1.08,9746,481929
2022-07-19,12:50:00,186500,"▲ 1,000",0.54,22326,472183
2022-07-19,12:40:00,186500,"▲ 1,000",0.54,20207,449857
2022-07-19,12:30:00,187500,"▲ 2,000",1.08,4414,429650
2022-07-19,13:20:00,187000,"▲ 1,500",0.81,10284,496258
2022-07-19,13:10:00,187000,"▲ 1,500",0.81,4045,485974
2022-07-19,13:00:00,187500,"▲ 2,000",1.08,9746,481929
2022-07-19,12:50:00,186500,"▲ 1,000",0.54,22326,472183
2022-07-19,12:40:00,186500,"▲ 1,000",0.54,20207,449857
2022-07-19,12:30:00,187500,"▲ 2,000",1.08,4414,429650
2022-07-19,12:20:00,187500,"▲ 2,000",1.08,5427,425236
2022-07-19,12:10:00,187500,"▲ 2,000",1.08,7314,419809
2022-07-19,12:00:00,187500,"▲ 2,000",1.08,3257,412495
2022-07-19,11:50:00,187000,"▲ 1,500",0.81,2749,409238
2022-07-19,11:40:00,187000,"▲ 1,500",0.81,2857,406489
2022-07-19,11:30:00,187500,"▲ 2,000",1.08,15080,403632
2022-07-19,11:20:00,186500,"▲ 1,000",0.54,4183,388552
2022-07-19,11:10:00,187000,"▲ 1,500",0.81,2739,384369
2022-07-19,11:00:00,187000,"▲ 1,500",0.81,12147,381630
2022-07-19,10:50:00,186000,▲ 500,0.27,18348,369483
2022-07-19,10:40:00,187000,"▲ 1,500",0.81,7635,351135
2022-07-19,10:30:00,186500,"▲ 1,000",0.54,25843,343500
2022-07-19,10:20:00,187500,"▲ 2,000",1.08,5762,317657
2022-07-19,10:10:00,187500,"▲ 2,000",1.08,6352,311895
2022-07-19,10:00:00,187000,"▲ 1,500",0.81,13846,305543
2022-07-19,09:50:00,188000,"▲ 2,500",1.35,25296,291697
2022-07-19,09:40:00,188000,"▲ 2,500",1.35,10284,266401
2022-07-19,09:30:00,188500,"▲ 3,000",1.62,35615,256117
2022-07-19,09:20:00,187500,"▲ 2,000",1.08,75166,220502
2022-07-19,09:10:00,188000,"▲ 2,500",1.35,115584,145336
2022-07-19,09:00:00,185000,▼ 500,-0.27,29524,29752
2022-07-19,08:30:00,185500,0,0.0,228,228
