date,time,price,change,change(%),amount,volume
2022-07-20,15:50:00,60500,▼ 400,-0.66,4160,16718393
2022-07-20,15:40:00,60500,▼ 400,-0.66,16073,16714233
2022-07-20,15:30:00,60500,▼ 400,-0.66,1345726,16698160
2022-07-20,15:10:00,60600,▼ 300,-0.49,512183,15352434
2022-07-20,15:00:00,60700,▼ 200,-0.33,780709,14840251
2022-07-20,14:50:00,60600,▼ 300,-0.49,470321,14059542
2022-07-20,14:40:00,60800,▼ 100,-0.16,164009,13589221
2022-07-20,14:30:00,60900,0,0.0,340323,13425212
2022-07-20,14:20:00,60900,0,0.0,470748,13084889
2022-07-20,14:10:00,60800,▼ 100,-0.16,417116,12614141
2022-07-20,14:00:00,60800,▼ 100,-0.16,579103,12197025
2022-07-20,13:50:00,60900,0,0.0,112836,11617922
2022-07-20,13:40:00,60900,0,0.0,115170,11505086
2022-07-20,13:30:00,60800,▼ 100,-0.16,423532,11389916
2022-07-20,13:20:00,61100,▲ 200,0.33,274595,10966384
2022-07-20,13:10:00,61100,▲ 200,0.33,162791,10691789
2022-07-20,13:00:00,61200,▲ 300,0.49,132101,10528998
2022-07-20,12:50:00,61200,▲ 300,0.49,235226,10396897
2022-07-20,12:40:00,61300,▲ 400,0.66,146243,10161671
2022-07-20,12:30:00,61300,▲ 400,0.66,201052,10015428
2022-07-20,13:20:00,61100,▲ 200,0.33,274595,10966384
2022-07-20,13:10:00,61100,▲ 200,0.33,162791,10691789
2022-07-20,13:00:00,61200,▲ 300,0.49,132101,10528998
2022-07-20,12:50:00,61200,▲ 300,0.49,235226,10396897
2022-07-20,12:40:00,61300,▲ 400,0.66,146243,10161671
2022-07-20,12:30:00,61300,▲ 400,0.66,201052,10015428
2022-07-20,12:20:00,61100,▲ 200,0.33,238905,9814376
2022-07-20,12:10:00,61200,▲ 300,0.49,74419,9575471
2022-07-20,12:00:00,61100,▲ 200,0.33,162656,9501052
2022-07-20,11:50:00,61300,▲ 400,0.66,287661,9338396
2022-07-20,11:40:00,61200,▲ 300,0.49,155075,9050735
2022-07-20,11:30:00,61200,▲ 300,0.49,211151,8895660
2022-07-20,11:20:00,61100,▲ 200,0.33,340162,8684509
2022-07-20,11:10:00,61000,▲ 100,0.16,243465,8344347
2022-07-20,11:00:00,61000,▲ 100,0.16,260816,8100882
2022-07-20,10:50:00,60900,0,0.0,407841,7840066
2022-07-20,10:40:00,60800,▼ 100,-0.16,929022,7432225
2022-07-20,10:30:00,61100,▲ 200,0.33,316926,6503203
2022-07-20,10:20:00,61000,▲ 100,0.16,270015,6186277
2022-07-20,10:10:00,61100,▲ 200,0.33,367409,5916262
2022-07-20,10:00:00,61200,▲ 300,0.49,348879,5548853
2022-07-20,09:50:00,61300,▲ 400,0.66,317806,5199974
2022-07-20,09:40:00,61300,▲ 400,0.66,306911,4882168
2022-07-20,09:30:00,61300,▲ 400,0.66,781088,4575257
2022-07-20,09:20:00,61700,▲ 800,1.31,465236,3794169
2022-07-20,09:10:00,61500,▲ 600,0.99,607383,3328933
2022-07-20,09:00:00,61800,▲ 900,1.48,2721534,2721550
2022-07-20,08:30:00,60900,0,0.0,16,16
