,date,time,price,change,change(%),amount,volume
0,2025-04-08,15:30:00,103900,3400,3.38%,25597,443286
1,2025-04-08,15:15:00,104600,4100,4.08%,19043,417689
2,2025-04-08,15:10:00,104300,3800,3.78%,20364,398646
3,2025-04-08,15:05:00,104400,3900,3.88%,25667,378282
4,2025-04-08,15:00:00,104000,3500,3.48%,17799,352615
5,2025-04-08,14:55:00,103100,2600,2.59%,8895,334816
6,2025-04-08,14:50:00,102800,2300,2.29%,7700,325921
7,2025-04-08,14:45:00,102400,1900,1.89%,5282,318221
8,2025-04-08,14:40:00,102500,2000,1.99%,5405,312939
9,2025-04-08,14:35:00,102500,2000,1.99%,4242,307534
10,2025-04-08,14:30:00,102400,1900,1.89%,3518,303292
11,2025-04-08,14:25:00,102200,1700,1.69%,3888,299774
12,2025-04-08,14:20:00,102100,1600,1.59%,4425,295886
13,2025-04-08,14:15:00,102100,1600,1.59%,3326,291461
14,2025-04-08,14:10:00,102000,1500,1.49%,3970,288135
15,2025-04-08,14:05:00,102100,1600,1.59%,3669,284165
16,2025-04-08,14:00:00,102300,1800,1.79%,5607,280496
17,2025-04-08,13:55:00,102200,1700,1.69%,2673,274889
18,2025-04-08,13:50:00,102100,1600,1.59%,6276,272216
19,2025-04-08,13:45:00,102100,1600,1.59%,3810,265940
20,2025-04-08,13:40:00,102000,1500,1.49%,2980,262130
21,2025-04-08,13:35:00,101800,1300,1.29%,2253,259150
22,2025-04-08,13:30:00,102000,1500,1.49%,6986,256897
23,2025-04-08,13:25:00,102000,1500,1.49%,2233,249911
24,2025-04-08,13:20:00,102000,1500,1.49%,8402,247678
25,2025-04-08,13:15:00,101800,1300,1.29%,3581,239276
26,2025-04-08,13:10:00,101600,1100,1.09%,2989,235695
27,2025-04-08,13:05:00,101500,1000,1.00%,2468,232706
28,2025-04-08,13:00:00,101500,1000,1.00%,4216,230238
29,2025-04-08,12:55:00,101400,900,0.90%,2387,226022
30,2025-04-08,12:50:00,101400,900,0.90%,2593,223635
31,2025-04-08,12:45:00,101300,800,0.80%,2763,221042
32,2025-04-08,12:40:00,101300,800,0.80%,3351,218279
33,2025-04-08,12:35:00,101300,800,0.80%,2046,214928
34,2025-04-08,12:30:00,101400,900,0.90%,2462,212882
35,2025-04-08,12:25:00,101400,900,0.90%,3025,210420
36,2025-04-08,12:20:00,101300,800,0.80%,2635,207395
37,2025-04-08,12:15:00,101300,800,0.80%,2897,204760
38,2025-04-08,12:10:00,101500,1000,1.00%,3720,201863
39,2025-04-08,12:05:00,101800,1300,1.29%,2750,198143
40,2025-04-08,12:00:00,101800,1300,1.29%,2702,195393
41,2025-04-08,11:55:00,101800,1300,1.29%,3214,192691
42,2025-04-08,11:50:00,102000,1500,1.49%,3466,189477
43,2025-04-08,11:45:00,102000,1500,1.49%,2111,186011
44,2025-04-08,11:40:00,101900,1400,1.39%,2520,183900
45,2025-04-08,11:35:00,102000,1500,1.49%,1999,181380
46,2025-04-08,11:30:00,102300,1800,1.79%,5340,179381
47,2025-04-08,11:25:00,102300,1800,1.79%,3240,174041
48,2025-04-08,11:20:00,102200,1700,1.69%,2595,170801
49,2025-04-08,11:15:00,102100,1600,1.59%,3309,168206
50,2025-04-08,11:10:00,102000,1500,1.49%,2723,164897
51,2025-04-08,11:05:00,102100,1600,1.59%,4066,162174
52,2025-04-08,11:00:00,102100,1600,1.59%,4264,158108
53,2025-04-08,10:55:00,102200,1700,1.69%,6262,153844
54,2025-04-08,10:50:00,101900,1400,1.39%,7413,147582
55,2025-04-08,10:45:00,101600,1100,1.09%,2379,140169
56,2025-04-08,10:40:00,101600,1100,1.09%,2593,137790
57,2025-04-08,10:35:00,101600,1100,1.09%,3599,135197
58,2025-04-08,10:30:00,101600,1100,1.09%,3166,131598
59,2025-04-08,10:25:00,101600,1100,1.09%,3508,128432
60,2025-04-08,10:20:00,101500,1000,1.00%,3570,124924
61,2025-04-08,10:15:00,101300,800,0.80%,3992,121354
62,2025-04-08,10:10:00,101300,800,0.80%,8583,117362
63,2025-04-08,10:05:00,100900,400,0.40%,4063,108779
64,2025-04-08,10:00:00,101000,500,0.50%,4891,104716
65,2025-04-08,09:55:00,101000,500,0.50%,3332,99825
66,2025-04-08,09:50:00,101100,600,0.60%,5521,96493
67,2025-04-08,09:45:00,101000,500,0.50%,3212,90972
68,2025-04-08,09:40:00,100900,400,0.40%,4525,87760
69,2025-04-08,09:35:00,100800,300,0.00%,8374,83235
70,2025-04-08,09:30:00,100600,100,0.10%,7751,74861
71,2025-04-08,09:25:00,100500,500,0.00%,10596,67110
72,2025-04-08,09:20:00,100500,300,0.00%,4618,56514
73,2025-04-08,09:15:00,100600,500,0.50%,8450,51896
74,2025-04-08,09:10:00,100600,200,0.20%,2660,43446
75,2025-04-08,09:05:00,100600,1200,1.21%,15316,40786
76,2025-04-08,09:00:00,101600,1100,1.09%,25470,25470
