date,time,price,change,change(%),amount,volume
2022-11-25,15:50:00,166000,"▼ 1,500",-0.9,144,353500
2022-11-25,15:40:00,166000,"▼ 1,500",-0.9,833,353356
2022-11-25,15:30:00,166000,"▼ 1,500",-0.9,28894,352523
2022-11-25,15:10:00,166500,"▼ 1,000",-0.6,15685,323629
2022-11-25,15:00:00,166000,"▼ 1,500",-0.9,10637,307944
2022-11-25,14:50:00,166000,"▼ 1,500",-0.9,8024,297307
2022-11-25,14:40:00,166000,"▼ 1,500",-0.9,6162,289283
2022-11-25,14:30:00,166000,"▼ 1,500",-0.9,3648,283121
2022-11-25,14:20:00,166000,"▼ 1,500",-0.9,7688,279473
2022-11-25,14:10:00,166000,"▼ 1,500",-0.9,4761,271785
2022-11-25,14:00:00,166500,"▼ 1,000",-0.6,4720,267024
2022-11-25,13:50:00,166000,"▼ 1,500",-0.9,5491,262304
2022-11-25,13:40:00,166500,"▼ 1,000",-0.6,6688,256813
2022-11-25,13:30:00,166000,"▼ 1,500",-0.9,4502,250125
2022-11-25,13:20:00,166000,"▼ 1,500",-0.9,3658,245623
2022-11-25,13:10:00,166000,"▼ 1,500",-0.9,4298,241965
2022-11-25,13:00:00,166000,"▼ 1,500",-0.9,3325,237667
2022-11-25,12:50:00,166000,"▼ 1,500",-0.9,3909,234342
2022-11-25,12:40:00,166500,"▼ 1,000",-0.6,2834,230433
2022-11-25,12:30:00,166000,"▼ 1,500",-0.9,3504,227599
2022-11-25,13:20:00,166000,"▼ 1,500",-0.9,3658,245623
2022-11-25,13:10:00,166000,"▼ 1,500",-0.9,4298,241965
2022-11-25,13:00:00,166000,"▼ 1,500",-0.9,3325,237667
2022-11-25,12:50:00,166000,"▼ 1,500",-0.9,3909,234342
2022-11-25,12:40:00,166500,"▼ 1,000",-0.6,2834,230433
2022-11-25,12:30:00,166000,"▼ 1,500",-0.9,3504,227599
2022-11-25,12:20:00,166000,"▼ 1,500",-0.9,3397,224095
2022-11-25,12:10:00,166000,"▼ 1,500",-0.9,4128,220698
2022-11-25,12:00:00,166000,"▼ 1,500",-0.9,2696,216570
2022-11-25,11:50:00,166000,"▼ 1,500",-0.9,3336,213874
2022-11-25,11:40:00,166500,"▼ 1,000",-0.6,3039,210538
2022-11-25,11:30:00,166000,"▼ 1,500",-0.9,8920,207499
2022-11-25,11:20:00,166500,"▼ 1,000",-0.6,13366,198579
2022-11-25,11:10:00,166500,"▼ 1,000",-0.6,17318,185213
2022-11-25,11:00:00,167000,▼ 500,-0.3,4693,167895
2022-11-25,10:50:00,166500,"▼ 1,000",-0.6,5928,163202
2022-11-25,10:40:00,167000,▼ 500,-0.3,1575,157274
2022-11-25,10:30:00,167000,▼ 500,-0.3,49727,155699
2022-11-25,10:20:00,167500,0,0.0,4228,105972
2022-11-25,10:10:00,168000,▲ 500,0.3,9224,101744
2022-11-25,10:00:00,167500,0,0.0,1750,92520
2022-11-25,09:50:00,168000,▲ 500,0.3,14660,90770
2022-11-25,09:40:00,168000,▲ 500,0.3,4887,76110
2022-11-25,09:30:00,167500,0,0.0,5898,71223
2022-11-25,09:20:00,168000,▲ 500,0.3,27974,65325
2022-11-25,09:10:00,167500,0,0.0,17166,37351
2022-11-25,09:00:00,166500,"▼ 1,000",-0.6,20185,20185
