,date,time,price,change,change(%),amount,volume
0,2025-01-03,15:30:00,200500,6700,3.46%,22131,792953
1,2025-01-03,15:15:00,201500,7700,3.97%,11229,770822
2,2025-01-03,15:10:00,201000,7200,3.72%,8941,759593
3,2025-01-03,15:05:00,201000,7200,3.72%,8151,750652
4,2025-01-03,15:00:00,201000,7200,3.72%,1738,742501
5,2025-01-03,14:55:00,201000,7200,3.72%,9131,740763
6,2025-01-03,14:50:00,201000,7200,3.72%,3456,731632
7,2025-01-03,14:45:00,201000,7200,3.72%,1724,728176
8,2025-01-03,14:40:00,201000,7200,3.72%,11321,726452
9,2025-01-03,14:35:00,200500,6700,3.46%,1792,715131
10,2025-01-03,14:30:00,200500,6700,3.46%,4189,713339
11,2025-01-03,14:25:00,200000,6200,3.20%,2713,709150
12,2025-01-03,14:20:00,200000,6200,3.20%,3465,706437
13,2025-01-03,14:15:00,200000,6200,3.20%,4167,702972
14,2025-01-03,14:10:00,200000,6200,3.20%,3042,698805
15,2025-01-03,14:05:00,200500,6700,3.46%,15588,695763
16,2025-01-03,14:00:00,200500,6700,3.46%,4906,680175
17,2025-01-03,13:55:00,201000,7200,3.72%,5275,675269
18,2025-01-03,13:50:00,201000,7200,3.72%,8314,669994
19,2025-01-03,13:45:00,201000,7200,3.72%,19709,661680
20,2025-01-03,13:40:00,200500,6700,3.46%,20203,641971
21,2025-01-03,13:35:00,201000,7200,3.72%,25598,621768
22,2025-01-03,13:30:00,202000,8200,4.23%,15502,596170
23,2025-01-03,13:25:00,202000,8200,4.23%,4157,580668
24,2025-01-03,13:20:00,201500,7700,3.97%,24431,576511
25,2025-01-03,13:15:00,201000,7200,3.72%,3521,552080
26,2025-01-03,13:10:00,201000,7200,3.72%,2432,548559
27,2025-01-03,13:05:00,201000,7200,3.72%,2368,546127
28,2025-01-03,13:00:00,201000,7200,3.72%,2659,543759
29,2025-01-03,12:55:00,201000,7200,3.72%,4965,541100
30,2025-01-03,12:50:00,201000,7200,3.72%,5834,536135
31,2025-01-03,12:45:00,200500,6700,3.46%,1523,530301
32,2025-01-03,12:40:00,200500,6700,3.46%,15737,528778
33,2025-01-03,12:35:00,199900,6100,3.15%,2669,513041
34,2025-01-03,12:30:00,199900,6100,3.15%,2290,510372
35,2025-01-03,12:25:00,199900,6100,3.15%,3083,508082
36,2025-01-03,12:20:00,199900,6100,3.15%,4929,504999
37,2025-01-03,12:15:00,199900,6100,3.15%,5625,500070
38,2025-01-03,12:10:00,200000,6200,3.20%,3183,494445
39,2025-01-03,12:05:00,200500,6700,3.46%,3354,491262
40,2025-01-03,12:00:00,200500,6700,3.46%,2686,487908
41,2025-01-03,11:55:00,200500,6700,3.46%,1841,485222
42,2025-01-03,11:50:00,200500,6700,3.46%,1301,483381
43,2025-01-03,11:45:00,200500,6700,3.46%,1610,482080
44,2025-01-03,11:40:00,200500,6700,3.46%,13526,480470
45,2025-01-03,11:35:00,199800,6000,3.10%,4404,466944
46,2025-01-03,11:30:00,199800,6000,3.10%,4041,462540
47,2025-01-03,11:25:00,200000,6200,3.20%,7151,458499
48,2025-01-03,11:20:00,200500,6700,3.46%,3905,451348
49,2025-01-03,11:15:00,200500,6700,3.46%,10732,447443
50,2025-01-03,11:10:00,200500,6700,3.46%,7097,436711
51,2025-01-03,11:05:00,201000,7200,3.72%,6918,429614
52,2025-01-03,11:00:00,201000,7200,3.72%,3540,422696
53,2025-01-03,10:55:00,201000,7200,3.72%,3507,419156
54,2025-01-03,10:50:00,202000,8200,4.23%,12024,415649
55,2025-01-03,10:45:00,202000,8200,4.23%,10462,403625
56,2025-01-03,10:40:00,201500,7700,3.97%,3435,393163
57,2025-01-03,10:35:00,202000,8200,4.23%,16876,389728
58,2025-01-03,10:30:00,202000,8200,4.23%,19342,372852
59,2025-01-03,10:25:00,201500,7700,3.97%,3654,353510
60,2025-01-03,10:20:00,202000,8200,4.23%,7845,349856
61,2025-01-03,10:15:00,202000,8200,4.23%,7285,342011
62,2025-01-03,10:10:00,201500,7700,3.97%,9616,334726
63,2025-01-03,10:05:00,201500,7700,3.97%,8325,325110
64,2025-01-03,10:00:00,201500,7700,3.97%,30528,316785
65,2025-01-03,09:55:00,200500,6700,3.46%,4185,286257
66,2025-01-03,09:50:00,200500,6700,3.46%,10822,282072
67,2025-01-03,09:45:00,200500,6700,3.46%,13226,271250
68,2025-01-03,09:40:00,200500,6700,3.46%,20687,258024
69,2025-01-03,09:35:00,200500,6700,3.46%,25404,237337
70,2025-01-03,09:30:00,200000,6200,3.20%,24221,211933
71,2025-01-03,09:25:00,199600,5800,2.99%,28399,187712
72,2025-01-03,09:20:00,198600,4800,2.48%,17420,159313
73,2025-01-03,09:15:00,198700,4900,2.53%,23137,141893
74,2025-01-03,09:10:00,198500,4700,2.43%,33689,118756
75,2025-01-03,09:05:00,197100,3300,1.70%,14288,85067
76,2025-01-03,09:00:00,197900,4100,-2.03%,70779,70779
