date,time,price,change,change(%),amount,volume
2022-07-25,15:50:00,248000,"▼ 2,000",-0.8,51,379661
2022-07-25,15:40:00,248000,"▼ 2,000",-0.8,178,379610
2022-07-25,15:30:00,248000,"▼ 2,000",-0.8,25190,379432
2022-07-25,15:10:00,248500,"▼ 1,500",-0.6,7928,354242
2022-07-25,15:00:00,248500,"▼ 1,500",-0.6,13004,346314
2022-07-25,14:50:00,247500,"▼ 2,500",-1.0,4807,333310
2022-07-25,14:40:00,247500,"▼ 2,500",-1.0,3990,328503
2022-07-25,14:30:00,248000,"▼ 2,000",-0.8,8058,324513
2022-07-25,14:20:00,248000,"▼ 2,000",-0.8,2873,316455
2022-07-25,14:10:00,247500,"▼ 2,500",-1.0,5025,313582
2022-07-25,14:00:00,247500,"▼ 2,500",-1.0,6480,308557
2022-07-25,13:50:00,248500,"▼ 1,500",-0.6,4358,302077
2022-07-25,13:40:00,249000,"▼ 1,000",-0.4,9401,297719
2022-07-25,13:30:00,248000,"▼ 2,000",-0.8,3729,288318
2022-07-25,13:20:00,248500,"▼ 1,500",-0.6,16085,284589
2022-07-25,13:10:00,248000,"▼ 2,000",-0.8,4662,268504
2022-07-25,13:00:00,247500,"▼ 2,500",-1.0,5615,263842
2022-07-25,12:50:00,247000,"▼ 3,000",-1.2,16370,258227
2022-07-25,12:40:00,246000,"▼ 4,000",-1.6,2823,241857
2022-07-25,12:30:00,246500,"▼ 3,500",-1.4,9882,239034
2022-07-25,13:20:00,248500,"▼ 1,500",-0.6,16085,284589
2022-07-25,13:10:00,248000,"▼ 2,000",-0.8,4662,268504
2022-07-25,13:00:00,247500,"▼ 2,500",-1.0,5615,263842
2022-07-25,12:50:00,247000,"▼ 3,000",-1.2,16370,258227
2022-07-25,12:40:00,246000,"▼ 4,000",-1.6,2823,241857
2022-07-25,12:30:00,246500,"▼ 3,500",-1.4,9882,239034
2022-07-25,12:20:00,246000,"▼ 4,000",-1.6,7082,229152
2022-07-25,12:10:00,246000,"▼ 4,000",-1.6,6320,222070
2022-07-25,12:00:00,247000,"▼ 3,000",-1.2,9762,215750
2022-07-25,11:50:00,246500,"▼ 3,500",-1.4,3163,205988
2022-07-25,11:40:00,246500,"▼ 3,500",-1.4,2373,202825
2022-07-25,11:30:00,246000,"▼ 4,000",-1.6,2124,200452
2022-07-25,11:20:00,246000,"▼ 4,000",-1.6,5255,198328
2022-07-25,11:10:00,245500,"▼ 4,500",-1.8,8644,193073
2022-07-25,11:00:00,245000,"▼ 5,000",-2.0,2892,184429
2022-07-25,10:50:00,245000,"▼ 5,000",-2.0,5201,181537
2022-07-25,10:40:00,245000,"▼ 5,000",-2.0,4982,176336
2022-07-25,10:30:00,245000,"▼ 5,000",-2.0,14012,171354
2022-07-25,10:20:00,245000,"▼ 5,000",-2.0,15579,157342
2022-07-25,10:10:00,246000,"▼ 4,000",-1.6,8145,141763
2022-07-25,10:00:00,245000,"▼ 5,000",-2.0,16971,133618
2022-07-25,09:50:00,245500,"▼ 4,500",-1.8,10576,116647
2022-07-25,09:40:00,247500,"▼ 2,500",-1.0,9126,106071
2022-07-25,09:30:00,246500,"▼ 3,500",-1.4,14573,96945
2022-07-25,09:20:00,247000,"▼ 3,000",-1.2,15251,82372
2022-07-25,09:10:00,246500,"▼ 3,500",-1.4,16773,67121
2022-07-25,09:00:00,246500,"▼ 3,500",-1.4,50341,50348
2022-07-25,08:30:00,250000,0,0.0,7,7
