,date,time,price,change,change(%),amount,volume
0,2023-10-06,15:30:00,190900,1500,0.79%,19740,389688
1,2023-10-06,15:15:00,191200,1800,0.95%,8032,369948
2,2023-10-06,15:10:00,191200,1800,0.95%,5396,361916
3,2023-10-06,15:05:00,191200,1800,0.95%,7194,356520
4,2023-10-06,15:00:00,191100,1700,0.90%,4008,349326
5,2023-10-06,14:55:00,191100,1700,0.90%,3863,345318
6,2023-10-06,14:50:00,191200,1800,0.95%,6679,341455
7,2023-10-06,14:45:00,191300,1900,1.00%,8617,334776
8,2023-10-06,14:40:00,191200,1800,0.95%,7998,326159
9,2023-10-06,14:35:00,191200,1800,0.95%,5717,318161
10,2023-10-06,14:30:00,191200,1800,0.95%,3035,312444
11,2023-10-06,14:25:00,191000,1600,0.84%,3149,309409
12,2023-10-06,14:20:00,190900,1500,0.79%,5629,306260
13,2023-10-06,14:15:00,190600,1200,0.63%,3302,300631
14,2023-10-06,14:10:00,190600,1200,0.63%,2807,297329
15,2023-10-06,14:05:00,190500,1100,0.58%,2833,294522
16,2023-10-06,14:00:00,190400,1000,0.53%,1008,291689
17,2023-10-06,13:55:00,190400,1000,0.53%,3635,290681
18,2023-10-06,13:50:00,190400,1000,0.53%,3473,287046
19,2023-10-06,13:45:00,190200,800,0.42%,974,283573
20,2023-10-06,13:40:00,190200,800,0.42%,1655,282599
21,2023-10-06,13:35:00,190200,800,0.42%,2220,280944
22,2023-10-06,13:30:00,190300,900,0.48%,5207,278724
23,2023-10-06,13:25:00,190300,900,0.48%,3188,273517
24,2023-10-06,13:20:00,190400,1000,0.53%,4726,270329
25,2023-10-06,13:15:00,190200,800,0.42%,1442,265603
26,2023-10-06,13:10:00,190200,800,0.42%,2217,264161
27,2023-10-06,13:05:00,190300,900,0.48%,2716,261944
28,2023-10-06,13:00:00,190300,900,0.48%,1391,259228
29,2023-10-06,12:55:00,190300,900,0.48%,2043,257837
30,2023-10-06,12:50:00,190300,900,0.48%,2039,255794
31,2023-10-06,12:45:00,190400,1000,0.53%,1497,253755
32,2023-10-06,12:40:00,190400,1000,0.53%,3332,252258
33,2023-10-06,12:35:00,190400,1000,0.53%,1344,248926
34,2023-10-06,12:30:00,190300,900,0.48%,1266,247582
35,2023-10-06,12:25:00,190300,900,0.48%,1813,246316
36,2023-10-06,12:20:00,190600,1200,0.63%,2387,244503
37,2023-10-06,12:15:00,190600,1200,0.63%,1040,242116
38,2023-10-06,12:10:00,190600,1200,0.63%,828,241076
39,2023-10-06,12:05:00,190700,1300,0.69%,1690,240248
40,2023-10-06,12:00:00,190700,1300,0.69%,1596,238558
41,2023-10-06,11:55:00,190700,1300,0.69%,1301,236962
42,2023-10-06,11:50:00,190800,1400,0.74%,1505,235661
43,2023-10-06,11:45:00,190800,1400,0.74%,1924,234156
44,2023-10-06,11:40:00,190700,1300,0.69%,7500,232232
45,2023-10-06,11:35:00,190400,1000,0.53%,670,224732
46,2023-10-06,11:30:00,190400,1000,0.53%,1913,224062
47,2023-10-06,11:25:00,190400,1000,0.53%,3079,222149
48,2023-10-06,11:20:00,190300,900,0.48%,3372,219070
49,2023-10-06,11:15:00,190100,700,0.37%,2507,215698
50,2023-10-06,11:10:00,190200,800,0.42%,2296,213191
51,2023-10-06,11:05:00,190300,900,0.48%,1257,210895
52,2023-10-06,11:00:00,190600,1200,0.63%,4031,209638
53,2023-10-06,10:55:00,190200,800,0.42%,2648,205607
54,2023-10-06,10:50:00,190100,700,0.37%,4680,202959
55,2023-10-06,10:45:00,190400,1000,0.53%,3796,198279
56,2023-10-06,10:40:00,190500,1100,0.58%,4063,194483
57,2023-10-06,10:35:00,190400,1000,0.53%,4274,190420
58,2023-10-06,10:30:00,190400,1000,0.53%,12836,186146
59,2023-10-06,10:25:00,190400,1000,0.53%,3468,173310
60,2023-10-06,10:20:00,190900,1500,0.79%,6198,169842
61,2023-10-06,10:15:00,191200,1800,0.95%,2644,163644
62,2023-10-06,10:10:00,191400,2000,1.06%,4198,161000
63,2023-10-06,10:05:00,191300,1900,1.00%,5154,156802
64,2023-10-06,10:00:00,191200,1800,0.95%,4959,151648
65,2023-10-06,09:55:00,191700,2300,1.21%,10128,146689
66,2023-10-06,09:50:00,191500,2100,1.11%,8793,136561
67,2023-10-06,09:45:00,191400,2000,1.06%,6045,127768
68,2023-10-06,09:40:00,191200,1800,0.95%,4439,121723
69,2023-10-06,09:35:00,191100,1700,0.90%,6246,117284
70,2023-10-06,09:30:00,191200,1800,0.95%,8547,111038
71,2023-10-06,09:25:00,191900,2500,1.32%,9507,102491
72,2023-10-06,09:20:00,192300,2900,1.53%,12036,92984
73,2023-10-06,09:15:00,191900,2500,1.32%,18046,80948
74,2023-10-06,09:10:00,191200,1800,0.95%,14623,62902
75,2023-10-06,09:05:00,190600,1200,0.63%,15566,48279
76,2023-10-06,09:00:00,190800,1400,-0.73%,32713,32713
