,date,time,price,change,change(%),amount,volume
0,2024-10-29,15:30:00,169200,1200,-0.70%,23313,350194
1,2024-10-29,15:15:00,169100,1500,-0.88%,4468,326881
2,2024-10-29,15:10:00,169200,1400,-0.82%,2423,322413
3,2024-10-29,15:05:00,169100,1400,-0.82%,2591,319990
4,2024-10-29,15:00:00,169100,1500,-0.88%,2906,317399
5,2024-10-29,14:55:00,169200,1500,-0.88%,3581,314493
6,2024-10-29,14:50:00,169300,1500,-0.88%,2509,310912
7,2024-10-29,14:45:00,169300,1400,-0.82%,2805,308403
8,2024-10-29,14:40:00,169200,1400,-0.82%,2586,305598
9,2024-10-29,14:35:00,169200,1700,-0.99%,4762,303012
10,2024-10-29,14:30:00,169000,1700,-1.00%,4129,298250
11,2024-10-29,14:25:00,168800,2000,-1.17%,4006,294121
12,2024-10-29,14:20:00,168600,2100,-1.23%,3024,290115
13,2024-10-29,14:15:00,168700,2000,-1.17%,1656,287091
14,2024-10-29,14:10:00,168800,1900,-1.11%,3944,285435
15,2024-10-29,14:05:00,168600,2000,-1.17%,1930,281491
16,2024-10-29,14:00:00,168700,2000,-1.17%,2844,279561
17,2024-10-29,13:55:00,168700,2000,-1.17%,2814,276717
18,2024-10-29,13:50:00,168700,2000,-1.17%,6331,273903
19,2024-10-29,13:45:00,168600,2100,-1.23%,2131,267572
20,2024-10-29,13:40:00,168500,2100,-1.23%,1605,265441
21,2024-10-29,13:35:00,168500,2200,-1.29%,3235,263836
22,2024-10-29,13:30:00,168400,2100,-1.23%,1542,260601
23,2024-10-29,13:25:00,168400,2300,-1.35%,3006,259059
24,2024-10-29,13:20:00,168200,2500,-1.46%,3428,256053
25,2024-10-29,13:15:00,168200,2500,-1.46%,2493,252625
26,2024-10-29,13:10:00,168300,2400,-1.41%,1984,250132
27,2024-10-29,13:05:00,168200,2500,-1.46%,2530,248148
28,2024-10-29,13:00:00,168200,2500,-1.46%,2404,245618
29,2024-10-29,12:55:00,168200,2400,-1.41%,1208,243214
30,2024-10-29,12:50:00,168200,2500,-1.46%,1843,242006
31,2024-10-29,12:45:00,168000,2700,-1.58%,2511,240163
32,2024-10-29,12:40:00,168000,2600,-1.52%,1176,237652
33,2024-10-29,12:35:00,168000,2700,-1.58%,1268,236476
34,2024-10-29,12:30:00,168300,2500,-1.46%,1993,235208
35,2024-10-29,12:25:00,168300,2500,-1.46%,1900,233215
36,2024-10-29,12:20:00,168100,2500,-1.47%,1841,231315
37,2024-10-29,12:15:00,168300,2400,-1.41%,1679,229474
38,2024-10-29,12:10:00,168500,2200,-1.29%,1622,227795
39,2024-10-29,12:05:00,168400,2400,-1.41%,1987,226173
40,2024-10-29,12:00:00,168300,2500,-1.46%,3447,224186
41,2024-10-29,11:55:00,168000,2900,-1.70%,2701,220739
42,2024-10-29,11:50:00,167700,2900,-1.70%,1530,218038
43,2024-10-29,11:45:00,167600,3200,-1.87%,2287,216508
44,2024-10-29,11:40:00,167500,3200,-1.87%,4172,214221
45,2024-10-29,11:35:00,167600,3000,-1.76%,1644,210049
46,2024-10-29,11:30:00,167700,2900,-1.70%,1323,208405
47,2024-10-29,11:25:00,167600,3200,-1.87%,5156,207082
48,2024-10-29,11:20:00,167600,2900,-1.70%,2247,201926
49,2024-10-29,11:15:00,167800,2900,-1.70%,6376,199679
50,2024-10-29,11:10:00,167800,2800,-1.64%,3713,193303
51,2024-10-29,11:05:00,167700,3100,-1.81%,2917,189590
52,2024-10-29,11:00:00,167400,3400,-1.99%,2813,186673
53,2024-10-29,10:55:00,167300,3600,-2.11%,7763,183860
54,2024-10-29,10:50:00,168200,3700,-2.15%,26494,176097
55,2024-10-29,10:45:00,168600,2300,-1.35%,7438,149603
56,2024-10-29,10:40:00,169000,1900,-1.11%,7946,142165
57,2024-10-29,10:35:00,169300,1600,-0.94%,4956,134219
58,2024-10-29,10:30:00,169500,1600,-0.94%,13481,129263
59,2024-10-29,10:25:00,169500,1100,-0.64%,2448,115782
60,2024-10-29,10:20:00,170000,1000,-0.58%,5172,113334
61,2024-10-29,10:15:00,169900,800,-0.47%,2003,108162
62,2024-10-29,10:10:00,169900,900,-0.53%,2695,106159
63,2024-10-29,10:05:00,169800,900,-0.53%,1892,103464
64,2024-10-29,10:00:00,169800,900,-0.53%,3961,101572
65,2024-10-29,09:55:00,169900,700,-0.41%,3143,97611
66,2024-10-29,09:50:00,170400,600,0.00%,7072,94468
67,2024-10-29,09:45:00,170700,300,0.18%,4255,87396
68,2024-10-29,09:40:00,171200,800,0.47%,4357,83141
69,2024-10-29,09:35:00,171800,1400,0.82%,18609,78784
70,2024-10-29,09:30:00,171000,600,0.35%,4715,60175
71,2024-10-29,09:25:00,170900,500,0.29%,4046,55460
72,2024-10-29,09:20:00,170800,400,0.23%,15389,51414
73,2024-10-29,09:15:00,170500,700,0.41%,5987,36025
74,2024-10-29,09:10:00,170000,1000,-0.58%,9056,30038
75,2024-10-29,09:05:00,170600,900,0.53%,9587,20982
76,2024-10-29,09:00:00,170400,600,0.00%,11395,11395
