,date,time,price,change,change(%),amount,volume
0,2025-11-10,15:30:00,100600,2700,2.76%,1253017,23400785
1,2025-11-10,15:15:00,100800,2900,2.96%,378558,22147768
2,2025-11-10,15:10:00,100800,2900,2.96%,433105,21769210
3,2025-11-10,15:05:00,100900,3000,3.06%,406907,21336105
4,2025-11-10,15:00:00,100900,3000,3.06%,330618,20929198
5,2025-11-10,14:55:00,101000,3100,3.17%,194948,20598580
6,2025-11-10,14:50:00,100900,3000,3.06%,180911,20403632
7,2025-11-10,14:45:00,100900,3000,3.06%,298752,20222721
8,2025-11-10,14:40:00,101000,3100,3.17%,209786,19923969
9,2025-11-10,14:35:00,101000,3100,3.17%,387924,19714183
10,2025-11-10,14:30:00,101000,3100,3.17%,303066,19326259
11,2025-11-10,14:25:00,101000,3100,3.17%,403381,19023193
12,2025-11-10,14:20:00,100900,3000,3.06%,341391,18619812
13,2025-11-10,14:15:00,100700,2800,2.86%,528983,18278421
14,2025-11-10,14:10:00,100500,2600,2.66%,156422,17749438
15,2025-11-10,14:05:00,100500,2600,2.66%,234281,17593016
16,2025-11-10,14:00:00,100400,2500,2.55%,196125,17358735
17,2025-11-10,13:55:00,100400,2500,2.55%,224867,17162610
18,2025-11-10,13:50:00,100300,2400,2.45%,140054,16937743
19,2025-11-10,13:45:00,100300,2400,2.45%,173028,16797689
20,2025-11-10,13:40:00,100200,2300,2.35%,125903,16624661
21,2025-11-10,13:35:00,100200,2300,2.35%,188694,16498758
22,2025-11-10,13:30:00,100100,2200,2.25%,95946,16310064
23,2025-11-10,13:25:00,100100,2200,2.25%,123509,16214118
24,2025-11-10,13:20:00,100100,2200,2.25%,154362,16090609
25,2025-11-10,13:15:00,100100,2200,2.25%,74297,15936247
26,2025-11-10,13:10:00,100200,2300,2.35%,147443,15861950
27,2025-11-10,13:05:00,100100,2200,2.25%,130593,15714507
28,2025-11-10,13:00:00,100000,2100,2.15%,90882,15583914
29,2025-11-10,12:55:00,100000,2100,2.15%,167301,15493032
30,2025-11-10,12:50:00,100000,2100,2.15%,148923,15325731
31,2025-11-10,12:45:00,100000,2100,2.15%,107695,15176808
32,2025-11-10,12:40:00,100000,2100,2.15%,228246,15069113
33,2025-11-10,12:35:00,100000,2100,2.15%,188552,14840867
34,2025-11-10,12:30:00,100100,2200,2.25%,278796,14652315
35,2025-11-10,12:25:00,100100,2200,2.25%,61244,14373519
36,2025-11-10,12:20:00,100300,2400,2.45%,182543,14312275
37,2025-11-10,12:15:00,100300,2400,2.45%,166564,14129732
38,2025-11-10,12:10:00,100100,2200,2.25%,175182,13963168
39,2025-11-10,12:05:00,100000,2100,2.15%,180910,13787986
40,2025-11-10,12:00:00,100000,2100,2.15%,164130,13607076
41,2025-11-10,11:55:00,100000,2100,2.15%,257344,13442946
42,2025-11-10,11:50:00,100000,2100,2.15%,153485,13185602
43,2025-11-10,11:45:00,100000,2100,2.15%,72268,13032117
44,2025-11-10,11:40:00,100000,2100,2.15%,206073,12959849
45,2025-11-10,11:35:00,100100,2200,2.25%,234648,12753776
46,2025-11-10,11:30:00,100200,2300,2.35%,191712,12519128
47,2025-11-10,11:25:00,100100,2200,2.25%,164688,12327416
48,2025-11-10,11:20:00,100400,2500,2.55%,215493,12162728
49,2025-11-10,11:15:00,100400,2500,2.55%,315823,11947235
50,2025-11-10,11:10:00,100300,2400,2.45%,275058,11631412
51,2025-11-10,11:05:00,100200,2300,2.35%,202857,11356354
52,2025-11-10,11:00:00,100200,2300,2.35%,262796,11153497
53,2025-11-10,10:55:00,100200,2300,2.35%,251645,10890701
54,2025-11-10,10:50:00,100100,2200,2.25%,276315,10639056
55,2025-11-10,10:45:00,100200,2300,2.35%,477785,10362741
56,2025-11-10,10:40:00,100000,2100,2.15%,267194,9884956
57,2025-11-10,10:35:00,100000,2100,2.15%,336298,9617762
58,2025-11-10,10:30:00,99700,1800,1.84%,268415,9281464
59,2025-11-10,10:25:00,99600,1700,1.74%,241369,9013049
60,2025-11-10,10:20:00,99600,1700,1.74%,266168,8771680
61,2025-11-10,10:15:00,100000,2100,2.15%,459093,8505512
62,2025-11-10,10:10:00,100000,2100,2.15%,1166315,8046419
63,2025-11-10,10:05:00,99300,1400,1.43%,625709,6880104
64,2025-11-10,10:00:00,98800,900,0.92%,308328,6254395
65,2025-11-10,09:55:00,98500,600,0.61%,178424,5946067
66,2025-11-10,09:50:00,98500,600,0.61%,225337,5767643
67,2025-11-10,09:45:00,98300,400,0.41%,395309,5542306
68,2025-11-10,09:40:00,98400,500,0.51%,353441,5146997
69,2025-11-10,09:35:00,98800,900,0.92%,468249,4793556
70,2025-11-10,09:30:00,99000,1100,1.12%,492765,4325307
71,2025-11-10,09:25:00,98900,1000,1.02%,409194,3832542
72,2025-11-10,09:20:00,98700,800,0.82%,348098,3423348
73,2025-11-10,09:15:00,98900,1000,1.02%,438501,3075250
74,2025-11-10,09:10:00,99100,1200,1.23%,417521,2636749
75,2025-11-10,09:05:00,99200,1300,1.33%,587207,2219228
76,2025-11-10,09:00:00,99500,1600,1.63%,1632021,1632021
