,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,open,high,low,close,vol,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,weekday,value,close_cr_5,r_open_high_5,close_cr_1,r_open_high_1
2022-06-22,-0.9403442584296157,-0.516779528974651,-0.3583196376317794,-0.16402919286075585,-1.0105533371363378,-0.40390117035110534,-0.6812386156648452,0.019891500904159132,-0.28580603725112397,-1.0,4.9855072463768115,0.8571428571428571,-0.012006861063464836,-0.01697792869269949,0.0,-0.006993006993006993,-0.2132131445087587,-0.16,-0.18,-0.15,-0.1,-0.13,-0.13,-1.93,-3.73,-0.24,-3.62,-4.13,0.82,-4.03,-2.74,0.45,-1.12,-4.11,-4.03,1,0,0,0,0,0
2022-06-23,7.555335968379446,-1.1906740249271408,-1.4419665167416291,-1.1303483447143228,40.83783783783784,0.07460732984293193,-12.643809523809523,-1.0549645390070923,-1.25,2.5294117647058822,-0.21549636803874092,-1.2307692307692308,-0.005208333333333333,-0.008635578583765112,-0.023008849557522124,-0.02640845070422535,0.13758977987573787,0.64,0.66,1.62,1.48,0.95,0.98,-0.22,2.9,0.19,-2.25,-1.63,2.57,-4.36,-1.22,0.17,-0.65,0.35,-1.81,2,0,0,1,0,1
2022-06-24,-4.961884961884962,-0.5102439024390244,-3.230530035335689,-14.123342175066313,0.7551679586563308,-0.4043848964677223,-0.6677572386716834,1.2258064516129032,0.8669064748201439,1.3166666666666667,-0.5987654320987654,-0.0,-0.034904013961605584,-0.013937282229965157,-0.010869565217391304,-0.003616636528028933,0.515268736580212,2.69,2.66,3.34,3.43,3.06,3.07,-1.43,-2.19,-0.22,1.58,1.69,3.24,5.03,2.26,-0.84,4.45,-6.27,3.21,3,0,0,0,0,0
2022-06-27,-2.2259926534895924,-18.282868525896415,-0.7023002344591598,-0.36988377968671043,0.465218991534781,-1.0224948875255624,0.6602658788774003,-1.2753623188405796,-0.3468208092485549,-0.5251798561151079,-3.1307692307692307,-5.166666666666667,0.014466546112115732,-0.0088339222614841,-0.01282051282051282,-0.014519056261343012,-0.11740460419033052,-0.2,-0.21,-0.72,-0.82,-0.3,-0.32,2.73,1.06,-0.27,2.16,2.03,-0.58,2.71,1.49,-0.2,-0.18,-1.03,1.81,4,0,1,1,1,1
2022-06-28,-1.0540733342844915,-1.8853542339019518,-5.541081311196254,-1.699599037690457,-0.05476011052499372,-85.39393939393939,2.143831553973903,-0.9473684210526315,2.725663716814159,-4.5,-3.032490974729242,-1.4,-0.030303030303030304,-0.0142602495543672,-0.0074211502782931356,0.003683241252302026,-0.060620926483986266,-1.56,-1.55,-2.98,-3.04,-2.01,-2.0,-1.61,0.34,0.54,-0.76,-0.65,5.64,-0.14,0.84,0.45,-2.63,5.23,2.0,0,0,1,1,1,1
2022-06-29,19.671064204045734,0.1743620899149453,-0.8309271585262961,-0.6699908298945438,-1.3986181238373638,-0.4854578096947935,-0.7214413734553344,-558.0,-0.7893903404592241,-0.5064935064935064,-1.2948490230905862,10.8,0.007352941176470588,0.03074141048824593,0.014953271028037384,0.045871559633027525,-0.29658717886112695,0.26,0.21,-0.03,0.14,-0.07,-0.11,0.08,0.0,0.58,-2.83,-2.22,-1.29,-0.93,-1.82,0.76,-2.2,-0.71,-1.77,1,0,0,1,0,0
2022-06-30,-4.016083053227248,-3.320079816717168,3.010535070695869,0.7777005904828065,-1.974,-2.3565945568736915,1.0162546562817474,0.5385996409335727,-4.368421052631579,-1.2456140350877194,35.07831325301205,-4.194915254237288,0.01824817518248175,-0.015789473684210527,-0.03683241252302026,-0.07017543859649122,1.2985132190446806,-0.8,-0.7,-1.33,-1.38,-0.88,-0.83,-0.82,0.45,-0.38,-2.29,-2.87,-3.24,-2.22,-1.91,-1.11,-1.07,1.95,-3.66,2,0,0,1,0,1
2022-07-01,-1.0488947197652603,-1.3850539929283598,0.4122770634591456,0.8044157874169597,1.3415468856947297,-1.1270576131687242,0.3327175008397716,-1.0548424737456243,-0.7232142857142857,12.571428571428571,-1.005009183503089,-1.663129973474801,-0.04838709677419355,-0.0392156862745098,-0.01338432122370937,-0.026415094339622643,-0.3100407738644563,1.03,0.91,0.9,0.71,1.06,1.0,-4.07,-3.56,0.45,-4.22,-3.94,0.59,-2.14,-1.17,0.87,-3.83,-7.0,2.52,3,0,0,1,0,1
2022-07-05,-0.8472897532865118,-0.6426512968299711,-0.3705745177019292,1.108803165182987,-0.21105248542071647,4.0373417721518985,-0.6744330537433986,-1.1666666666666667,-2.0704225352112675,-1.0,-0.7124492557510149,-2.1538461538461537,-0.009689922480620155,-0.024714828897338403,-0.010934393638170975,-0.01768172888015717,-0.32565430752453656,-0.42,-0.76,1.75,0.97,0.16,-0.33,-3.17,-3.04,1.34,-3.87,-3.01,-1.29,3.9,1.8,1.01,0.78,0.04,-9.87,0,0,1,1,1,1
2022-07-06,6.191037735849057,-2.1288200339558574,-5.741663859885484,-0.9088883677298312,-2.6043646603308694,-1.5504460359341625,-2.314885496183206,38.0,7.439473684210526,7.419354838709677,2.1341176470588237,-1.0666666666666667,-0.005870841487279843,0.017543859649122806,0.01507537688442211,0.024,0.39663967466913996,0.23,0.25,0.35,0.61,0.36,0.37,-3.13,-1.45,0.58,4.09,6.14,8.9,-0.84,-2.13,-0.32,0.66,-2.94,-0.97,1,0,0,1,0,1
