,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,open,high,low,close,vol,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,weekday,value,close_cr_5,r_open_high_5,close_cr_1,r_open_high_1
2022-06-21,-0.8306696059520529,-0.46719703185758626,14.143896523848019,0.3355090712853986,-0.07079495052882975,-0.6061108234075608,-13.681660899653979,-0.9765124555160143,-11.197452229299364,-1.004201680672269,-0.3115904365904366,-1.6764705882352942,0.016824395373291272,0.004149377593360996,-0.02,-0.01970954356846473,-0.40847655334577926,2.16,1.23,2.51,1.34,2.45,1.37,-0.03,-0.08,-0.28,0.06,-1.6,-4.18,1.09,0.75,0.01,2.75,-2.71,1.66,0,0,1,1,1,1
2022-06-22,-2.8295943275601534,-0.12922664881151658,1.1909464581220306,0.9558206657687127,-0.8826877180099137,2.4959242703129108,0.5034106412005457,-0.9848484848484849,-0.15427857589006871,-1.0,-0.7753869384673462,-1.982608695652174,-0.020682523267838676,-0.009297520661157025,0.008592910848549946,0.007407407407407408,0.14364758932903623,-0.16,-0.18,-0.15,-0.1,-0.13,-0.13,-1.93,-3.73,-0.24,-3.62,-4.13,0.82,-4.03,-2.74,0.45,-1.12,-4.11,-4.03,1,0,0,0,0,0
2022-06-23,-2.3501270648030497,0.7635909265667051,-0.4287210973856687,-0.6525717209082681,2.619718309859155,-0.6552839413313276,1.2686025408348458,-452.0,-0.7208271787296898,1.0,0.9563025210084034,-0.9292035398230089,0.010559662090813094,-0.0020855057351407717,-0.023429179978700747,-0.031512605042016806,0.27063993429784716,0.64,0.66,1.62,1.48,0.95,0.98,-0.22,2.9,0.19,-2.25,-1.63,2.57,-4.36,-1.22,0.17,-0.65,0.35,-1.81,2,0,0,1,0,0
2022-06-24,-0.43475601148181264,0.5558631815308147,1.4743463982599052,2.3756583791130996,-1.9135322092520537,0.2675103643901375,-0.84816,1.7494456762749446,2.417989417989418,1.3482142857142858,0.15807560137457044,-2.0,-0.03761755485893417,-0.02821316614420063,-0.021810250817884406,-0.021691973969631236,0.1107523686701445,2.69,2.66,3.34,3.43,3.06,3.07,-1.43,-2.19,-0.22,1.58,1.69,3.24,5.03,2.26,-0.84,4.45,-6.27,3.21,3,0,1,1,1,1
2022-06-27,-1.9294871794871795,-0.7537165996441032,-0.4919504964147821,-0.4055768069257097,-0.46095598674869853,1.7820623170941643,3.5790305584826134,-0.5725806451612904,-1.0139318885448916,-1.6577946768060836,-1.583086053412463,-7.625,-0.01737242128121607,-0.010752688172043012,0.008918617614269788,0.015521064301552107,-0.23255672855236015,-0.2,-0.21,-0.72,-0.82,-0.3,-0.32,2.73,1.06,-0.27,2.16,2.03,-0.58,2.71,1.49,-0.2,-0.18,-1.03,1.81,4,0,1,1,1,1
2022-06-28,3.4412897447380204,-4.914718097513797,-1.6419677692960135,-1.5673158340389501,4.410886742756804,-0.1532083410680032,-0.18225750776665517,0.3018867924528302,48.666666666666664,-1.0578034682080926,-0.6068702290076335,-0.8301886792452831,0.02430939226519337,0.04456521739130435,0.023204419889502764,0.03711790393013101,0.15992640453072107,-1.56,-1.55,-2.98,-3.04,-2.01,-2.0,-1.61,0.34,0.54,-0.76,-0.65,5.64,-0.14,0.84,0.45,-2.63,5.23,2.0,0,0,1,1,1,0
2022-06-29,-1.133018734749027,-0.8881105669316514,-0.1541591797907198,-0.8058208955223881,-1.0928119422359241,-0.2892948483741323,-1.1325453777965386,-0.9318840579710145,-2.121923937360179,8.5,-6.310679611650485,6.555555555555555,0.019417475728155338,-0.008324661810613945,0.011879049676025918,0.003157894736842105,-0.4065220489370535,0.26,0.21,-0.03,0.14,-0.07,-0.11,0.08,0.0,0.58,-2.83,-2.22,-1.29,-0.93,-1.82,0.76,-2.2,-0.71,-1.77,1,0,0,1,0,1
2022-06-30,0.07110369921164342,-0.0662423691388492,0.03273976882224305,3.5062772226492442,-5.253496503496503,-0.658338474192885,-1.4097664543524415,-4.531914893617022,-2.8783649052841476,-2.6210526315789475,0.3619744058500914,-0.4117647058823529,-0.012698412698412698,-0.004197271773347324,-0.008537886872998933,-0.013641133263378805,0.2376907978534589,-0.8,-0.7,-1.33,-1.38,-0.88,-0.83,-0.82,0.45,-0.38,-2.29,-2.87,-3.24,-2.22,-1.91,-1.11,-1.07,1.95,-3.66,2,0,0,1,0,1
2022-07-01,4.203821656050955,0.6027263875365141,2.004295480670337,-0.2615419604275642,-3.7583230579531444,3.7526331628046945,-38.34455958549223,-1.0,-0.8678343949044586,-1.0064935064935066,-0.429082774049217,1.375,-0.01929260450160772,-0.018967334035827187,-0.02045209903121636,-0.031914893617021274,0.2003357275714159,1.03,0.91,0.9,0.71,1.06,1.0,-4.07,-3.56,0.45,-4.22,-3.94,0.59,-2.14,-1.17,0.87,-3.83,-7.0,2.52,3,0,0,1,0,1
2022-07-05,-1.3612418146085283,-1.2098768184605095,-1.782911150899645,2.586287042417199,-1.4766576990030067,-0.5779141104294478,-1.0768546521971178,-0.9904761904761905,-1.6921746649373108,-1.0,-2.6259541984732824,-0.7894736842105263,-0.038461538461538464,-0.03135135135135135,-0.009184845005740528,0.018285714285714287,-0.13229707957974993,-0.42,-0.76,1.75,0.97,0.16,-0.33,-3.17,-3.04,1.34,-3.87,-3.01,-1.29,3.9,1.8,1.01,0.78,0.04,-9.87,0,0,1,1,1,1
