,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,open,high,low,close,vol,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,weekday,value,close_cr_5,r_open_high_5,close_cr_1,r_open_high_1
2022-06-23,-0.5547967837867607,-2.3646221248630885,-1.450072118051703,-1.155706937300153,-0.9060336300692384,-2.8347613219094248,-0.9025641025641026,1.2857142857142858,-0.9846596356663471,-1.0,-4.271929824561403,0.0,0.023653088042049936,0.002574002574002574,0.017333333333333333,-0.01164294954721863,0.014698928653453843,0.64,0.66,1.62,1.48,0.95,0.98,-0.22,2.9,0.19,-2.25,-1.63,2.57,-4.36,-1.22,0.17,-0.65,0.35,-1.81,2,0,1,1,1,1
2022-06-24,4.256556160316675,-1.006581587607352,-3.648588684826821,-15.79642857142857,9.994736842105263,-1.1470313542361574,1.299168975069252,-0.5,63.0,5.176470588235294,-0.5871313672922251,-1.0724637681159421,-0.01668806161745828,0.0038510911424903724,0.001310615989515072,0.010471204188481676,0.4612752473138323,2.69,2.66,3.34,3.43,3.06,3.07,-1.43,-2.19,-0.22,1.58,1.69,3.24,5.03,2.26,-0.84,4.45,-6.27,3.21,3,0,1,1,1,1
2022-06-27,-1.1073563326587283,103.02439024390245,-0.6625093075204765,-0.5969707941105479,-0.5907132599329823,-1.191470054446461,-1.4132530120481928,5.791666666666667,-0.470703125,0.01904761904761905,4.909090909090909,17.4,0.0026109660574412533,-0.00639386189258312,-0.009162303664921465,0.0038860103626943004,-0.020837889058969314,-0.2,-0.21,-0.72,-0.82,-0.3,-0.32,2.73,1.06,-0.27,2.16,2.03,-0.58,2.71,1.49,-0.2,-0.18,-1.03,1.81,4,0,1,1,1,1
2022-06-28,-9.351600175361684,-1.9215709261430247,0.53723110865968,-1.8110495583171133,3.977777777777778,0.7582938388625592,-37.27113702623907,1.8650306748466257,0.025830258302583026,-2.4018691588785046,-1.1912087912087912,0.45652173913043476,0.014322916666666666,0.0489060489060489,0.026420079260237782,0.04387096774193548,0.2513469501698227,-1.56,-1.55,-2.98,-3.04,-2.01,-2.0,-1.61,0.34,0.54,-0.76,-0.65,5.64,-0.14,0.84,0.45,-2.63,5.23,2.0,0,0,1,1,1,1
2022-06-29,-0.7057217847769028,-1.1161429843531356,-0.425816289917474,-1.272106331918036,-0.25728383458646614,5.218328840970351,-0.7783940197733301,-1.0728051391862956,1.2446043165467626,-0.7666666666666667,-0.11494252873563218,-0.7313432835820896,0.03979460847240052,0.020858895705521473,0.039897039897039896,0.012360939431396786,-0.1984889497010619,0.26,0.21,-0.03,0.14,-0.07,-0.11,0.08,0.0,0.58,-2.83,-2.22,-1.29,-0.93,-1.82,0.76,-2.2,-0.71,-1.77,1,0,0,1,0,1
2022-06-30,-14.991616125579736,70.47316538882804,-3.2288704889860957,-1.6119402985074627,-2.232521354001898,6.2358040745557,3.33151976786362,-1.2647058823529411,-4.771634615384615,-1.0857142857142856,4.428571428571429,-7.916666666666667,-0.03827160493827161,-0.04447115384615385,-0.0594059405940594,-0.06105006105006105,1.6697561790247162,-0.8,-0.7,-1.33,-1.38,-0.88,-0.83,-0.82,0.45,-0.38,-2.29,-2.87,-3.24,-2.22,-1.91,-1.11,-1.07,1.95,-3.66,2,0,1,1,1,1
2022-07-01,-1.2019200122391218,-1.0593977472990574,-1.8664049905376043,0.9711751662971175,-2.0059034907597537,-1.3152219493200743,-0.6658013733043041,-8.88888888888889,-1.1905672402804335,-1.0,-1.485645933014354,-0.9718875502008032,-0.012836970474967908,0.005031446540880503,0.011842105263157895,0.005201560468140442,-0.3579999791490737,1.03,0.91,0.9,0.71,1.06,1.0,-4.07,-3.56,0.45,-4.22,-3.94,0.59,-2.14,-1.17,0.87,-3.83,-7.0,2.52,3,0,1,1,1,0
2022-07-05,0.6952316689158794,-1.8182686187141948,0.03899275728482399,3.063968668407311,-0.4599257218162214,1.7671469740634005,0.45195353748680045,-1.2,-0.4474418604651163,-1.0,-0.30412371134020616,-1.911764705882353,0.0,0.005063291139240506,-0.011583011583011582,0.00641025641025641,0.20030926005728916,-0.42,-0.76,1.75,0.97,0.16,-0.33,-3.17,-3.04,1.34,-3.87,-3.01,-1.29,3.9,1.8,1.01,0.78,0.04,-9.87,0,0,0,1,0,0
2022-07-06,-1.0763566405731724,-3.249319330999611,-0.6174920969441517,-0.9311489452832209,-0.032165039929015087,-0.4351176838158717,-0.2621818181818182,-19.0,0.05218855218855219,2.9074074074074074,-1.6296296296296295,-1.096774193548387,0.0025477707006369425,-0.0025188916876574307,-0.0026041666666666665,-0.0012738853503184713,-0.1648645223965703,0.23,0.25,0.35,0.61,0.36,0.37,-3.13,-1.45,0.58,4.09,6.14,8.9,-0.84,-2.13,-0.32,0.66,-2.94,-0.97,1,0,0,0,0,0
2022-07-07,28.23284100781929,0.16237247103579458,-6.767959313413859,-20.47122861586314,-1.8157231262892506,1.192109144542773,-3.437654016757023,-0.5555555555555556,-1.3072,-0.7677725118483413,-4.4,-3.0,-0.012706480304955527,-0.015151515151515152,-0.015665796344647518,-0.03826530612244898,0.39967631402597076,1.12,1.14,2.28,2.17,1.5,1.47,0.27,0.55,0.03,2.27,0.96,3.34,1.79,1.84,-0.55,4.48,-2.43,4.26,2,0,1,1,1,0
