시간,현재가,등락,등락률(%),체결량,거래량
06/21 09:30,83000,▲ 500,0.61,1961,42924
06/21 09:20,83100,▲ 600,0.73,6759,40963
06/21 09:10,82600,▲ 100,0.12,14269,34204
06/21 09:00,82900,▲ 400,0.48,19935,19935
