,date,open,high,low,close,close_change,volume
0,2019-12-26,135500,135500,132500,134500,-1000,76395
1,2019-12-27,134000,140000,132500,140000,5500,164555
2,2019-12-30,140000,140000,138000,140000,0,68021
3,2020-01-02,140000,141500,138500,139000,-1000,102519
4,2020-01-03,141000,143000,138000,139500,500,111592
5,2020-01-06,138500,142500,136000,142000,2500,110591
6,2020-01-07,142500,143000,139500,141000,-1000,144046
7,2020-01-08,139000,139500,135500,137500,-3500,239490
8,2020-01-09,139500,145500,139500,145500,8000,293629
9,2020-01-10,146000,151000,145000,148500,3000,195372
10,2020-01-13,148000,154000,147000,154000,5500,201631
11,2020-01-14,154500,155000,150000,151000,-3000,171277
12,2020-01-15,150000,151500,146500,148000,-3000,220402
13,2020-01-16,147000,149000,146000,147500,-500,123212
14,2020-01-17,149500,151000,147500,148500,1000,115438
15,2020-01-20,149500,151500,147500,147500,-1000,124661
16,2020-01-21,148500,149500,147000,148000,500,89682
17,2020-01-22,148000,148500,145500,148000,0,110366
18,2020-01-23,147000,153500,146000,152500,4500,173243
19,2020-01-28,147000,153000,146000,151500,-1000,234923
20,2020-01-29,154500,160000,154500,158000,6500,388880
21,2020-01-30,160000,163500,154000,155500,-2500,360798
22,2020-01-31,156500,158500,151000,152000,-3500,245518
23,2020-02-03,149000,151000,142500,150500,-1500,353483
24,2020-02-04,148000,155000,147500,155000,4500,350711
25,2020-02-05,156000,161000,151000,152000,-3000,311516
26,2020-02-06,154000,157500,151000,156000,4000,218885
27,2020-02-07,153500,154500,150000,150500,-5500,218071
28,2020-02-10,148500,148500,144000,147000,-3500,259021
29,2020-02-11,149500,152500,148500,151000,4000,216429
30,2020-02-12,151000,152000,149000,151000,0,142227
31,2020-02-13,153500,158000,152500,154000,3000,331103
32,2020-02-14,156000,159000,153500,155000,1000,187280
33,2020-02-17,155000,159000,153000,155500,500,151171
34,2020-02-18,154000,154000,148000,148500,-7000,365652
35,2020-02-19,149000,150500,145500,149500,1000,220579
36,2020-02-20,151000,151500,146500,147000,-2500,212373
37,2020-02-21,144000,149500,143500,149000,2000,143556
38,2020-02-24,145000,148000,143500,144000,-5000,164505
39,2020-02-25,143000,148000,142000,146500,2500,220457
40,2020-02-26,142500,148500,140500,145000,-1500,168676
41,2020-02-27,143500,147500,142000,143500,-1500,157807
42,2020-02-28,139500,140500,128500,130000,-13500,551339
43,2020-03-02,130500,140500,129000,137500,7500,358597
44,2020-03-03,143500,145000,136000,136000,-1500,321236
45,2020-03-04,132500,138500,132500,136000,0,204531
46,2020-03-05,140000,142500,138000,140000,4000,313252
47,2020-03-06,138000,139000,135000,136000,-4000,154251
48,2020-03-09,132000,132500,124500,126000,-10000,368951
49,2020-03-10,123500,128500,122500,127500,1500,489480
50,2020-03-11,127000,127000,120000,120500,-7000,314863
51,2020-03-12,117000,120000,111500,113000,-7500,468120
52,2020-03-13,105000,109500,100500,105500,-7500,783139
53,2020-03-16,106500,107000,96500,96500,-9000,546732
54,2020-03-17,92000,98500,90600,93700,-2800,469854
55,2020-03-18,94700,95300,83200,83200,-10500,579437
56,2020-03-19,86100,89400,75700,76300,-6900,485245
57,2020-03-20,80600,99100,78600,99100,22800,847968
58,2020-03-23,92500,97000,86200,91300,-7800,656846
59,2020-03-24,95800,114500,94600,107500,16200,1404434
60,2020-03-25,115000,126000,111000,113500,6000,1082656
61,2020-03-26,113500,115000,107500,107500,-6000,614784
62,2020-03-27,114000,116000,103000,108500,1000,656381
63,2020-03-30,104500,116000,104000,114000,5500,433381
64,2020-03-31,117500,117500,111000,114000,0,403951
65,2020-04-01,114000,117500,108500,108500,-5500,421645
66,2020-04-02,111000,114500,107000,113000,4500,371857
67,2020-04-03,115000,115000,109500,110000,-3000,270855
68,2020-04-06,112000,122500,111500,122000,12000,575285
69,2020-04-07,126000,130000,123000,128500,6500,573155
70,2020-04-08,129000,131500,126500,126500,-2000,330346
71,2020-04-09,129000,130000,123000,125000,-1500,343195
72,2020-04-10,124000,124000,119000,124000,-1000,335378
73,2020-04-13,123000,123000,117500,117500,-6500,276368
74,2020-04-14,120500,123500,120000,123000,5500,253263
75,2020-04-16,121000,126000,120500,126000,3000,248233
76,2020-04-17,129000,133500,128500,132500,6500,526932
77,2020-04-20,129500,132000,128500,130000,-2500,275074
78,2020-04-21,130000,131000,125500,128000,-2000,255235
79,2020-04-22,126500,129500,123500,129500,1500,252396
80,2020-04-23,130000,131500,128500,128500,-1000,192230
81,2020-04-24,128500,130500,126000,126000,-2500,151619
82,2020-04-27,127500,137500,127000,136000,10000,462280
83,2020-04-28,136500,138500,134500,136500,500,309713
84,2020-04-29,136500,136500,131500,132000,-4500,382840
85,2020-05-04,128000,133000,127000,131500,-500,211701
86,2020-05-06,133000,133000,129500,131500,0,226286
87,2020-05-07,130500,133500,130000,132500,1000,174195
88,2020-05-08,134500,140500,133500,137500,5000,463718
89,2020-05-11,139000,139500,136000,136000,-1500,201947
90,2020-05-12,136500,144000,136000,142000,6000,379410
91,2020-05-13,139500,146000,139000,146000,4000,246446
92,2020-05-14,145000,149000,143000,143000,-3000,369874
93,2020-05-15,145500,147500,142000,146000,3000,175754
94,2020-05-18,145000,145000,136500,138500,-7500,444203
95,2020-05-19,142000,142500,138000,139500,1000,227252
96,2020-05-20,139500,143500,139000,142000,2500,215537
97,2020-05-21,143500,143500,139000,141000,-1000,191571
98,2020-05-22,141000,141000,136500,137500,-3500,187242
99,2020-05-25,138500,139000,134500,137500,0,122512
100,2020-05-26,138000,142000,138000,142000,4500,232040
101,2020-05-27,141500,143000,139500,140500,-1500,199150
102,2020-05-28,141000,148500,140500,144000,3500,465668
103,2020-05-29,145000,148000,143000,147500,3500,342629
104,2020-06-01,147500,154000,146000,153000,5500,319112
105,2020-06-02,152000,158000,150500,154000,1000,279540
106,2020-06-03,157000,157000,152000,152000,-2000,208400
107,2020-06-04,153500,156000,151000,153000,1000,186188
108,2020-06-05,153000,155500,151000,153500,500,173240
109,2020-06-08,156000,160000,154000,159500,6000,233099
110,2020-06-09,160500,161500,155500,157500,-2000,145510
111,2020-06-10,159500,166000,159000,164500,7000,339108
112,2020-06-11,165500,172000,164000,167000,2500,460347
113,2020-06-12,159500,173000,158500,173000,6000,335866
114,2020-06-15,171000,172500,159000,160000,-13000,272176
115,2020-06-16,166000,169500,163000,169500,9500,217329
116,2020-06-17,172500,174500,164000,169500,0,245439
117,2020-06-18,167500,169500,165500,167000,-2500,102190
118,2020-06-19,169000,169000,162000,166500,-500,172178
119,2020-06-22,163500,165500,161000,161000,-5500,192150
120,2020-06-23,164500,170000,162500,164000,3000,281113
121,2020-06-24,166000,169500,163000,168000,4000,214867
122,2020-06-25,165000,166500,162000,162500,-5500,152419
123,2020-06-26,165500,171500,162500,171500,9000,296752
124,2020-06-29,168500,173000,166500,171500,0,195007
125,2020-06-30,174500,179000,173500,174500,3000,333467
126,2020-07-01,176500,178500,173500,175000,500,143766
127,2020-07-02,176500,177000,172000,173000,-2000,100555
128,2020-07-03,172500,177500,172000,176000,3000,109482
129,2020-07-06,177000,178500,172500,178500,2500,137135
130,2020-07-07,180000,180000,175500,175500,-3000,131564
131,2020-07-08,175500,179000,173500,173500,-2000,185304
132,2020-07-09,174500,179500,173000,179500,6000,171069
133,2020-07-10,180500,181000,174500,177000,-2500,126707
134,2020-07-13,179500,179500,172000,173500,-3500,214564
135,2020-07-14,173000,175000,171500,174000,500,131599
136,2020-07-15,174500,175000,168000,169000,-5000,219888
137,2020-07-16,168500,171000,161500,163500,-5500,246792
138,2020-07-17,164000,166000,163500,165000,1500,126754
139,2020-07-20,167000,167000,159500,161000,-4000,234878
140,2020-07-21,162500,172000,161500,171000,10000,440261
141,2020-07-22,171500,171500,163000,164500,-6500,326333
142,2020-07-23,167000,170000,159500,160500,-4000,510467
143,2020-07-24,158500,160500,155000,156000,-4500,287131
144,2020-07-27,156000,160000,156000,157000,1000,182513
145,2020-07-28,159500,165000,159500,163000,6000,292320
146,2020-07-29,162500,164500,160000,162000,-1000,149108
147,2020-07-30,164000,165000,162000,162000,0,114044
148,2020-07-31,165500,166500,161000,161000,-1000,165939
149,2020-08-03,161000,165500,161000,165000,4000,210011
150,2020-08-04,167000,167000,163000,167000,2000,192571
151,2020-08-05,167500,167500,162000,163000,-4000,253805
152,2020-08-06,163500,164500,161500,163000,0,182359
153,2020-08-07,164500,166500,163000,165000,2000,264314
154,2020-08-10,165000,165000,158000,160500,-4500,321918
155,2020-08-11,161000,162500,157000,160000,-500,195262
156,2020-08-12,159000,161500,158000,161500,1500,192240
157,2020-08-13,163000,167500,162000,166000,4500,438222
158,2020-08-14,166500,168000,161500,163500,-2500,169898
159,2020-08-18,162500,165000,151000,154500,-9000,418830
160,2020-08-19,154500,156000,152000,154500,0,153435
161,2020-08-20,153000,153500,143500,145000,-9500,325065
162,2020-08-21,148000,149000,143500,146500,1500,171356
163,2020-08-24,148000,156000,145500,155000,8500,228720
164,2020-08-25,156500,157000,149000,152000,-3000,267834
165,2020-08-26,151000,151000,147500,149500,-2500,177660
166,2020-08-27,149500,150000,146500,146500,-3000,114677
167,2020-08-28,147000,149000,146000,147000,500,101248
168,2020-08-31,147500,149000,144500,145000,-2000,128873
169,2020-09-01,145500,154500,141500,153500,8500,322368
170,2020-09-02,158500,169000,158000,169000,15500,818324
171,2020-09-03,168500,169000,162000,163000,-6000,269915
172,2020-09-04,155500,160500,155000,158000,-5000,270454
173,2020-09-07,160000,161000,156500,158500,500,116202
174,2020-09-08,160000,164500,160000,162000,3500,194051
175,2020-09-09,161000,167500,160000,166000,4000,333883
176,2020-09-10,169000,172500,165000,169500,3500,481188
177,2020-09-11,168500,170000,166000,169500,0,173693
178,2020-09-14,171500,171500,168000,170000,500,111647
179,2020-09-15,171000,171000,166000,169500,-500,174968
180,2020-09-16,171000,172000,167500,168500,-1000,127730
181,2020-09-17,167500,168000,161500,162000,-6500,210746
182,2020-09-18,161500,164500,160000,161500,-500,287773
183,2020-09-21,160000,163000,156000,157500,-4000,166897
184,2020-09-22,159000,161000,154000,155000,-2500,157282
185,2020-09-23,156500,157500,152000,154500,-500,155945
186,2020-09-24,152000,154000,146500,147500,-7000,175012
187,2020-09-25,149000,152000,146000,151500,4000,121813
188,2020-09-28,154000,157500,153500,155500,4000,106135
189,2020-09-29,158000,158500,153500,155000,-500,118006
190,2020-10-05,155000,157000,153500,157000,2000,90040
191,2020-10-06,158000,158500,156500,157000,0,107303
192,2020-10-07,157000,166500,155000,166000,9000,261275
193,2020-10-08,167500,169000,164000,166000,0,230506
194,2020-10-12,167500,168000,161500,162000,-4000,117661
195,2020-10-13,166500,168500,162000,163000,1000,195485
196,2020-10-14,166000,169000,162500,163000,0,224184
197,2020-10-15,163000,163500,156000,159500,-3500,127547
198,2020-10-16,158000,160000,155000,157000,-2500,90591
199,2020-10-19,158000,165000,157000,164000,7000,195739
200,2020-10-20,162500,164500,160000,164500,500,107310
201,2020-10-21,165000,167000,162500,164000,-500,127746
202,2020-10-22,163000,163000,157000,157500,-6500,144489
203,2020-10-23,160000,161000,156000,157500,0,88190
204,2020-10-26,157000,158500,152000,152500,-5000,119920
205,2020-10-27,152500,157500,150000,155000,2500,113868
206,2020-10-28,155000,162500,154000,162000,7000,159522
207,2020-10-29,158000,159500,155000,158000,-4000,120338
208,2020-10-30,157000,157000,152000,152000,-6000,144349
209,2020-11-02,152000,152000,148500,151000,-1000,97298
210,2020-11-03,152000,153000,150500,152000,1000,98272
211,2020-11-04,154000,157500,152000,155500,3500,170064
212,2020-11-05,156000,159000,155500,156000,500,134538
213,2020-11-06,157000,157000,151500,152500,-3500,121591
214,2020-11-09,154000,155500,153000,153500,1000,96829
215,2020-11-10,154500,154500,150000,152000,-1500,159329
216,2020-11-11,151000,153000,150000,152500,500,124132
217,2020-11-12,153000,154000,151500,154000,1500,134041
218,2020-11-13,153000,156000,151500,155500,1500,137464
219,2020-11-16,157500,159500,156000,157500,2000,186462
220,2020-11-17,156500,157000,153000,153000,-4500,180600
221,2020-11-18,153500,155500,152500,153500,500,113229
222,2020-11-19,155000,161500,154000,161000,7500,360149
223,2020-11-20,161500,163500,159500,163000,2000,186947
224,2020-11-23,164000,164000,161000,163000,0,164547
225,2020-11-24,162500,163000,160500,161500,-1500,193958
226,2020-11-25,162000,164000,158500,159000,-2500,213338
227,2020-11-26,160500,161000,157000,160000,1000,94007
228,2020-11-27,158500,161000,158500,160500,500,140059
229,2020-11-30,161000,161500,155000,155000,-5500,313156
230,2020-12-01,156500,157500,154000,155000,0,193287
231,2020-12-02,157000,159500,155500,156500,1500,215078
232,2020-12-03,158500,160500,156000,160500,4000,195174
233,2020-12-04,164000,173000,162500,170500,10000,829883
234,2020-12-07,172000,173000,163500,164000,-6500,385408
235,2020-12-08,164500,165500,162000,162500,-1500,209293
236,2020-12-09,164500,164500,161500,163500,1000,157713
237,2020-12-10,163000,169000,161000,169000,5500,273932
