,date,open,high,low,close,close_change,volume
0,2024-08-30,113800,115200,111900,112000,-700,277993
1,2024-09-02,112000,113800,111600,112600,600,126075
2,2024-09-03,113300,113300,109500,111300,-1300,175833
3,2024-09-04,109500,110800,108100,110800,-500,252510
4,2024-09-05,111800,112700,108700,110700,-100,239881
5,2024-09-06,111800,111800,107100,109400,-1300,162803
6,2024-09-09,108400,111000,106200,110000,600,136875
7,2024-09-10,110800,114000,110500,111100,1100,178820
8,2024-09-11,113000,114900,110300,111100,0,189475
9,2024-09-12,112400,112900,110100,112900,1800,188510
