,date,open,high,low,close,close_change,volume
0,2024-08-30,151800,151900,149600,150700,300,148639
1,2024-09-02,150700,153100,149100,152600,1900,84706
2,2024-09-03,152500,156600,151500,155600,3000,156599
3,2024-09-04,150900,159000,149400,157400,1800,287263
4,2024-09-05,156700,159900,156000,158300,900,165578
5,2024-09-06,158800,158800,151500,151500,-6800,142499
6,2024-09-09,148200,156000,148000,155000,3500,113854
7,2024-09-10,154600,162000,154400,158500,3500,240453
8,2024-09-11,160000,163600,156700,156900,-1600,152394
9,2024-09-12,158800,162000,156800,160400,3500,152110
