,date,open,high,low,close,close_change,volume
0,2022-01-27,597000,598000,450000,505000,-92000,15946992
1,2022-01-28,476000,483000,445000,450000,-55000,4559773
2,2022-02-03,458000,495500,441000,477000,27000,2918435
3,2022-02-04,476500,505000,476000,504000,27000,2088996
4,2022-02-07,520000,548000,511000,548000,44000,1911176
5,2022-02-08,554000,577000,524000,542000,-6000,2583335
6,2022-02-09,550000,557000,505000,511000,-31000,2070704
7,2022-02-10,507000,507000,471500,474500,-36500,2306815
8,2022-02-11,463500,484000,457000,482000,7500,1411055
9,2022-02-14,473000,482000,459500,463000,-19000,3285402
10,2022-02-15,460000,468000,450000,451500,-11500,825406
11,2022-02-16,464000,465000,449500,455500,4000,961669
12,2022-02-17,454500,460000,447000,454500,-1000,711183
13,2022-02-18,448500,454500,448000,454500,0,418728
14,2022-02-21,450000,453000,447500,453000,-1500,327509
15,2022-02-22,444500,448000,440000,440000,-13000,557179
16,2022-02-23,443500,446000,438000,442000,2000,381560
17,2022-02-24,435000,438000,416000,416500,-25500,883314
18,2022-02-25,425000,430000,418500,420000,3500,465140
19,2022-02-28,404500,422000,404000,412000,-8000,970088
20,2022-03-02,411000,434500,408500,434000,22000,895460
21,2022-03-03,439500,441000,430000,437000,3000,460544
22,2022-03-04,433500,436500,427000,428500,-8500,310930
23,2022-03-07,420500,421000,412000,414000,-14500,370588
24,2022-03-08,406000,417000,402500,410500,-3500,393413
25,2022-03-10,421000,430500,417500,417500,7000,1076446
26,2022-03-11,411500,412000,390500,391000,-26500,1811373
27,2022-03-14,385000,385500,361500,363500,-27500,1999479
28,2022-03-15,363000,370000,355000,359500,-4000,1064506
29,2022-03-16,367000,367500,360000,363500,4000,625328
30,2022-03-17,374000,381500,373000,376000,12500,816118
31,2022-03-18,377500,384000,370500,382000,6000,643915
32,2022-03-21,385000,397500,384000,386000,4000,655247
33,2022-03-22,388500,399000,388000,397500,11500,413972
34,2022-03-23,403000,407500,398000,407000,9500,523438
35,2022-03-24,405000,410000,398000,408000,1000,320746
36,2022-03-25,418500,444000,417500,439000,31000,1528600
37,2022-03-28,439000,443000,430000,436500,-2500,481311
38,2022-03-29,443000,448500,440500,441000,4500,375894
39,2022-03-30,444500,445000,427000,440500,-500,440195
40,2022-03-31,437000,444000,435000,442000,1500,272318
41,2022-04-01,438500,439500,425000,428000,-14000,456080
42,2022-04-04,422000,440500,417500,438500,10500,362727
43,2022-04-05,442500,450000,437000,449000,10500,491410
44,2022-04-06,436000,448500,436000,444500,-4500,415524
45,2022-04-07,438000,442000,431000,436500,-8000,316409
46,2022-04-08,449000,449000,437500,439500,3000,395489
47,2022-04-11,435000,435500,423500,425000,-14500,289205
48,2022-04-12,417000,421500,410000,411000,-14000,382240
49,2022-04-13,414000,431500,404000,431000,20000,386194
50,2022-04-14,434000,441000,427500,441000,10000,321259
51,2022-04-15,435500,445000,431500,435000,-6000,307347
52,2022-04-18,434000,439500,432500,433000,-2000,115652
53,2022-04-19,438000,441500,434000,435500,2500,124432
54,2022-04-20,437500,438000,432000,436500,1000,202657
55,2022-04-21,437500,440000,434500,437000,500,234128
56,2022-04-22,434000,437500,428500,436500,-500,266806
57,2022-04-25,430000,436000,428500,433000,-3500,254452
58,2022-04-26,432000,432000,414500,423500,-9500,520529
59,2022-04-27,399500,427000,397000,418000,-5500,1478354
60,2022-04-28,420500,421000,412500,417500,-500,358325
61,2022-04-29,418000,426000,414000,417000,-500,332582
62,2022-05-02,412500,414500,407000,408500,-8500,365546
