,date,open,high,low,close,close_change,volume
0,2024-08-30,62900,63400,61900,61900,-1100,1604696
1,2024-09-02,62400,64300,61500,63400,1500,1064530
2,2024-09-03,64000,65000,63500,63900,500,676906
3,2024-09-04,63200,63800,62300,62700,-1200,652441
4,2024-09-05,62600,63600,62300,62900,200,617169
5,2024-09-06,63000,63200,61700,62900,0,565149
6,2024-09-09,61600,62400,60300,61200,-1700,1099682
7,2024-09-10,61400,62000,60600,61500,300,702888
8,2024-09-11,61500,61500,57400,57500,-4000,1664286
9,2024-09-12,57500,58400,56900,58300,800,1716928
