,date,open,high,low,close,close_change,volume
0,2019-12-26,27600,28200,27600,27900,-100,352610
1,2019-12-27,27550,28450,27250,28300,400,470749
2,2019-12-30,28750,28850,28300,28500,200,428087
3,2020-01-02,28500,28550,27750,27850,-650,303459
4,2020-01-03,28000,28150,27250,27300,-550,572272
5,2020-01-06,26850,27100,26000,26500,-800,690224
6,2020-01-07,26500,27150,26400,26850,350,388103
7,2020-01-08,26450,26700,25950,26300,-550,676198
8,2020-01-09,26650,27450,26650,27450,1150,614807
9,2020-01-10,27350,27600,27050,27300,-150,269328
10,2020-01-13,27700,27900,27000,27300,0,366016
11,2020-01-14,27100,27600,26900,27150,-150,500234
12,2020-01-15,27050,27300,26800,27100,-50,303515
13,2020-01-16,27100,27650,26850,27500,400,348287
14,2020-01-17,27500,27750,27250,27400,-100,334990
15,2020-01-20,27350,27750,26800,26850,-550,368095
16,2020-01-21,26850,27050,25850,26150,-700,590717
17,2020-01-22,26250,26550,25950,26500,350,365562
18,2020-01-23,26200,26300,25000,25400,-1100,757735
19,2020-01-28,23350,24300,22800,23700,-1700,1668337
20,2020-01-29,23850,24300,23600,23850,150,618201
21,2020-01-30,23850,24050,23600,23800,-50,445228
22,2020-01-31,23800,24350,23650,23650,-150,620869
23,2020-02-03,24150,24700,23150,24150,500,846169
24,2020-02-04,24250,26650,23800,25750,1600,1956707
25,2020-02-05,26300,26300,25250,26000,250,964355
26,2020-02-06,26000,27450,26000,27000,1000,1240187
27,2020-02-07,27150,27800,26600,26900,-100,796200
28,2020-02-10,27000,27000,26000,26300,-600,754365
29,2020-02-11,26300,26600,25500,26100,-200,821740
30,2020-02-12,25950,26550,25750,26100,0,566748
31,2020-02-13,26100,26550,25900,26050,-50,744099
32,2020-02-14,26050,26150,25600,25650,-400,425300
33,2020-02-17,25550,25650,25100,25300,-350,462173
34,2020-02-18,25250,25250,24400,24450,-850,891527
35,2020-02-19,24850,24850,24000,24200,-250,681276
36,2020-02-20,24450,24700,23650,23650,-550,959631
37,2020-02-21,23500,23900,23250,23550,-100,727771
38,2020-02-24,22800,22850,22050,22100,-1450,1633736
39,2020-02-25,22000,22650,21700,22450,350,1289061
40,2020-02-26,21900,24350,21700,22950,500,2915823
41,2020-02-27,22700,23700,22350,22950,0,1045609
42,2020-02-28,22750,22750,22000,22300,-650,1118328
43,2020-03-02,22000,22600,21500,22300,0,992603
44,2020-03-03,22600,23150,22300,22400,100,1010651
45,2020-03-04,22300,24350,22100,24000,1600,1459603
46,2020-03-05,24350,25550,24150,25100,1100,2216940
47,2020-03-06,24500,24550,23500,23800,-1300,1520202
48,2020-03-09,23700,24350,22500,23400,-400,1172883
49,2020-03-10,22900,23800,22850,23550,150,1216109
50,2020-03-11,23650,23950,22600,22750,-800,1121555
51,2020-03-12,22650,22650,21500,21700,-1050,1355702
52,2020-03-13,19300,21150,19250,20600,-1100,1799050
53,2020-03-16,21150,21700,19900,20100,-500,1077330
54,2020-03-17,18700,21000,18700,19800,-300,1306014
55,2020-03-18,19800,20050,17900,18100,-1700,1426430
56,2020-03-19,17850,18100,12850,13600,-4500,5231313
57,2020-03-20,13600,16350,12800,15250,1650,7782231
58,2020-03-23,13900,15650,13550,14300,-950,3347088
59,2020-03-24,14650,15200,14500,15000,700,2680025
60,2020-03-25,16500,18100,16500,17350,2350,4564606
61,2020-03-26,18500,20200,17500,18350,1000,4960871
62,2020-03-27,19800,20100,18100,18950,600,2633752
63,2020-03-30,18000,18900,17550,18700,-250,1470195
64,2020-03-31,19150,19300,18550,18700,0,1312182
65,2020-04-01,18400,22150,18000,18850,150,5527052
66,2020-04-02,18700,19650,17900,19000,150,1945272
67,2020-04-03,19000,19300,18500,18650,-350,1199424
68,2020-04-06,18650,18750,17900,18700,50,2222663
69,2020-04-07,19450,19600,18850,19150,450,2383781
70,2020-04-08,19150,19400,18700,19100,-50,1552064
71,2020-04-09,19500,20300,19300,19950,850,2675324
72,2020-04-10,20250,20700,20000,20350,400,1814721
73,2020-04-13,20350,20350,19500,19550,-800,1407900
74,2020-04-14,19450,19700,19200,19600,50,1093672
75,2020-04-16,19600,20150,19050,19600,0,1268180
76,2020-04-17,19900,22650,19850,20900,1300,10793150
77,2020-04-20,21400,21850,19000,19550,-1350,6811234
78,2020-04-21,18200,19700,17750,19150,-400,3995839
79,2020-04-22,19350,19850,19200,19250,100,2252530
80,2020-04-23,19900,20150,19500,19750,500,1799306
81,2020-04-24,20100,20250,19550,19800,50,2424059
82,2020-04-27,20750,20900,19800,19900,100,2479832
83,2020-04-28,19950,20000,19550,19700,-200,1183182
84,2020-04-29,19900,19950,19750,19800,100,1195736
85,2020-05-04,18800,19450,18700,19100,-700,1404498
86,2020-05-06,19000,19300,18500,18750,-350,1492011
87,2020-05-07,18750,20100,18700,19150,400,2448966
88,2020-05-08,19400,19450,19150,19200,50,861938
89,2020-05-11,19200,19200,18750,18850,-350,894652
90,2020-05-12,18500,18700,18250,18300,-550,1293534
91,2020-05-13,18200,18550,17750,18200,-100,1111367
92,2020-05-14,17500,18900,17200,18900,700,1839940
93,2020-05-15,18700,18700,18050,18200,-700,1008564
94,2020-05-18,18100,18200,17650,18050,-150,733920
95,2020-05-19,20200,20200,19050,19500,1450,4285639
96,2020-05-20,19000,19850,18850,19600,100,1486271
97,2020-05-21,19950,20350,19700,20100,500,2526004
98,2020-05-22,20100,20150,19400,19600,-500,1217839
99,2020-05-25,19750,19750,19100,19350,-250,878850
100,2020-05-26,19600,20300,19550,20250,900,2295923
101,2020-05-27,21350,21400,20550,20950,700,3409841
102,2020-05-28,21500,22000,20950,21400,450,3166883
103,2020-05-29,21300,21300,20600,20700,-700,1361902
104,2020-06-01,20700,21050,20450,20850,150,1139791
105,2020-06-02,21000,21400,20850,21100,250,1373059
106,2020-06-03,21200,22450,21200,22350,1250,3549822
107,2020-06-04,23300,24100,22000,22900,550,3648385
108,2020-06-05,20550,22600,20550,20600,1450,7552462
109,2020-06-08,21550,21600,20650,20700,100,2366521
110,2020-06-09,21200,21300,20750,21100,400,1770592
111,2020-06-10,20900,20900,20250,20700,-400,1440026
112,2020-06-11,20700,20700,20050,20450,-250,2086872
113,2020-06-12,19150,19950,19100,19800,-650,1765215
114,2020-06-15,19950,19950,18850,19000,-800,1311311
115,2020-06-16,19200,19800,19200,19750,750,870917
116,2020-06-17,19500,19700,19150,19250,-500,823177
117,2020-06-18,19250,19600,19000,19300,50,755779
118,2020-06-19,19450,19450,19000,19450,150,856401
119,2020-06-22,19250,19250,19000,19000,-450,752269
120,2020-06-23,19100,19100,18500,18500,-500,1343332
121,2020-06-24,18250,18350,17700,18050,-450,1930870
122,2020-06-25,17650,17800,17550,17600,-450,1041061
123,2020-06-26,17700,17900,17650,17850,250,704995
124,2020-06-29,17250,17700,17250,17450,-400,797297
