,date,open,high,low,close,close_change,volume
0,2024-08-30,16030,16130,15920,16020,-10,4836615
1,2024-09-02,15980,16340,15800,16290,270,1736563
2,2024-09-03,16240,16450,16130,16230,-60,1509035
3,2024-09-04,16040,16190,15760,16000,-230,1986269
4,2024-09-05,16070,16220,15960,16050,50,1525888
5,2024-09-06,16060,16060,15800,15970,-80,1518681
6,2024-09-09,15730,15770,15410,15770,-200,1977388
7,2024-09-10,15630,15740,15500,15600,-170,1666373
8,2024-09-11,15510,15570,14810,14920,-680,4428707
9,2024-09-12,15010,15160,14930,15160,240,3120703
