,date,open,high,low,close,close_change,volume
0,2019-12-20,45000,45000,44350,44700,0,751826
1,2019-12-23,45000,45150,44600,44750,50,564448
2,2019-12-24,44800,44900,44200,44700,-50,482930
3,2019-12-26,44900,45200,44750,45100,400,439661
4,2019-12-27,44050,44900,44000,44350,-750,823367
5,2019-12-30,44350,44950,44000,44300,-50,644977
6,2020-01-02,44100,44300,42300,42500,-1800,1355029
7,2020-01-03,42600,42900,41500,42000,-500,1569720
8,2020-01-06,41350,41950,41350,41900,-100,830880
9,2020-01-07,41900,42300,41550,42050,150,1124218
10,2020-01-08,41300,41900,41100,41300,-750,997335
11,2020-01-09,41250,41750,40300,40750,-550,1908796
12,2020-01-10,40850,41200,40400,40400,-350,1455064
13,2020-01-13,40150,40500,39950,40450,50,1299326
14,2020-01-14,40450,41300,40350,41150,700,1412170
15,2020-01-15,40900,41350,40550,41200,50,920045
16,2020-01-16,41100,41800,40900,41150,-50,1105472
17,2020-01-17,41150,41800,41100,41400,250,1016691
18,2020-01-20,41700,41900,41450,41600,200,722748
19,2020-01-21,41700,41750,41300,41600,0,567421
20,2020-01-22,41900,42650,41300,42600,1000,1435894
21,2020-01-23,43300,44300,42900,43400,800,2060957
22,2020-01-28,42200,42800,42000,42700,-700,1631227
23,2020-01-29,42750,42750,42000,42550,-150,1025015
24,2020-01-30,42450,42750,41650,41950,-600,1030375
25,2020-01-31,41900,42350,40900,40900,-1050,1349571
26,2020-02-03,40200,40550,39100,40100,-800,1428913
27,2020-02-04,40900,41150,40150,40250,150,1122184
28,2020-02-05,39950,40200,39350,39400,-850,1554328
29,2020-02-06,39750,41700,39250,41300,1900,1405887
30,2020-02-07,40550,40750,40200,40500,-800,1054261
31,2020-02-10,40100,40850,39900,40650,150,701557
32,2020-02-11,41100,42050,40900,41350,700,1141865
33,2020-02-12,40950,41900,40800,41650,300,1012598
34,2020-02-13,41750,42250,41200,41250,-400,951609
35,2020-02-14,41000,42300,40650,41650,400,984696
36,2020-02-17,41500,41650,41200,41450,-200,776081
37,2020-02-18,41150,41900,40900,41350,-100,809542
38,2020-02-19,41500,41650,41050,41300,-50,818025
39,2020-02-20,41250,41500,40500,40550,-750,1144520
40,2020-02-21,40100,40750,40000,40050,-500,971041
41,2020-02-24,39050,39450,38150,38600,-1450,1185870
42,2020-02-25,38300,39100,37950,38150,-450,1407263
43,2020-02-26,37650,38650,37200,38150,0,1168647
44,2020-02-27,37600,38150,37500,37700,-450,1053667
45,2020-02-28,37500,37600,36000,36250,-1450,1633356
46,2020-03-02,35200,36700,34500,34500,-1750,2981038
47,2020-03-03,35900,35950,34750,34900,400,1411743
48,2020-03-04,35150,36250,34900,35750,850,1614490
49,2020-03-05,35800,36300,35500,35900,150,963826
50,2020-03-06,35650,35650,34500,34650,-1250,1357464
51,2020-03-09,34000,34000,32800,33000,-1650,1316550
52,2020-03-10,32650,32950,31950,31950,-1050,1625705
53,2020-03-11,32000,32900,31500,31800,-150,1512601
54,2020-03-12,32300,32400,30250,30500,-1300,1872682
55,2020-03-13,27500,29850,26500,28850,-1650,2777060
56,2020-03-16,28900,29650,27050,27100,-1750,1862674
57,2020-03-17,24950,26550,24900,25350,-1750,2682844
58,2020-03-18,25650,25700,24600,25300,-50,2019043
59,2020-03-19,25550,25950,22300,22550,-2750,2305074
60,2020-03-20,22750,24400,21750,24150,1600,3015123
61,2020-03-23,22500,23000,21500,21500,-2650,2365341
62,2020-03-24,22300,23100,21650,23100,1600,2947942
63,2020-03-25,24700,25450,23750,25150,2050,5010440
64,2020-03-26,25700,26300,24600,25050,-100,3897513
65,2020-03-27,26450,26700,25000,25500,450,2820545
66,2020-03-30,24650,25400,24200,24950,-550,1986835
67,2020-03-31,25450,26100,25300,26000,1050,2219339
68,2020-04-01,26050,27000,25500,25550,-450,2170012
69,2020-04-02,25500,26050,24900,25800,250,1658336
70,2020-04-03,25400,25900,25200,25400,-400,1461529
