,date,open,high,low,close,close_change,volume
0,2024-08-30,261000,265500,255500,255500,-3000,1206940
1,2024-09-02,256000,256000,245000,246000,-9500,1006660
2,2024-09-03,244000,244500,236000,237500,-8500,1024521
3,2024-09-04,231000,236500,229500,232500,-5000,942257
4,2024-09-05,236000,237500,227000,229000,-3500,884047
5,2024-09-06,228000,230500,223000,227500,-1500,710077
6,2024-09-09,225500,231500,225000,229500,2000,638085
7,2024-09-10,229500,231000,227000,231000,1500,364974
8,2024-09-11,229500,230500,221500,223500,-7500,781938
9,2024-09-12,226000,232000,225500,232000,8500,655967
