,date,open,high,low,close,close_change,volume
0,2024-08-30,54900,55500,54500,55500,900,103262
1,2024-09-02,55800,55900,53600,53800,-1700,109864
2,2024-09-03,54200,54400,53000,53000,-800,64471
3,2024-09-04,51600,52000,50300,50700,-2300,155763
4,2024-09-05,51000,52500,51000,52100,1400,79113
5,2024-09-06,52100,52600,51500,51800,-300,63886
6,2024-09-09,50800,52200,50600,52200,400,54431
7,2024-09-10,53000,54800,52300,54500,2300,99601
8,2024-09-11,54000,54500,52900,53500,-1000,62093
9,2024-09-12,53600,56000,53300,55700,2200,185440
