,date,open,high,low,close,close_change,volume
0,2019-12-19,227000,229000,226500,228500,1500,157147
1,2019-12-20,230000,230500,227500,228500,0,173383
2,2019-12-23,229500,229500,227000,228000,-500,119352
3,2019-12-24,227500,229000,224000,225000,-3000,217855
4,2019-12-26,226000,226000,222500,222500,-2500,256886
5,2019-12-27,225500,233500,225500,233000,10500,411543
6,2019-12-30,233500,236000,233000,236000,3000,193665
7,2020-01-02,237000,237500,231500,232000,-4000,186494
8,2020-01-03,235000,235500,228500,229000,-3000,239332
9,2020-01-06,227000,230500,226000,230000,1000,151022
10,2020-01-07,230000,233500,229000,231500,1500,153608
11,2020-01-08,229000,231000,227000,229000,-2500,262681
12,2020-01-09,230500,233500,230000,232500,3500,277858
13,2020-01-10,233000,249500,233000,249000,16500,819751
14,2020-01-13,250000,261000,249000,259000,10000,641733
15,2020-01-14,265000,274500,263000,265500,6500,761042
16,2020-01-15,268500,270000,264000,267500,2000,305110
17,2020-01-16,265500,269000,262000,268500,1000,328175
18,2020-01-17,270500,273500,268000,269500,1000,350550
19,2020-01-20,273500,278500,271000,275500,6000,433345
20,2020-01-21,276000,277500,273000,275500,0,217679
21,2020-01-22,276500,287000,276500,286000,10500,382214
22,2020-01-23,286000,291500,282500,283500,-2500,460938
23,2020-01-28,274500,285500,274000,285000,1500,463275
24,2020-01-29,289000,291000,282500,287000,2000,414935
25,2020-01-30,293000,296500,282000,287000,0,638954
26,2020-01-31,290500,290500,275000,276000,-11000,592428
27,2020-02-03,271500,284500,268000,284000,8000,558416
28,2020-02-04,293500,309000,293000,308000,24000,939164
29,2020-02-05,321000,321000,310000,314000,6000,784165
30,2020-02-06,307000,319500,304500,318500,4500,628991
31,2020-02-07,317000,322500,314000,317000,-1500,650781
32,2020-02-10,314500,321500,312000,321500,4500,387188
33,2020-02-11,325000,351000,324000,343000,21500,874870
34,2020-02-12,341500,343500,337000,338000,-5000,641943
35,2020-02-13,337500,342500,335000,336500,-1500,689961
36,2020-02-14,337500,340000,334000,337000,500,370649
37,2020-02-17,338000,339000,332500,338000,1000,298316
38,2020-02-18,336500,338000,331000,334000,-4000,400006
39,2020-02-19,342500,343500,332000,334000,0,472858
40,2020-02-20,332000,347000,330500,343500,9500,527965
41,2020-02-21,338500,348000,335000,336500,-7000,536065
42,2020-02-24,326000,329500,318500,321000,-15500,704622
43,2020-02-25,317500,322500,312500,321000,0,842067
44,2020-02-26,312500,317500,308500,312000,-9000,660683
45,2020-02-27,309000,313500,306000,309500,-2500,599405
46,2020-02-28,301500,303000,292000,295000,-14500,919096
47,2020-03-02,296500,307500,292500,304500,9500,611983
48,2020-03-03,316500,318500,307500,308000,3500,652467
49,2020-03-04,304000,318000,303000,315000,7000,491231
50,2020-03-05,322500,324500,316500,323500,8500,554299
51,2020-03-06,319500,323500,314500,316500,-7000,422106
52,2020-03-09,305000,305500,293500,295000,-21500,728826
53,2020-03-10,289000,298000,286000,293500,-1500,901344
54,2020-03-11,297500,301500,287000,289000,-4500,592068
55,2020-03-12,286500,291500,270500,280000,-9000,961201
56,2020-03-13,260000,284500,258000,277500,-2500,1076527
57,2020-03-16,280000,282500,253000,253000,-24500,994249
58,2020-03-17,242000,257000,240500,246000,-7000,990457
59,2020-03-18,246000,249000,221500,221500,-24500,1105362
60,2020-03-19,227000,228000,180000,183000,-38500,2233285
61,2020-03-20,197000,216500,194000,216500,33500,1818258
62,2020-03-23,202000,233500,200500,218500,2000,1576624
63,2020-03-24,231500,252500,224500,246500,28000,1668595
64,2020-03-25,267000,269500,249000,257500,11000,1368513
65,2020-03-26,258500,260500,246500,248000,-9500,984405
66,2020-03-27,258500,260000,236500,248000,0,975996
67,2020-03-30,239000,247000,235000,244500,-3500,764977
68,2020-03-31,245500,248000,235500,240500,-4000,1011083
69,2020-04-01,240000,244500,230000,231000,-9500,794308
70,2020-04-02,231500,233500,222000,233000,2000,916444
71,2020-04-03,241000,245500,228000,231500,-1500,1050266
72,2020-04-06,234500,240000,230500,240000,8500,723090
73,2020-04-07,246500,251000,240500,245000,5000,1116101
74,2020-04-08,245000,256000,242500,250000,5000,1069528
75,2020-04-09,256000,256500,249000,253000,3000,600048
76,2020-04-10,253500,254000,247000,250500,-2500,439031
77,2020-04-13,248500,248500,241000,241500,-9000,412839
78,2020-04-14,250500,252500,248000,251500,10000,640598
79,2020-04-16,252000,271500,252000,271000,19500,1230799
80,2020-04-17,277500,305000,276500,286500,15500,2107737
81,2020-04-20,287000,294000,278000,283000,-3500,875648
82,2020-04-21,278500,285500,274000,283000,0,1098619
83,2020-04-22,274500,285500,273000,285500,2500,631088
84,2020-04-23,291000,291500,284000,284500,-1000,607966
85,2020-04-24,280000,282000,275000,277000,-7500,494177
86,2020-04-27,277000,280500,275000,279000,2000,335350
87,2020-04-28,285000,288500,277500,279500,500,505802
88,2020-04-29,281500,286000,280000,286000,6500,634295
89,2020-05-04,277500,280500,275500,277000,-9000,572771
90,2020-05-06,283500,284000,278000,281500,4500,347019
91,2020-05-07,281500,283000,278500,282500,1000,259687
92,2020-05-08,284000,291000,283000,285500,3000,467585
93,2020-05-11,288500,290000,284500,287000,1500,373632
