,date,open,high,low,close,close_change,volume
0,2024-08-30,171000,175500,169400,173700,4000,4498221
1,2024-09-02,173600,174900,168400,174000,300,3507670
2,2024-09-03,172900,173800,168300,168300,-5700,3286574
3,2024-09-04,152900,159000,152900,154800,-13500,10020391
4,2024-09-05,157000,163000,156600,159400,4600,5349484
5,2024-09-06,157100,158200,154900,156400,-3000,3459914
6,2024-09-09,151800,157700,150500,157000,600,4484162
7,2024-09-10,157400,161700,154300,155500,-1500,4718523
8,2024-09-11,156800,158700,154300,157200,1700,3203928
9,2024-09-12,165200,171300,163800,168800,11600,8586292
