,date,open,high,low,close,close_change,volume
0,2019-12-26,1264000,1264000,1248000,1257000,-2000,13947
1,2019-12-27,1250000,1263000,1243000,1258000,1000,21526
2,2019-12-30,1257000,1265000,1255000,1261000,3000,14787
3,2020-01-02,1254000,1272000,1249000,1266000,5000,24426
4,2020-01-03,1273000,1282000,1259000,1263000,-3000,29170
5,2020-01-06,1252000,1269000,1249000,1249000,-14000,19929
6,2020-01-07,1262000,1347000,1251000,1343000,94000,62787
7,2020-01-08,1314000,1350000,1313000,1345000,2000,43472
8,2020-01-09,1332000,1351000,1324000,1324000,-21000,41494
9,2020-01-10,1316000,1355000,1316000,1343000,19000,22346
10,2020-01-13,1344000,1425000,1343000,1404000,61000,49449
11,2020-01-14,1446000,1446000,1402000,1411000,7000,47813
12,2020-01-15,1401000,1425000,1395000,1422000,11000,42809
13,2020-01-16,1420000,1422000,1402000,1405000,-17000,33389
14,2020-01-17,1406000,1423000,1402000,1406000,1000,35291
15,2020-01-20,1407000,1423000,1377000,1387000,-19000,45475
16,2020-01-21,1386000,1397000,1340000,1343000,-44000,50018
17,2020-01-22,1355000,1368000,1352000,1368000,25000,39024
18,2020-01-23,1351000,1364000,1334000,1349000,-19000,50508
19,2020-01-28,1302000,1309000,1252000,1253000,-96000,98803
20,2020-01-29,1287000,1317000,1262000,1296000,43000,132198
21,2020-01-30,1294000,1296000,1258000,1262000,-34000,72600
22,2020-01-31,1275000,1278000,1256000,1258000,-4000,50358
23,2020-02-03,1249000,1256000,1230000,1250000,-8000,47434
24,2020-02-04,1257000,1274000,1245000,1269000,19000,44714
25,2020-02-05,1271000,1305000,1270000,1302000,33000,58788
26,2020-02-06,1334000,1358000,1311000,1354000,52000,69729
27,2020-02-07,1354000,1363000,1337000,1352000,-2000,58273
28,2020-02-10,1342000,1357000,1341000,1356000,4000,31814
29,2020-02-11,1382000,1385000,1365000,1382000,26000,36979
30,2020-02-12,1382000,1399000,1371000,1398000,16000,41677
31,2020-02-13,1404000,1410000,1394000,1403000,5000,42792
32,2020-02-14,1402000,1406000,1386000,1389000,-14000,42012
33,2020-02-17,1389000,1409000,1385000,1397000,8000,27878
34,2020-02-18,1388000,1403000,1380000,1390000,-7000,34561
35,2020-02-19,1412000,1415000,1390000,1410000,20000,26329
36,2020-02-20,1419000,1426000,1366000,1372000,-38000,58831
