,date,open,high,low,close,close_change,volume
0,2021-05-11,210000,222500,154000,154500,-55500,11320278
1,2021-05-12,152000,160000,141000,147500,-7000,4973674
2,2021-05-13,145500,149500,142500,144000,-3500,1853703
3,2021-05-14,146500,148000,140000,141000,-3000,1510892
4,2021-05-17,142500,143000,138000,138000,-3000,931047
5,2021-05-18,139000,146500,138500,144000,6000,1474901
6,2021-05-20,145000,146500,141000,142000,-2000,585820
7,2021-05-21,144000,145000,142000,143500,1500,468288
8,2021-05-24,144500,145000,141000,142500,-1000,368061
9,2021-05-25,143500,144000,141000,142000,-500,300026
10,2021-05-26,141000,142000,140500,141500,-500,298091
11,2021-05-27,141500,144500,141500,142000,500,298994
12,2021-05-28,143000,146500,142000,145000,3000,716415
13,2021-05-31,145500,149000,145500,149000,4000,628140
14,2021-06-01,149500,151000,147500,150000,1000,497546
15,2021-06-02,151000,151000,147000,149500,-500,397954
16,2021-06-03,149500,150500,148000,149500,0,294278
17,2021-06-04,149000,149500,147000,147500,-2000,276515
18,2021-06-07,148000,148500,143000,143000,-4500,469107
19,2021-06-08,142000,144000,141500,143000,0,243816
20,2021-06-09,143000,143500,142000,142000,-1000,223769
21,2021-06-10,142000,144500,141500,142500,500,493039
22,2021-06-11,141500,157500,139500,157500,15000,1458033
23,2021-06-14,151500,153000,148000,148000,-9500,740629
24,2021-06-15,149000,151500,148500,149500,1500,417175
25,2021-06-16,149000,153000,148000,152000,2500,476285
26,2021-06-17,151500,157000,150000,156000,4000,648454
27,2021-06-18,156500,159500,154500,158000,2000,622211
28,2021-06-21,156500,160500,155500,158500,500,431581
29,2021-06-22,160000,160500,156000,159000,500,343775
30,2021-06-23,159000,167500,157000,166500,7500,1317043
31,2021-06-24,167000,173500,165000,168500,2000,907775
32,2021-06-25,170500,175000,169500,172500,4000,795885
33,2021-06-28,174000,177000,166000,167000,-5500,702510
34,2021-06-29,167500,173000,164000,173000,6000,527489
35,2021-06-30,173500,184000,173000,183000,10000,1167597
36,2021-07-01,182000,194500,179000,186500,3500,1504043
37,2021-07-02,189000,193000,183500,186000,-500,648311
38,2021-07-05,185000,188000,181500,185500,-500,439884
39,2021-07-06,185000,194000,185000,193000,7500,666659
40,2021-07-07,192500,199000,191500,199000,6000,678190
41,2021-07-08,200000,209500,199500,205000,6000,1524306
42,2021-07-09,205500,212000,195000,209000,4000,1257721
43,2021-07-12,212000,214000,207000,210000,1000,423982
44,2021-07-13,209000,213000,208500,211500,1500,458895
45,2021-07-14,210000,212000,204500,209000,-2500,530707
46,2021-07-15,207000,207500,202000,204500,-4500,563996
47,2021-07-16,203500,213000,198500,213000,8500,769590
48,2021-07-19,213500,219000,210000,211000,-2000,450712
49,2021-07-20,206000,218000,205500,214000,3000,671590
50,2021-07-21,216000,219000,210000,216000,2000,380307
51,2021-07-22,218500,233500,216500,230500,14500,976124
52,2021-07-23,231500,237000,227500,235500,5000,480565
53,2021-07-26,237500,249000,224500,229500,-6000,1014129
54,2021-07-27,232000,237500,220500,228500,-1000,831742
55,2021-07-28,224500,231500,224500,229500,1000,396664
56,2021-07-29,229000,232000,223500,225000,-4500,327732
57,2021-07-30,225500,228500,220500,225500,500,366042
