,date,open,high,low,close,close_change,volume
0,2019-12-19,241000,243500,240500,243000,1000,153313
1,2019-12-20,243500,244000,242000,243500,500,161679
2,2019-12-23,243500,244500,242500,244000,500,126535
3,2019-12-24,243500,245000,242500,242500,-1500,168656
4,2019-12-26,243000,244500,242500,244500,2000,254431
5,2019-12-27,239000,239000,237000,237500,-7000,302632
6,2019-12-30,239000,239000,237000,238000,500,96960
7,2020-01-02,238500,239000,233000,234000,-4000,265743
8,2020-01-03,234500,235500,231500,234000,0,262330
9,2020-01-06,233000,234000,231000,231500,-2500,225461
10,2020-01-07,232500,234000,231500,233000,1500,136767
11,2020-01-08,231500,233500,230000,232500,-500,278235
12,2020-01-09,231500,234000,230500,232000,-500,534218
13,2020-01-10,232000,233000,230500,231000,-1000,197124
14,2020-01-13,231000,235000,231000,234500,3500,164096
15,2020-01-14,235500,237500,234000,236000,1500,240866
16,2020-01-15,235500,238000,234500,237500,1500,211141
17,2020-01-16,237000,238000,234500,236000,-1500,221714
18,2020-01-17,236000,237500,233000,235000,-1000,272364
19,2020-01-20,235500,237500,235000,236000,1000,240407
20,2020-01-21,236500,237000,235500,236500,500,90895
21,2020-01-22,237000,238500,235500,238500,2000,145035
22,2020-01-23,238000,238000,235500,237000,-1500,175821
23,2020-01-28,233500,233500,230500,232500,-4500,319257
24,2020-01-29,232000,232500,231000,232500,0,127679
25,2020-01-30,232500,232500,228500,229000,-3500,279645
26,2020-01-31,230500,231500,228500,229500,500,220742
27,2020-02-03,228500,229000,226000,226500,-3000,203206
28,2020-02-04,227000,227500,224500,226500,0,227378
29,2020-02-05,226500,226500,224500,225000,-1500,211857
30,2020-02-06,226000,230500,226000,229000,4000,252885
31,2020-02-07,229500,230000,226500,228500,-500,219283
32,2020-02-10,226000,226500,224000,225000,-3500,211696
33,2020-02-11,225000,226000,223000,223500,-1500,306497
34,2020-02-12,223500,226500,222000,226500,3000,252165
35,2020-02-13,226500,232500,226500,228500,2000,400126
36,2020-02-14,228500,231000,226500,227500,-1000,183907
37,2020-02-17,227500,229500,227500,228000,500,102123
38,2020-02-18,227000,227000,225000,226000,-2000,164174
39,2020-02-19,227500,227500,223500,225000,-1000,171576
40,2020-02-20,225000,225500,222000,222000,-3000,195361
41,2020-02-21,221000,221500,218000,219500,-2500,221992
42,2020-02-24,215500,218500,213000,217500,-2000,330240
43,2020-02-25,217000,218500,215500,217500,0,230733
44,2020-02-26,217500,217500,214500,216000,-1500,226926
45,2020-02-27,215500,217000,214500,217000,1000,168477
46,2020-02-28,216500,218500,210500,212500,-4500,301784
47,2020-03-02,213000,213000,208000,208000,-4500,291418
48,2020-03-03,210000,211000,206500,207000,-1000,224882
49,2020-03-04,209500,219500,208000,219500,12500,353005
50,2020-03-05,220500,224500,219500,221500,2000,373464
51,2020-03-06,219500,223000,219500,222500,1000,390707
52,2020-03-09,219500,221000,216500,219000,-3500,285073
53,2020-03-10,219000,219000,216500,218500,-500,207340
54,2020-03-11,216000,219500,214500,217500,-1000,248264
55,2020-03-12,217500,217500,207500,211500,-6000,390463
56,2020-03-13,199000,202000,190000,197000,-14500,670552
57,2020-03-16,198500,199500,192000,193000,-4000,360423
58,2020-03-17,187000,191500,184500,187500,-5500,426215
59,2020-03-18,189500,190500,180000,180000,-7500,278157
60,2020-03-19,180000,182500,165000,173000,-7000,575925
61,2020-03-20,175000,178500,171000,175000,2000,403851
62,2020-03-23,166000,170500,164000,165500,-9500,341417
63,2020-03-24,167500,171500,164500,171000,5500,417692
64,2020-03-25,174000,178500,173000,174500,3500,690024
65,2020-03-26,173500,176000,170500,173000,-1500,680107
66,2020-03-27,179000,180500,173000,176500,3500,524568
67,2020-03-30,173000,178000,170000,176000,-500,386801
68,2020-03-31,178500,181000,175500,177000,1000,993798
69,2020-04-01,177500,182500,174000,175000,-2000,549624
70,2020-04-02,176500,182000,173000,182000,7000,458271
71,2020-04-03,182000,183500,180000,183000,1000,385855
72,2020-04-06,184000,191000,183500,190500,7500,417491
73,2020-04-07,193500,195500,187500,190500,0,365459
74,2020-04-08,192000,199000,189000,194000,3500,536169
75,2020-04-09,197500,198500,192000,193500,-500,379481
76,2020-04-10,193500,196000,193000,194000,500,195673
77,2020-04-13,194000,194000,189500,190000,-4000,240625
78,2020-04-14,192500,196500,192000,196000,6000,270715
79,2020-04-16,190000,196500,189500,196500,500,400946
80,2020-04-17,197000,201500,197000,199000,2500,279720
81,2020-04-20,200000,204500,200000,203500,4500,340368
82,2020-04-21,203000,209500,201500,209500,6000,507880
83,2020-04-22,206500,214500,206000,214500,5000,446614
84,2020-04-23,214500,220000,213000,215500,1000,320469
85,2020-04-24,211500,214500,209000,209500,-6000,290083
86,2020-04-27,209500,215000,208500,213000,3500,239588
87,2020-04-28,212500,217000,212500,213000,0,230434
88,2020-04-29,213000,215000,211500,211500,-1500,285877
89,2020-05-04,207000,211000,205500,208500,-3000,311878
90,2020-05-06,208500,210000,205000,206500,-2000,301863
91,2020-05-07,205000,208000,203500,207000,500,262232
92,2020-05-08,208500,211500,206000,207000,0,251268
93,2020-05-11,207500,209000,205000,205000,-2000,229714
94,2020-05-12,205000,212500,204500,210000,5000,319403
95,2020-05-13,210000,212500,206000,206500,-3500,297218
96,2020-05-14,206500,208000,205000,207000,500,265261
97,2020-05-15,206000,206500,204000,204000,-3000,304146
98,2020-05-18,205000,208000,204500,205500,1500,239427
99,2020-05-19,208000,210000,208000,209000,3500,243581
100,2020-05-20,209000,213000,208500,211500,2500,246227
101,2020-05-21,214500,215000,212500,213000,1500,230542
102,2020-05-22,214500,214500,208000,208500,-4500,241670
103,2020-05-25,210000,212500,209000,212000,3500,170965
104,2020-05-26,211500,213000,209500,212000,0,225724
105,2020-05-27,212000,213000,210000,210000,-2000,301224
106,2020-05-28,210000,213000,209500,212000,2000,277022
107,2020-05-29,211000,218500,211000,216000,4000,466946
108,2020-06-01,217000,225000,217000,224500,8500,424075
109,2020-06-02,224000,226500,222000,225000,500,328734
110,2020-06-03,226500,232000,225500,230000,5000,366533
111,2020-06-04,232000,233000,226000,227000,-3000,350089
112,2020-06-05,225000,226500,222000,223500,-3500,309300
113,2020-06-08,225500,226500,222500,222500,-1000,248567
114,2020-06-09,223000,225000,220000,221000,-1500,208905
115,2020-06-10,221000,222500,219000,219000,-2000,255142
116,2020-06-11,218000,219500,213000,215000,-4000,450027
117,2020-06-12,208000,209500,206000,208500,-6500,461453
118,2020-06-15,208000,211500,201000,201000,-7500,421888
119,2020-06-16,204000,209500,203500,209000,8000,351512
120,2020-06-17,207500,209500,205000,207000,-2000,342902
121,2020-06-18,205500,208000,204000,205500,-1500,260278
122,2020-06-19,207500,208000,205000,206000,500,243216
123,2020-06-22,205500,209500,205000,206500,500,238220
124,2020-06-23,207000,208500,205000,205500,-1000,290774
125,2020-06-24,206500,207000,205000,205500,0,217711
126,2020-06-25,205000,207000,203000,203000,-2500,249665
127,2020-06-26,204000,211000,203000,208500,5500,308368
128,2020-06-29,204500,209000,203000,207000,-1500,314859
129,2020-06-30,208000,212000,207000,211000,4000,346277
130,2020-07-01,214500,224500,212500,222000,11000,872553
131,2020-07-02,224000,226500,218500,225000,3000,447600
132,2020-07-03,225000,228000,220500,221000,-4000,283845
133,2020-07-06,221500,226000,219000,225000,4000,281508
134,2020-07-07,227500,227500,218000,218000,-7000,452166
135,2020-07-08,218000,223000,217500,218500,500,374455
136,2020-07-09,219000,220500,217000,218000,-500,260664
137,2020-07-10,217000,218500,214000,215000,-3000,283753
138,2020-07-13,216500,217000,213000,215500,500,221105
139,2020-07-14,215500,223000,214500,217500,2000,375098
140,2020-07-15,219000,222500,217000,218000,500,301947
141,2020-07-16,217000,219500,216000,218000,0,243527
142,2020-07-17,218000,220000,216500,217000,-1000,202037
143,2020-07-20,217000,220000,215000,216500,-500,261245
144,2020-07-21,216500,218000,215500,215500,-1000,305567
145,2020-07-22,215500,216500,214000,214500,-1000,310544
146,2020-07-23,214000,214500,210000,211500,-3000,378989
147,2020-07-24,209500,210000,207500,208000,-3500,285942
148,2020-07-27,207500,211500,207500,208500,500,284315
149,2020-07-28,209500,216500,208500,214000,5500,418247
150,2020-07-29,213500,218000,211500,216500,2500,420463
151,2020-07-30,216000,224000,214500,220000,3500,733171
152,2020-07-31,220000,223500,219500,220500,500,730524
153,2020-08-03,221500,223500,218500,219000,-1500,418322
154,2020-08-04,219000,228000,217000,225500,6500,776036
155,2020-08-05,227000,228500,223500,227000,1500,631091
156,2020-08-06,229000,232000,218500,220500,-6500,1057486
157,2020-08-07,223500,230000,219000,229000,8500,858608
158,2020-08-10,231500,240000,230500,238000,9000,812761
159,2020-08-11,240000,241000,232500,237000,-1000,530433
160,2020-08-12,235500,242000,232500,241500,4500,565000
161,2020-08-13,243000,247500,240500,242000,500,955607
162,2020-08-14,243000,244000,235500,237000,-5000,527180
163,2020-08-18,239000,241500,225000,229000,-8000,735510
164,2020-08-19,229500,234000,228000,231000,2000,436293
165,2020-08-20,233500,236500,226500,227500,-3500,673961
166,2020-08-21,227500,237500,227500,235500,8000,559220
167,2020-08-24,240500,243000,237500,242000,6500,537847
168,2020-08-25,242500,251500,242500,247500,5500,632697
169,2020-08-26,250000,251500,245000,248500,1000,494139
170,2020-08-27,250000,251000,245500,245500,-3000,578642
171,2020-08-28,251500,251500,239500,242500,-3000,845757
172,2020-08-31,245000,250000,242500,248000,5500,2365827
173,2020-09-01,246000,246500,241500,242000,-6000,528401
174,2020-09-02,245000,245000,238000,242500,500,370388
175,2020-09-03,242000,242500,239000,241000,-1500,370100
176,2020-09-04,237000,238000,235500,237500,-3500,485708
177,2020-09-07,239000,244000,236000,243500,6000,366779
178,2020-09-08,244500,245000,240000,241500,-2000,295082
179,2020-09-09,237000,240000,234500,238000,-3500,308688
180,2020-09-10,240500,242000,238500,240000,2000,307926
181,2020-09-11,241500,244000,241000,243000,3000,252239
182,2020-09-14,246000,248000,244500,248000,5000,280140
183,2020-09-15,248500,248500,244000,246000,-2000,242579
184,2020-09-16,245000,245500,242500,243000,-3000,214144
185,2020-09-17,243000,244500,241000,244000,1000,182401
186,2020-09-18,243500,244000,241500,244000,0,220441
187,2020-09-21,244000,246000,240500,240500,-3500,214090
188,2020-09-22,238500,240000,237000,237500,-3000,236983
189,2020-09-23,236500,237000,231000,233000,-4500,352067
190,2020-09-24,232500,233000,229500,230500,-2500,237132
191,2020-09-25,231500,232500,230000,231000,500,162365
192,2020-09-28,232000,235000,231500,233000,2000,108166
193,2020-09-29,236500,240500,234500,238000,5000,225845
194,2020-10-05,239000,243000,239000,240500,2500,247547
195,2020-10-06,239500,243500,238500,241000,500,181255
196,2020-10-07,239000,242000,238000,241000,0,179764
