,date,open,high,low,close,close_change,volume
0,2019-12-26,154000,155500,153500,155000,1000,243416
1,2019-12-27,151000,151500,150000,151000,-4000,232178
2,2019-12-30,151000,151500,149500,150000,-1000,156222
3,2020-01-02,150500,151000,146500,146500,-3500,217016
4,2020-01-03,147500,150000,146500,149500,3000,274987
5,2020-01-06,151000,153000,147000,148000,-1500,317436
6,2020-01-07,148000,148500,144000,144500,-3500,324559
7,2020-01-08,144000,144000,136000,137000,-7500,703267
8,2020-01-09,140000,141000,136000,137500,500,642625
9,2020-01-10,137500,140500,136500,138000,500,421153
10,2020-01-13,138000,139500,137000,138000,0,316600
11,2020-01-14,138500,141000,138500,139500,1500,407292
12,2020-01-15,140000,140000,136000,137000,-2500,390034
13,2020-01-16,136500,137000,132000,133000,-4000,768253
14,2020-01-17,133000,135000,132500,133500,500,712244
15,2020-01-20,134000,136500,134000,135500,2000,336029
16,2020-01-21,136500,137000,134000,134500,-1000,301217
17,2020-01-22,134500,135500,133000,134500,0,171566
18,2020-01-23,134000,134000,129500,130000,-4500,487400
19,2020-01-28,125500,126000,123000,125000,-5000,646320
20,2020-01-29,125500,126000,123000,125000,0,481939
21,2020-01-30,125000,127500,124000,125000,0,401074
22,2020-01-31,125000,132000,122000,130000,5000,1239192
23,2020-02-03,128500,128500,123500,123500,-6500,784715
24,2020-02-04,124000,129000,123500,128000,4500,984815
25,2020-02-05,131000,137000,130000,134000,6000,1477432
26,2020-02-06,136000,137000,134000,136000,2000,715116
27,2020-02-07,135000,135000,132500,133500,-2500,469148
28,2020-02-10,133000,137500,132000,136500,3000,475102
29,2020-02-11,136500,141500,136000,140500,4000,831853
30,2020-02-12,141000,142000,138500,140500,0,543484
31,2020-02-13,140000,142000,138500,138500,-2000,535292
32,2020-02-14,140000,140000,137500,137500,-1000,373925
33,2020-02-17,129000,138000,128000,136500,-1000,1037542
34,2020-02-18,136500,140000,134500,136500,0,524500
35,2020-02-19,137500,138000,134000,135000,-1500,432028
36,2020-02-20,135500,136000,132000,133000,-2000,437224
37,2020-02-21,132000,132500,130000,130500,-2500,428746
38,2020-02-24,126000,127000,123500,123500,-7000,531391
39,2020-02-25,120000,124000,120000,122500,-1000,647578
40,2020-02-26,120500,122000,119500,120000,-2500,787056
41,2020-02-27,120000,120000,116500,116500,-3500,675134
42,2020-02-28,113500,114000,112000,113000,-3500,771944
43,2020-03-02,112000,115500,112000,114000,1000,609843
44,2020-03-03,116500,118500,114000,114500,500,625052
45,2020-03-04,115500,117000,114000,115000,500,555120
46,2020-03-05,116500,116500,112000,113000,-2000,799821
47,2020-03-06,111000,111500,107000,108000,-5000,827288
48,2020-03-09,101500,103000,99000,99100,-8900,1440983
49,2020-03-10,98000,102000,96700,100500,1400,1154291
50,2020-03-11,101000,102500,96800,98000,-2500,791383
51,2020-03-12,97300,97400,90500,92400,-5600,1006172
52,2020-03-13,83300,87200,82500,86500,-5900,1232107
53,2020-03-16,86000,86900,80200,80200,-6300,1113686
54,2020-03-17,75100,79400,75100,77900,-2300,1006085
55,2020-03-18,77300,77800,70900,70900,-7000,919817
56,2020-03-19,70900,72300,55100,57300,-13600,2188651
57,2020-03-20,61000,65100,59100,64800,7500,1719407
58,2020-03-23,58500,62900,57800,60300,-4500,1162459
59,2020-03-24,63100,73200,61500,72000,11700,1571585
60,2020-03-25,79000,91300,75700,90000,18000,2877009
61,2020-03-26,91000,100500,84900,85000,-5000,3277516
62,2020-03-27,89600,90500,85200,87700,2700,1746990
63,2020-03-30,83400,87700,81700,86100,-1600,1151182
64,2020-03-31,88000,88200,84500,87000,900,1027447
65,2020-04-01,85100,87000,82500,82500,-4500,835614
66,2020-04-02,83100,93500,81400,90400,7900,2074973
67,2020-04-03,95800,98500,87800,89700,-700,1788505
68,2020-04-06,91100,95500,90000,94400,4700,1393130
69,2020-04-07,96500,96900,91900,94300,-100,1161168
70,2020-04-08,92600,95900,92200,93600,-700,828451
71,2020-04-09,96800,98000,95000,98000,4400,1180802
72,2020-04-10,95300,101500,95300,100500,2500,1300475
