,date,open,high,low,close,close_change,volume
0,2019-12-26,121000,124000,120500,123000,2000,825014
1,2019-12-27,124500,126000,123500,125500,2500,520284
2,2019-12-30,125500,126000,124500,125000,-500,294167
3,2020-01-02,126000,128000,125500,126500,1500,540197
4,2020-01-03,128500,129000,127000,127500,1000,573710
5,2020-01-06,125000,127500,124500,127500,0,675565
6,2020-01-07,128000,128500,127000,128000,500,483309
7,2020-01-08,126500,127000,122000,125000,-3000,1060974
8,2020-01-09,128000,132000,127500,132000,7000,1402192
9,2020-01-10,133500,135000,132000,132500,500,692859
10,2020-01-13,131500,134500,131500,134500,2000,483706
11,2020-01-14,135500,138500,134500,135500,1000,1036106
12,2020-01-15,135500,135500,133000,133500,-2000,668967
13,2020-01-16,133000,134000,131500,133000,-500,645743
14,2020-01-17,134500,136500,134000,134500,1500,435027
15,2020-01-20,135500,137500,134500,136500,2000,481037
16,2020-01-21,136500,137000,133000,133500,-3000,437663
17,2020-01-22,133500,137000,133000,137000,3500,478121
18,2020-01-23,136000,137500,133500,134500,-2500,415411
19,2020-01-28,128500,131500,128500,131000,-3500,794118
20,2020-01-29,132500,134000,130000,132500,1500,713120
21,2020-01-30,132000,133000,125000,126000,-6500,1115743
22,2020-01-31,126000,129500,125000,125000,-1000,887907
23,2020-02-03,122000,126000,120500,125000,0,844406
24,2020-02-04,127000,134000,126500,134000,9000,1124528
25,2020-02-05,137500,137500,130000,131000,-3000,967323
26,2020-02-06,132500,136500,132000,135500,4500,706088
27,2020-02-07,134500,135500,132500,134000,-1500,467455
28,2020-02-10,131500,134500,130500,133000,-1000,381534
29,2020-02-11,134000,141500,133500,141000,8000,1510533
30,2020-02-12,141000,144000,139500,142500,1500,814274
31,2020-02-13,144500,146500,141500,142500,0,979192
32,2020-02-14,143500,144000,141500,142500,0,458841
33,2020-02-17,143500,147500,143000,146000,3500,565335
34,2020-02-18,145500,148000,144000,145500,-500,766754
35,2020-02-19,147000,148500,144000,146000,500,750365
36,2020-02-20,146500,148000,145000,145500,-500,566418
37,2020-02-21,144000,146000,143000,143500,-2000,588887
38,2020-02-24,139000,142000,137500,138500,-5000,1101194
39,2020-02-25,137500,140500,132500,140500,2000,1565707
40,2020-02-26,136500,140500,135500,136500,-4000,1243259
41,2020-02-27,136000,138500,131500,131500,-5000,1312546
42,2020-02-28,128500,131000,125000,126000,-5500,1472050
43,2020-03-02,128500,132000,125500,131000,5000,1286047
44,2020-03-03,136000,136500,130000,131000,0,1219380
45,2020-03-04,129000,133500,128500,133000,2000,873616
46,2020-03-05,134500,135500,132000,134500,1500,820724
47,2020-03-06,132000,133000,130000,131500,-3000,555435
