,date,open,high,low,close,close_change,volume
0,2024-08-30,326000,329500,320000,321500,1000,300871
1,2024-09-02,328000,347500,326500,340000,18500,628791
2,2024-09-03,344500,346500,331500,333000,-7000,300066
3,2024-09-04,322500,327500,319000,324000,-9000,288314
4,2024-09-05,327000,330500,318000,321500,-2500,243178
5,2024-09-06,321500,323500,308500,311500,-10000,274201
6,2024-09-09,304500,310000,301500,309500,-2000,261256
7,2024-09-10,309500,316000,303000,306500,-3000,241348
8,2024-09-11,307000,318500,307000,315500,9000,258088
9,2024-09-12,325000,325000,318500,320500,5000,266497
