,date,open,high,low,close,close_change,volume
0,2024-08-30,88000,88000,85800,85900,-1000,1403895
1,2024-09-02,86200,88300,84800,87700,1800,916239
2,2024-09-03,87500,88100,86300,87000,-700,755608
3,2024-09-04,87400,87400,83600,83600,-3400,1306948
4,2024-09-05,85900,86000,83500,84600,1000,987121
5,2024-09-06,84000,84400,82500,83300,-1300,707380
6,2024-09-09,83300,83800,80900,82300,-1000,1158796
7,2024-09-10,82700,83100,81300,82900,600,763767
8,2024-09-11,84000,84000,76500,77900,-5000,2282558
9,2024-09-12,77900,78400,77300,78100,200,1639298
