,date,open,high,low,close,close_change,volume
0,2024-08-30,74400,75000,74100,74300,300,16358520
1,2024-09-02,74500,74700,73500,74400,100,12641376
2,2024-09-03,74100,74300,72500,72500,-1900,16314599
3,2024-09-04,69800,71100,69800,70000,-2500,27366563
4,2024-09-05,70100,71200,69000,69000,-1000,25686769
5,2024-09-06,69100,69700,68000,68900,-100,19022299
6,2024-09-09,66900,68200,66600,67500,-1400,23263298
7,2024-09-10,67000,67300,66000,66200,-1300,30651376
8,2024-09-11,65100,65500,64200,64900,-1300,35809707
9,2024-09-12,66000,66600,65200,66300,1400,35405207
